"Sex","year","age","px"
"Male",1956,29,0.9977812
"Male",1956,30,0.99762531
"Male",1956,31,0.9974321
"Male",1956,32,0.99719771
"Male",1956,33,0.99691956
"Male",1956,34,0.99659997
"Male",1956,35,0.99624614
"Male",1956,36,0.99586969
"Male",1956,37,0.99548624
"Male",1956,38,0.99510471
"Male",1956,39,0.99472786
"Male",1956,40,0.9943441
"Male",1956,41,0.99393029
"Male",1956,42,0.99346027
"Male",1956,43,0.99290398
"Male",1956,44,0.99223818
"Male",1956,45,0.9914441
"Male",1956,46,0.990511
"Male",1956,47,0.98943711
"Male",1956,48,0.98822731
"Male",1956,49,0.98689567
"Male",1956,50,0.98546384
"Male",1956,51,0.9839616
"Male",1956,52,0.98241019
"Male",1956,53,0.98081789
"Male",1956,54,0.97915986
"Male",1956,55,0.97737242
"Male",1956,56,0.97536971
"Male",1956,57,0.97304152
"Male",1956,58,0.97029906
"Male",1956,59,0.96708704
"Male",1956,60,0.96340538
"Male",1956,61,0.95933773
"Male",1956,62,0.95501447
"Male",1956,63,0.95061452
"Male",1956,64,0.94632681
"Male",1956,65,0.94232118
"Male",1956,66,0.9387049
"Male",1956,67,0.93548255
"Male",1956,68,0.93252816
"Male",1956,69,0.92955236
"Male",1956,70,0.9261733
"Male",1956,71,0.92190162
"Male",1956,72,0.91631862
"Male",1956,73,0.90916191
"Male",1956,74,0.90035843
"Male",1956,75,0.89023582
"Male",1956,76,0.87930298
"Male",1956,77,0.8682387
"Male",1956,78,0.85762265
"Male",1956,79,0.84759391
"Male",1956,80,0.83801965
"Male",1956,81,0.82834637
"Male",1956,82,0.81801641
"Male",1956,83,0.80669193
"Male",1956,84,0.79421043
"Male",1956,85,0.78080873
"Male",1956,86,0.76682393
"Male",1956,87,0.75262824
"Male",1956,88,0.73852342
"Male",1956,89,0.72453046
"Male",1956,90,0.710572
"Male",1956,91,0.69644578
"Male",1956,92,0.68198182
"Male",1956,93,0.66721109
"Male",1956,94,0.65226122
"Male",1956,95,0.63738718
"Male",1956,96,0.62282904
"Male",1956,97,0.60843913
"Male",1956,98,0.59426964
"Male",1956,99,0.58036952
"Male",1956,100,0
"Male",1957,0,0.94818332
"Male",1957,1,0.99410101
"Male",1957,2,0.99576451
"Male",1957,3,0.9969284
"Male",1957,4,0.99772451
"Male",1957,5,0.99825702
"Male",1957,6,0.99860383
"Male",1957,7,0.99882009
"Male",1957,8,0.99894792
"Male",1957,9,0.99901378
"Male",1957,10,0.99903801
"Male",1957,11,0.99903496
"Male",1957,12,0.9990144
"Male",1957,13,0.99898405
"Male",1957,14,0.99894632
"Male",1957,15,0.99890147
"Male",1957,16,0.99884724
"Male",1957,17,0.99878048
"Male",1957,18,0.99870163
"Male",1957,19,0.99861378
"Male",1957,20,0.99852538
"Male",1957,21,0.99844869
"Male",1957,22,0.9983925
"Male",1957,23,0.99836193
"Male",1957,24,0.99835122
"Male",1957,25,0.99834752
"Male",1957,26,0.99833562
"Male",1957,27,0.99829906
"Male",1957,28,0.99822732
"Male",1957,29,0.99811332
"Male",1957,30,0.99795478
"Male",1957,31,0.99775504
"Male",1957,32,0.99751902
"Male",1957,33,0.9972544
"Male",1957,34,0.9969683
"Male",1957,35,0.99666582
"Male",1957,36,0.99635015
"Male",1957,37,0.99602082
"Male",1957,38,0.99567524
"Male",1957,39,0.99530791
"Male",1957,40,0.99491061
"Male",1957,41,0.99447146
"Male",1957,42,0.99397614
"Male",1957,43,0.99340807
"Male",1957,44,0.9927484
"Male",1957,45,0.99197728
"Male",1957,46,0.99107463
"Male",1957,47,0.99002534
"Male",1957,48,0.98882195
"Male",1957,49,0.98747787
"Male",1957,50,0.98602429
"Male",1957,51,0.98451518
"Male",1957,52,0.98300898
"Male",1957,53,0.98152521
"Male",1957,54,0.98004863
"Male",1957,55,0.97847808
"Male",1957,56,0.97667345
"Male",1957,57,0.97448865
"Male",1957,58,0.97177511
"Male",1957,59,0.96849351
"Male",1957,60,0.96467225
"Male",1957,61,0.9604801
"Male",1957,62,0.95618702
"Male",1957,63,0.95200992
"Male",1957,64,0.94812755
"Male",1957,65,0.94451211
"Male",1957,66,0.94101181
"Male",1957,67,0.93741033
"Male",1957,68,0.9334468
"Male",1957,69,0.92892229
"Male",1957,70,0.92365962
"Male",1957,71,0.91754715
"Male",1957,72,0.91051442
"Male",1957,73,0.90255334
"Male",1957,74,0.89371865
"Male",1957,75,0.88414335
"Male",1957,76,0.87404044
"Male",1957,77,0.86359499
"Male",1957,78,0.85295969
"Male",1957,79,0.84216006
"Male",1957,80,0.8310897
"Male",1957,81,0.81959129
"Male",1957,82,0.8074628
"Male",1957,83,0.79459641
"Male",1957,84,0.78100364
"Male",1957,85,0.76679075
"Male",1957,86,0.75217476
"Male",1957,87,0.73734428
"Male",1957,88,0.72242547
"Male",1957,89,0.70747129
"Male",1957,90,0.69242777
"Male",1957,91,0.67724481
"Male",1957,92,0.66190042
"Male",1957,93,0.64644213
"Male",1957,94,0.63103776
"Male",1957,95,0.615886
"Male",1957,96,0.6009475
"Male",1957,97,0.58627871
"Male",1957,98,0.5719332
"Male",1957,99,0.55795956
"Male",1957,100,0
"Male",1958,0,0.95216226
"Male",1958,1,0.99482429
"Male",1958,2,0.99622939
"Male",1958,3,0.99722638
"Male",1958,4,0.99791729
"Male",1958,5,0.99838477
"Male",1958,6,0.99869202
"Male",1958,7,0.99888473
"Male",1958,8,0.9989991
"Male",1958,9,0.99905842
"Male",1958,10,0.99908142
"Male",1958,11,0.99908181
"Male",1958,12,0.9990688
"Male",1958,13,0.99904936
"Male",1958,14,0.99902446
"Male",1958,15,0.99899252
"Male",1958,16,0.99894935
"Male",1958,17,0.9988897
"Male",1958,18,0.99881238
"Male",1958,19,0.998719
