Location,Sex,year,age,px,fx
Colombia,Female,1964,83,0.84579082,0
Colombia,Female,1964,84,0.83316227,0
Colombia,Female,1964,85,0.82006406,0
Colombia,Female,1964,86,0.80666904,0
Colombia,Female,1964,87,0.7931068,0
Colombia,Female,1964,88,0.77944962,0
Colombia,Female,1964,89,0.76561845,0
Colombia,Female,1964,90,0.75146639,0
Colombia,Female,1964,91,0.73677072,0
Colombia,Female,1964,92,0.72131666,0
Colombia,Female,1964,93,0.70501237,0
Colombia,Female,1964,94,0.68783066,0
Colombia,Female,1964,95,0.67238152,0
Colombia,Female,1964,96,0.65636944,0
Colombia,Female,1964,97,0.64040469,0
Colombia,Female,1964,98,0.62456004,0
Colombia,Female,1964,99,0.60890611,0
Colombia,Female,1964,100,0,0
Colombia,Female,1965,0,0.92262652,0
Colombia,Female,1965,1,0.98622914,0
Colombia,Female,1965,2,0.99069777,0
Colombia,Female,1965,3,0.99365737,0
Colombia,Female,1965,4,0.99558643,0
Colombia,Female,1965,5,0.99689023,0
Colombia,Female,1965,6,0.99773524,0
Colombia,Female,1965,7,0.99822913,0
Colombia,Female,1965,8,0.99847962,0
Colombia,Female,1965,9,0.99859439,0
Colombia,Female,1965,10,0.99868255,0
Colombia,Female,1965,11,0.99870489,0
Colombia,Female,1965,12,0.99867556,0
Colombia,Female,1965,13,0.99860355,0
Colombia,Female,1965,14,0.99849728,0
Colombia,Female,1965,15,0.99836641,0.032041
Colombia,Female,1965,16,0.99822322,0.060783000000000004
Colombia,Female,1965,17,0.9980827,0.100809
Colombia,Female,1965,18,0.99795614,0.15016300000000002
Colombia,Female,1965,19,0.99785229,0.199525
Colombia,Female,1965,20,0.99777017,0.245482
Colombia,Female,1965,21,0.99770427,0.28236500000000003
Colombia,Female,1965,22,0.9976465,0.308739
Colombia,Female,1965,23,0.99758817,0.323972
Colombia,Female,1965,24,0.99752426,0.328383
Colombia,Female,1965,25,0.99745125,0.324127
Colombia,Female,1965,26,0.99736849,0.312711
Colombia,Female,1965,27,0.9972763,0.30002300000000004
Colombia,Female,1965,28,0.99717517,0.287426
Colombia,Female,1965,29,0.99706569,0.275168
Colombia,Female,1965,30,0.99694815,0.263007
Colombia,Female,1965,31,0.99682266,0.253411
Colombia,Female,1965,32,0.99668879,0.246062
Colombia,Female,1965,33,0.99654567,0.24099
Colombia,Female,1965,34,0.99639164,0.23710599999999998
Colombia,Female,1965,35,0.99622449,0.23097399999999998
Colombia,Female,1965,36,0.99604211,0.218925
Colombia,Female,1965,37,0.99584251,0.20349899999999999
Colombia,Female,1965,38,0.99562578,0.184876
Colombia,Female,1965,39,0.99539367,0.162722
Colombia,Female,1965,40,0.99515049,0.135773
Colombia,Female,1965,41,0.99490209,0.110668
Colombia,Female,1965,42,0.99465133,0.08634099999999999
Colombia,Female,1965,43,0.99439824,0.064813
Colombia,Female,1965,44,0.99413521,0.046702
Colombia,Female,1965,45,0.99384878,0.033586
Colombia,Female,1965,46,0.99352304,0.023343
Colombia,Female,1965,47,0.99313985,0.016116
Colombia,Female,1965,48,0.99268965,0.011239
Colombia,Female,1965,49,0.99217049,0.006889999999999999
Colombia,Female,1965,50,0.99159219,0
Colombia,Female,1965,51,0.99097641,0
Colombia,Female,1965,52,0.99034031,0
Colombia,Female,1965,53,0.98969507,0
Colombia,Female,1965,54,0.9890298,0
Colombia,Female,1965,55,0.98830966,0
Colombia,Female,1965,56,0.9874876,0
Colombia,Female,1965,57,0.98650318,0
Colombia,Female,1965,58,0.98531029,0
Colombia,Female,1965,59,0.98388184,0
Colombia,Female,1965,60,0.9822176,0
Colombia,Female,1965,61,0.98035702,0
Colombia,Female,1965,62,0.97834331,0
Colombia,Female,1965,63,0.97621593,0
Colombia,Female,1965,64,0.97397796,0
Colombia,Female,1965,65,0.97157147,0
Colombia,Female,1965,66,0.9689048,0
Colombia,Female,1965,67,0.9658457,0
Colombia,Female,1965,68,0.96227348,0
Colombia,Female,1965,69,0.9581077,0
Colombia,Female,1965,70,0.95331244,0
Colombia,Female,1965,71,0.94793773,0
Colombia,Female,1965,72,0.94206226,0
Colombia,Female,1965,73,0.93577756,0
Colombia,Female,1965,74,0.92915667,0
Colombia,Female,1965,75,0.92220084,0
Colombia,Female,1965,76,0.91487531,0
Colombia,Female,1965,77,0.9070903,0
Colombia,Female,1965,78,0.89874468,0
Colombia,Female,1965,79,0.88974949,0
Colombia,Female,1965,80,0.88002628,0
Colombia,Female,1965,81,0.86953376,0
Colombia,Female,1965,82,0.85826017,0
Colombia,Female,1965,83,0.84625034,0
Colombia,Female,1965,84,0.83359662,0
Colombia,Female,1965,85,0.8204602,0
Colombia,Female,1965,86,0.80701673,0
Colombia,Female,1965,87,0.7934005,0
Colombia,Female,1965,88,0.77968891,0
Colombia,Female,1965,89,0.76580671,0
Colombia,Female,1965,90,0.75161007,0
Colombia,Female,1965,91,0.73687711,0
Colombia,Female,1965,92,0.72139232,0
Colombia,Female,1965,93,0.70506042,0
Colombia,Female,1965,94,0.68784913,0
Colombia,Female,1965,95,0.67231317,0
Colombia,Female,1965,96,0.65624648,0
Colombia,Female,1965,97,0.64022751,0
Colombia,Female,1965,98,0.62432936000000006,0
Colombia,Female,1965,99,0.60862322,0
Colombia,Female,1965,100,0,0
Colombia,Female,1966,0,0.92483784,0
Colombia,Female,1966,1,0.98691162,0
Colombia,Female,1966,2,0.99114377,0
Colombia,Female,1966,3,0.99395184,0
Colombia,Female,1966,4,0.99578526,0
Colombia,Female,1966,5,0.99702586,0
Colombia,Female,1966,6,0.99783094,0
Colombia,Female,1966,7,0.99830245,0
Colombia,Female,1966,8,0.99854231,0
Colombia,Female,1966,9,0.99865247,0
Colombia,Female,1966,10,0.99873622,0
Colombia,Female,1966,11,0.99875674,0
Colombia,Female,1966,12,0.99872746,0
Colombia,Female,1966,13,0.9986569,0
Colombia,Female,1966,14,0.99855311,0
Colombia,Female,1966,15,0.99842543,0.030895
Colombia,Female,1966,16,0.99828588,0.058675
Colombia,Female,1966,17,0.99814921,0.097652
Colombia,Female,1966,18,0.9980265,0.145955
Colombia,Female,1966,19,0.99792633,0.194432
Colombia,Female,1966,20,0.99784755,0.23966800000000002
Colombia,Female,1966,21,0.99778456,0.27579899999999996
Colombia,Female,1966,22,0.99772924,0.30138400000000004
Colombia,Female,1966,23,0.99767297,0.31595999999999996
Colombia,Female,1966,24,0.99761086,0.319894
Colombia,Female,1966,25,0.99753956,0.315396
Colombia,Female,1966,26,0.99745854,0.30398000000000003
Colombia,Female,1966,27,0.99736826,0.291416
Colombia,Female,1966,28,0.99726929,0.279038
Colombia,Female,1966,29,0.99716221,0.267073
Colombia,Female,1966,30,0.99704717,0.25528
Colombia,Female,1966,31,0.99692413,0.24599000000000001
Colombia,Female,1966,32,0.9967925,0.238887
Colombia,Female,1966,33,0.99665132,0.233974
Colombia,Female,1966,34,0.99649899,0.230198
Colombia,Female,1966,35,0.99633345,0.224245
Colombia,Female,1966,36,0.99615277,0.212575
Colombia,Female,1966,37,0.9959552,0.197623
Colombia,Female,1966,38,0.99574086,0.179562
Colombia,Female,1966,39,0.99551139,0.158086
Colombia,Female,1966,40,0.99527066,0.131979
Colombia,Female,1966,41,0.99502394,0.107631
Colombia,Female,1966,42,0.99477369,0.08401900000000001
Colombia,Female,1966,43,0.99451981,0.063115
Colombia,Female,1966,44,0.9942551,0.045521
Colombia,Female,1966,45,0.99396681,0.032775
Colombia,Female,1966,46,0.9936398,0.022803999999999998
Colombia,Female,1966,47,0.99325687,0.015766
Colombia,Female,1966,48,0.99280884,0.011012000000000001
Colombia,Female,1966,49,0.99229384,0.006766
Colombia,Female,1966,50,0.99172118,0
Colombia,Female,1966,51,0.99111155,0
Colombia,Female,1966,52,0.99048122,0
Colombia,Female,1966,53,0.98984068,0
Colombia,Female,1966,54,0.98917915,0
Colombia,Female,1966,55,0.9884627,0
Colombia,Female,1966,56,0.98764554,0
Colombia,Female,1966,57,0.98666882,0
Colombia,Female,1966,58,0.98548738,0
Colombia,Female,1966,59,0.98407441,0
Colombia,Female,1966,60,0.98242905,0
Colombia,Female,1966,61,0.98058879,0
Colombia,Female,1966,62,0.97859469,0
Colombia,Female,1966,63,0.97648417,0
Colombia,Female,1966,64,0.97425952,0
Colombia,Female,1966,65,0.97186404,0
Colombia,Female,1966,66,0.96920821,0
Colombia,Female,1966,67,0.96616283,0
Colombia,Female,1966,68,0.9626096,0
Colombia,Female,1966,69,0.95846871,0
Colombia,Female,1966,70,0.95370314,0
Colombia,Female,1966,71,0.94835898,0
Colombia,Female,1966,72,0.94251044,0
Colombia,Female,1966,73,0.93624487,0
Colombia,Female,1966,74,0.92963307,0
Colombia,Female,1966,75,0.92267804,0
Colombia,Female,1966,76,0.91534846,0
Colombia,Female,1966,77,0.90755954,0
Colombia,Female,1966,78,0.89921422,0
Colombia,Female,1966,79,0.89022436,0
Colombia,Female,1966,80,0.88051041,0
Colombia,Female,1966,81,0.87002641,0
Colombia,Female,1966,82,0.85875524,0
Colombia,Female,1966,83,0.84673758,0
Colombia,Female,1966,84,0.83406279,0
Colombia,Female,1966,85,0.82089244,0
Colombia,Female,1966,86,0.80740436,0
Colombia,Female,1966,87,0.79373711,0
Colombia,Female,1966,88,0.77997323,0
Colombia,Female,1966,89,0.76604194,0
Colombia,Female,1966,90,0.75180308,0
Colombia,Female,1966,91,0.73703619,0
Colombia,Female,1966,92,0.72152539,0
Colombia,Female,1966,93,0.7051712,0
Colombia,Female,1966,94,0.68793527,0
Colombia,Female,1966,95,0.67229331,0
Colombia,Female,1966,96,0.65618428,0
Colombia,Female,1966,97,0.64012408,0
Colombia,Female,1966,98,0.6241869,0
Colombia,Female,1966,99,0.60844466,0
Colombia,Female,1966,100,0,0
Colombia,Female,1967,0,0.92703207,0
Colombia,Female,1967,1,0.98755337,0
Colombia,Female,1967,2,0.99156914,0
Colombia,Female,1967,3,0.99423499,0
Colombia,Female,1967,4,0.99597704,0
Colombia,Female,1967,5,0.99715665,0
Colombia,Female,1967,6,0.99792272,0
Colombia,Female,1967,7,0.99837185,0
Colombia,Female,1967,8,0.99860072,0
Colombia,Female,1967,9,0.99870594,0
Colombia,Female,1967,10,0.99878534,0
Colombia,Female,1967,11,0.99880413,0
Colombia,Female,1967,12,0.99877495,0
Colombia,Female,1967,13,0.99870589,0
Colombia,Female,1967,14,0.99860472,0
Colombia,Female,1967,15,0.99848045,0.031224000000000002
Colombia,Female,1967,16,0.99834479,0.058967
Colombia,Female,1967,17,0.99821219,0.09733
Colombia,Female,1967,18,0.99809349,0.144376
Colombia,Female,1967,19,0.99799705,0.191084
Colombia,Female,1967,20,0.9979216,0.23418899999999998
Colombia,Female,1967,21,0.99786147,0.268364
Colombia,Female,1967,22,0.99780857,0.29233
Colombia,Female,1967,23,0.9977544,0.305791
Colombia,Female,1967,24,0.99769418,0.309135
Colombia,Female,1967,25,0.99762472,0.304478
Colombia,Female,1967,26,0.99754561,0.293255
Colombia,Female,1967,27,0.99745744,0.280961
Colombia,Female,1967,28,0.9973608,0.268868
Colombia,Female,1967,29,0.99725624,0.2572
Colombia,Female,1967,30,0.99714385,0.245727
Colombia,Female,1967,31,0.9970234,0.23669300000000001
Colombia,Female,1967,32,0.9968942,0.22978700000000002
Colombia,Female,1967,33,0.99675524,0.224982
Colombia,Female,1967,34,0.99660493000000006,0.221271
Colombia,Female,1967,35,0.99644137,0.215507
Colombia,Female,1967,36,0.99626281,0.204298
Colombia,Female,1967,37,0.99606768,0.189944
Colombia,Female,1967,38,0.99585612,0.172604
Colombia,Female,1967,39,0.99562966,0.15199100000000001
Colombia,Female,1967,40,0.99539177,0.126932
Colombia,Female,1967,41,0.99514717,0.103562
Colombia,Female,1967,42,0.99489801,0.08089199999999999
Colombia,Female,1967,43,0.99464402,0.060826
Colombia,Female,1967,44,0.99437837,0.04394
Colombia,Female,1967,45,0.99408899,0.031724
Colombia,Female,1967,46,0.99376155,0.02215
Colombia,Female,1967,47,0.99337976,0.01537
Colombia,Female,1967,48,0.99293487,0.010757999999999998
Colombia,Female,1967,49,0.99242507,0.006615
Colombia,Female,1967,50,0.99185922,0
Colombia,Female,1967,51,0.99125695,0
Colombia,Female,1967,52,0.99063366,0
Colombia,Female,1967,53,0.98999913,0
Colombia,Female,1967,54,0.98934269,0
Colombia,Female,1967,55,0.98863143,0
Colombia,Female,1967,56,0.98782087,0
Colombia,Female,1967,57,0.98685391,0
Colombia,Female,1967,58,0.98568646,0
Colombia,Female,1967,59,0.98429206,0
Colombia,Female,1967,60,0.98266927,0
Colombia,Female,1967,61,0.98085351,0
Colombia,Female,1967,62,0.97888362,0
Colombia,Female,1967,63,0.97679488,0
Colombia,Female,1967,64,0.97458875,0
Colombia,Female,1967,65,0.97220986,0
Colombia,Female,1967,66,0.96957101,0
Colombia,Female,1967,67,0.96654638,0
Colombia,Female,1967,68,0.96302001,0
Colombia,Female,1967,69,0.95891289,0
Colombia,Female,1967,70,0.9541874,0
Colombia,Female,1967,71,0.94888603,0
Colombia,Female,1967,72,0.94307874,0
Colombia,Female,1967,73,0.9368491,0
Colombia,Female,1967,74,0.93026525,0
Colombia,Female,1967,75,0.92333093,0
Colombia,Female,1967,76,0.91601733,0
Colombia,Female,1967,77,0.90824395,0
Colombia,Female,1967,78,0.89991775,0
Colombia,Female,1967,79,0.89095225,0
Colombia,Female,1967,80,0.88126735,0
Colombia,Female,1967,81,0.87081299,0
Colombia,Female,1967,82,0.85956707,0
Colombia,Female,1967,83,0.84756536,0
Colombia,Female,1967,84,0.83489327,0
Colombia,Female,1967,85,0.82171195,0
Colombia,Female,1967,86,0.80820071,0
Colombia,Female,1967,87,0.79450221,0
Colombia,Female,1967,88,0.78070409,0
Colombia,Female,1967,89,0.76674145,0
Colombia,Female,1967,90,0.75248003,0
Colombia,Female,1967,91,0.73770298,0
Colombia,Female,1967,92,0.72219522,0
Colombia,Female,1967,93,0.70585119,0
Colombia,Female,1967,94,0.68862236,0
Colombia,Female,1967,95,0.67304047,0
Colombia,Female,1967,96,0.65690273,0
Colombia,Female,1967,97,0.64080955,0
Colombia,Female,1967,98,0.62483503,0
Colombia,Female,1967,99,0.60905146,0
Colombia,Female,1967,100,0,0
Colombia,Female,1968,0,0.92926663,0
Colombia,Female,1968,1,0.98819836,0
Colombia,Female,1968,2,0.9919949,0
Colombia,Female,1968,3,0.99451971,0
Colombia,Female,1968,4,0.996172,0
Colombia,Female,1968,5,0.99729169,0
Colombia,Female,1968,6,0.99801937,0
Colombia,Female,1968,7,0.99844647,0
Colombia,Female,1968,8,0.99866438,0
Colombia,Female,1968,9,0.99876451,0
Colombia,Female,1968,10,0.99883948,0
Colombia,Female,1968,11,0.99885631,0
Colombia,Female,1968,12,0.99882703,0
Colombia,Female,1968,13,0.99875923,0
Colombia,Female,1968,14,0.9986603,0
Colombia,Female,1968,15,0.99853896,0.030986999999999997
Colombia,Female,1968,16,0.99840667,0.058276
Colombia,Female,1968,17,0.99827765,0.095593
Colombia,Female,1968,18,0.99816254,0.14098
Colombia,Female,1968,19,0.9980695,0.18566
Colombia,Female,1968,20,0.99799713,0.22653
Colombia,Female,1968,21,0.9979397,0.258732
Colombia,Female,1968,22,0.99788913,0.281128
Colombia,Female,1968,23,0.99783697,0.293591
Colombia,Female,1968,24,0.99777856,0.296531
Colombia,Female,1968,25,0.99771083,0.291993
Colombia,Female,1968,26,0.99763352,0.28134
Colombia,Female,1968,27,0.99754734,0.26972399999999996
Colombia,Female,1968,28,0.99745294,0.25833100000000003
Colombia,Female,1968,29,0.99735087,0.247333
Colombia,Female,1968,30,0.99724109,0.23649799999999999
Colombia,Female,1968,31,0.99712321,0.227907
Colombia,Female,1968,32,0.99699642,0.22126300000000002
Colombia,Female,1968,33,0.99685958,0.21654400000000001
Colombia,Female,1968,34,0.99671118,0.212801
Colombia,Female,1968,35,0.99654945,0.20709200000000003
Colombia,Female,1968,36,0.99637282,0.196221
Colombia,Female,1968,37,0.99617996,0.182362
Colombia,Female,1968,38,0.99597101,0.16566999999999998
Colombia,Female,1968,39,0.99574736,0.145883
Colombia,Female,1968,40,0.99551214,0.121889
Colombia,Female,1968,41,0.99526956,0.09948900000000001
Colombia,Female,1968,42,0.99502142,0.077752
Colombia,Female,1968,43,0.99476732,0.058517
Colombia,Female,1968,44,0.99450071,0.042341000000000004
Colombia,Female,1968,45,0.99421018,0.030635000000000003
Colombia,Female,1968,46,0.99388221,0.021454
Colombia,Female,1968,47,0.99350138,0.014932
Colombia,Female,1968,48,0.99305941,0.010469
Colombia,Female,1968,49,0.99255458,0.006442
Colombia,Female,1968,50,0.99199527,0
Colombia,Female,1968,51,0.99140005,0
Colombia,Female,1968,52,0.99078344,0
Colombia,Female,1968,53,0.9901545,0
Colombia,Female,1968,54,0.98950269,0
Colombia,Female,1968,55,0.98879607,0
Colombia,Female,1968,56,0.9879915,0
Colombia,Female,1968,57,0.98703357,0
Colombia,Female,1968,58,0.98587933,0
Colombia,Female,1968,59,0.9845027,0
Colombia,Female,1968,60,0.98290157,0
Colombia,Female,1968,61,0.98110929,0
Colombia,Female,1968,62,0.97916243,0
Colombia,Female,1968,63,0.97709418,0
Colombia,Female,1968,64,0.97490522,0
Colombia,Female,1968,65,0.97254148,0
Colombia,Female,1968,66,0.96991804,0
Colombia,Female,1968,67,0.96691241000000006,0
Colombia,Female,1968,68,0.96341143,0
Colombia,Female,1968,69,0.95933694,0
Colombia,Female,1968,70,0.95465012,0
Colombia,Female,1968,71,0.9493893,0
Colombia,Female,1968,72,0.94361958,0
Colombia,Female,1968,73,0.93741989,0
Colombia,Female,1968,74,0.93085591,0
Colombia,Female,1968,75,0.92393326,0
Colombia,Female,1968,76,0.91662674,0
Colombia,Female,1968,77,0.90886116,0
Colombia,Female,1968,78,0.90054778,0
Colombia,Female,1968,79,0.89160096,0
Colombia,Female,1968,80,0.88193971,0
Colombia,Female,1968,81,0.87150944,0
Colombia,Female,1968,82,0.86028267,0
Colombia,Female,1968,83,0.84829086,0
Colombia,Female,1968,84,0.83561603,0
Colombia,Female,1968,85,0.82241872,0
Colombia,Female,1968,86,0.80887954,0
Colombia,Female,1968,87,0.79514507,0
Colombia,Female,1968,88,0.78130858,0
Colombia,Female,1968,89,0.76731123,0
Colombia,Female,1968,90,0.75302402,0
Colombia,Female,1968,91,0.73823299,0
Colombia,Female,1968,92,0.72272326,0
Colombia,Female,1968,93,0.70638291,0
Colombia,Female,1968,94,0.6891539,0
Colombia,Female,1968,95,0.67341775,0
Colombia,Female,1968,96,0.65722671,0
Colombia,Female,1968,97,0.64108011,0
Colombia,Female,1968,98,0.62505339,0
Colombia,Female,1968,99,0.60921974,0
Colombia,Female,1968,100,0,0
Colombia,Female,1969,0,0.93153325,0
Colombia,Female,1969,1,0.98889541,0
Colombia,Female,1969,2,0.99240983,0
Colombia,Female,1969,3,0.99476671,0
Colombia,Female,1969,4,0.99632345,0
Colombia,Female,1969,5,0.99738639,0
Colombia,Female,1969,6,0.99808373,0
Colombia,Female,1969,7,0.99849966,0
Colombia,Female,1969,8,0.99871831,0
Colombia,Female,1969,9,0.99882386,0
Colombia,Female,1969,10,0.99890154,0
Colombia,Female,1969,11,0.99892189,0
Colombia,Female,1969,12,0.99889601,0
Colombia,Female,1969,13,0.9988305,0
Colombia,Female,1969,14,0.99873227,0
Colombia,Female,1969,15,0.99860983,0.030851
Colombia,Female,1969,16,0.99847543,0.057752000000000005
Colombia,Female,1969,17,0.99834489,0.094167
Colombia,Female,1969,18,0.99823017,0.13811
Colombia,Female,1969,19,0.99814029,0.180954
Colombia,Female,1969,20,0.99807298,0.219715
Colombia,Female,1969,21,0.99802089,0.24989599999999998
Colombia,Female,1969,22,0.99797462,0.27051400000000003
Colombia,Female,1969,23,0.99792472,0.281742
Colombia,Female,1969,24,0.99786717,0.284049
Colombia,Female,1969,25,0.99780014,0.27944
Colombia,Female,1969,26,0.99772516,0.269208
Colombia,Female,1969,27,0.99764483,0.25814600000000004
Colombia,Female,1969,28,0.99755976,0.247346
Colombia,Female,1969,29,0.99746946,0.236927
Colombia,Female,1969,30,0.99737068,0.226654
Colombia,Female,1969,31,0.9972589,0.21840700000000002
Colombia,Female,1969,32,0.99713024,0.21190299999999998
Colombia,Female,1969,33,0.99698105,0.207133
Colombia,Female,1969,34,0.99681086,0.203225
Colombia,Female,1969,35,0.99662145,0.197473
Colombia,Female,1969,36,0.99641735,0.186901
Colombia,Female,1969,37,0.99620533,0.173539
Colombia,Female,1969,38,0.99599014,0.15753299999999998
Colombia,Female,1969,39,0.99577489,0.13866
Colombia,Female,1969,40,0.99555837,0.115866
Colombia,Female,1969,41,0.99533648,0.094597
Colombia,Female,1969,42,0.99510358,0.073973
Colombia,Female,1969,43,0.99485262,0.05575
Colombia,Female,1969,44,0.99457608,0.040451
Colombia,Female,1969,45,0.99426575,0.029413
Colombia,Female,1969,46,0.99391451,0.020716000000000002
Colombia,Female,1969,47,0.9935162,0.014507999999999998
Colombia,Female,1969,48,0.99306873,0.010218
Colombia,Female,1969,49,0.99257383,0.006308
Colombia,Female,1969,50,0.99203799,0
Colombia,Female,1969,51,0.9914725,0
Colombia,Female,1969,52,0.99088418,0
Colombia,Female,1969,53,0.9902744,0
Colombia,Female,1969,54,0.98962963,0
Colombia,Female,1969,55,0.98892005,0
Colombia,Female,1969,56,0.98810781,0
Colombia,Female,1969,57,0.98714619,0
Colombia,Female,1969,58,0.98599939,0
Colombia,Female,1969,59,0.98464666,0
Colombia,Female,1969,60,0.98308811,0
Colombia,Female,1969,61,0.98135433,0
Colombia,Female,1969,62,0.97947771,0
Colombia,Female,1969,63,0.97748612,0
Colombia,Female,1969,64,0.97537720000000006,0
Colombia,Female,1969,65,0.97309859,0
Colombia,Female,1969,66,0.97056995,0
Colombia,Female,1969,67,0.96767721,0
Colombia,Female,1969,68,0.96431506,0
Colombia,Female,1969,69,0.96041041,0
Colombia,Female,1969,70,0.95592598,0
Colombia,Female,1969,71,0.95089444,0
Colombia,Female,1969,72,0.94537216,0
Colombia,Female,1969,73,0.93942771,0
Colombia,Female,1969,74,0.93311744,0
Colombia,Female,1969,75,0.92644357,0
Colombia,Female,1969,76,0.91938085,0
Colombia,Female,1969,77,0.91185929,0
Colombia,Female,1969,78,0.90379723,0
Colombia,Female,1969,79,0.89511657,0
Colombia,Female,1969,80,0.88574383,0
Colombia,Female,1969,81,0.87562965,0
Colombia,Female,1969,82,0.86474811,0
Colombia,Female,1969,83,0.85312341,0
Colombia,Female,1969,84,0.84082282,0
Colombia,Female,1969,85,0.82798014,0
Colombia,Female,1969,86,0.81474718,0
Colombia,Female,1969,87,0.80124853,0
Colombia,Female,1969,88,0.78756511,0
Colombia,Female,1969,89,0.77365009,0
Colombia,Female,1969,90,0.75939762,0
Colombia,Female,1969,91,0.74462956,0
Colombia,Female,1969,92,0.72916769,0
Colombia,Female,1969,93,0.71292385,0
Colombia,Female,1969,94,0.69585802,0
Colombia,Female,1969,95,0.68004309,0
Colombia,Female,1969,96,0.66379644,0
Colombia,Female,1969,97,0.64756341,0
Colombia,Female,1969,98,0.63142077,0
Colombia,Female,1969,99,0.6154436,0
Colombia,Female,1969,100,0,0
Colombia,Female,1970,0,0.93367977,0
Colombia,Female,1970,1,0.98946857,0
Colombia,Female,1970,2,0.99277885,0
Colombia,Female,1970,3,0.99499098,0
Colombia,Female,1970,4,0.99646053,0
Colombia,Female,1970,5,0.99747151,0
Colombia,Female,1970,6,0.99814118,0
Colombia,Female,1970,7,0.99854746,0
Colombia,Female,1970,8,0.99876803,0
Colombia,Female,1970,9,0.99888003,0
Colombia,Female,1970,10,0.99896161000000006,0
Colombia,Female,1970,11,0.99898655,0
Colombia,Female,1970,12,0.99896495,0
Colombia,Female,1970,13,0.9989026,0
Colombia,Female,1970,14,0.9988061,0
Colombia,Female,1970,15,0.99868353,0.030727
Colombia,Female,1970,16,0.99854767,0.057276
Colombia,Female,1970,17,0.99841561,0.092893
Colombia,Female,1970,18,0.99830042,0.135555
Colombia,Female,1970,19,0.99821193,0.176726
Colombia,Female,1970,20,0.99814697,0.213511
Colombia,Female,1970,21,0.9980967,0.241721
Colombia,Female,1970,22,0.99805054,0.260523
Colombia,Female,1970,23,0.99799838,0.27044999999999997
Colombia,Female,1970,24,0.99793725,0.27205
Colombia,Female,1970,25,0.99786709,0.267294
Colombia,Female,1970,26,0.99779186,0.257413
Colombia,Female,1970,27,0.9977166,0.246838
Colombia,Female,1970,28,0.99764193,0.23657
Colombia,Female,1970,29,0.99756589,0.226666
Colombia,Female,1970,30,0.99748087,0.216888
Colombia,Female,1970,31,0.99737682,0.208904
Colombia,Female,1970,32,0.99724573,0.20244900000000002
Colombia,Female,1970,33,0.99708042,0.197536
Colombia,Female,1970,34,0.99688155,0.193373
Colombia,Female,1970,35,0.99665529,0.187499
Colombia,Female,1970,36,0.99641431,0.177172
Colombia,Female,1970,37,0.99617651,0.164271
Colombia,Female,1970,38,0.9959532,0.148935
Colombia,Female,1970,39,0.99574993,0.130979
Colombia,Female,1970,40,0.99555965,0.10941100000000001
Colombia,Female,1970,41,0.99536699,0.089318
Colombia,Female,1970,42,0.99515645,0.069865
Colombia,Female,1970,43,0.99491219,0.052716
Colombia,Female,1970,44,0.99462514,0.038357
Colombia,Female,1970,45,0.99429078,0.028042
Colombia,Female,1970,46,0.99390984,0.019874
Colombia,Female,1970,47,0.99348791,0.014013
Colombia,Female,1970,48,0.99303113,0.009918
Colombia,Female,1970,49,0.99254617,0.006144
Colombia,Female,1970,50,0.99203772,0
Colombia,Female,1970,51,0.99150859,0
Colombia,Female,1970,52,0.99095642,0
Colombia,Female,1970,53,0.99037314,0
Colombia,Female,1970,54,0.98974104,0
Colombia,Female,1970,55,0.98903183,0
Colombia,Female,1970,56,0.98821281,0
Colombia,Female,1970,57,0.98724638,0
Colombia,Female,1970,58,0.98610467,0
Colombia,Female,1970,59,0.98477347,0
Colombia,Female,1970,60,0.98325678,0
Colombia,Female,1970,61,0.98158465,0
Colombia,Female,1970,62,0.97978735,0
Colombia,Female,1970,63,0.97788871,0
Colombia,Female,1970,64,0.9758834,0
Colombia,Female,1970,65,0.9737193,0
Colombia,Female,1970,66,0.97131845000000006,0
Colombia,Female,1970,67,0.96857221,0
Colombia,Female,1970,68,0.96537991,0
Colombia,Female,1970,69,0.96167162,0
Colombia,Female,1970,70,0.95741135,0
Colombia,Female,1970,71,0.95262758,0
Colombia,Female,1970,72,0.94737009,0
Colombia,Female,1970,73,0.94169908,0
Colombia,Female,1970,74,0.93566288,0
Colombia,Female,1970,75,0.92926126,0
Colombia,Female,1970,76,0.92246976,0
Colombia,Female,1970,77,0.91522399,0
Colombia,Female,1970,78,0.90744898,0
Colombia,Female,1970,79,0.89907523,0
Colombia,Female,1970,80,0.89003944,0
Colombia,Female,1970,81,0.88030006,0
Colombia,Female,1970,82,0.86983432,0
Colombia,Female,1970,83,0.85865666,0
Colombia,Female,1970,84,0.84681449,0
Colombia,Female,1970,85,0.83440739,0
Colombia,Female,1970,86,0.82154979,0
Colombia,Female,1970,87,0.80833704,0
Colombia,Female,1970,88,0.79483151,0
Colombia,Female,1970,89,0.78099992,0
Colombia,Female,1970,90,0.76676633,0
Colombia,Female,1970,91,0.75200005,0
Colombia,Female,1970,92,0.73657188,0
Colombia,Female,1970,93,0.72042355,0
Colombia,Female,1970,94,0.70353813,0
Colombia,Female,1970,95,0.68763374,0
Colombia,Female,1970,96,0.67129846,0
Colombia,Female,1970,97,0.6549406,0
Colombia,Female,1970,98,0.63863817,0
Colombia,Female,1970,99,0.62246732,0
Colombia,Female,1970,100,0,0
Colombia,Female,1971,0,0.9362069,0
Colombia,Female,1971,1,0.9902055,0
Colombia,Female,1971,2,0.99321539,0
