"1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025","2026","2027","2028","2029","2030","2031","2032","2033","2034","2035","2036","2037","2038","2039","2040","2041","2042","2043","2044","2045","2046","2047","2048","2049","2050","2051","2052","2053","2054","2055","2056","2057","2058","2059","2060","2061","2062","2063","2064","2065","2066","2067","2068","2069","2070","2071","2072","2073","2074","2075","2076","2077","2078","2079","2080","2081","2082","2083","2084","2085","2086","2087","2088","2089","2090","2091","2092","2093","2094","2095","2096","2097","2098","2099","2100"
32.169,32.439,32.959,32.809,32,31.243,30.745,30.557,30.694,31.344,32.404,33.627,35.072,36.627,38.334,40.188,42.207,44.459,47.205,49.648,51.222,52.892,54.833,56.682,58.514,60.349,61.937,63.482,64.947,66.271,67.743,69.3,70.656,71.997,73.627,75.319,77.109,78.832,80.406,82.109,84.238,86.778,89.594,92.61,95.804,99.073,102.174,105.622,109.35,113.04,116.814,120.456,123.778,127.256,130.126,132.274,135.511,140.25,145.815,150.732,154.398,157.47,160.732,164.549,168.476,171.707,174.166,176.232,178.044,179.493,181.299,183.611,184.917,185.549,186.365,186.375,185.993,186.339,186.383,186.597,187.855,189.611,191.665,192.882,194.04,196.077,198.073,197.849,195.012,190.049,184.014,179.969,178.57,178.826,179.735,180.513,180.834,180.887,180.841,181.031,181.389,181.675,181.822,181.957,181.906,181.646,181.248,180.557,179.659,178.536,177.095,175.578,174.116,172.692,171.384,170.161,168.996,167.864,166.9,166.053,165.101,164.208,163.395,162.548,161.649,160.724,159.833,158.937,157.929,156.964,156.164,155.356,154.465,153.617,152.841,151.939,150.917,149.857,148.733,147.567,146.405,145.275,144.212,143.262,142.252,141.224,140.264,139.306,138.357,137.345,136.362
31.865,31.87,32.136,32.627,32.469,31.674,30.927,30.433,30.225,30.389,31.104,32.191,33.421,34.858,36.403,38.104,39.926,41.901,44.106,46.775,49.141,50.605,52.181,54.066,55.97,57.847,59.502,61.078,62.748,64.219,65.568,67.042,68.469,69.838,71.374,73.073,74.725,76.471,78.204,79.784,81.507,83.558,86.063,88.906,91.824,94.892,98.063,101.133,104.627,108.317,111.746,115.395,119.134,122.507,126.065,128.983,131.188,134.524,139.259,144.798,149.784,153.551,156.661,159.896,163.632,167.429,170.75,173.262,175.075,176.74,178.522,180.602,183.066,184.589,185.256,186.107,186.122,185.743,186.089,186.138,186.355,187.614,189.374,191.43,192.652,193.813,195.845,197.839,197.62,194.785,189.824,183.796,179.756,178.363,178.623,179.532,180.31,180.625,180.677,180.64,180.83,181.19,181.483,181.633,181.762,181.708,181.45,181.057,180.369,179.469,178.344,176.9,175.386,173.932,172.512,171.2,169.979,168.822,167.696,166.734,165.881,164.932,164.047,163.232,162.381,161.488,160.575,159.694,158.795,157.782,156.818,156.019,155.208,154.32,153.475,152.702,151.799,150.776,149.721,148.603,147.439,146.272,145.138,144.076,143.127,142.121,141.096,140.138,139.184,138.238,137.224
30.976,31.567,31.57,31.806,32.281,32.131,31.344,30.602,30.09,29.911,30.145,30.89,31.983,33.204,34.629,36.169,37.839,39.619,41.547,43.675,46.261,48.505,49.87,51.392,53.306,55.227,56.914,58.554,60.251,61.926,63.428,64.781,66.147,67.617,69.188,70.796,72.451,74.056,75.816,77.556,79.156,80.8,82.816,85.35,88.093,90.882,93.847,96.985,100.105,103.561,106.978,110.275,114.025,117.816,121.273,124.88,127.857,130.166,133.501,138.211,143.82,148.91,152.716,155.8,158.952,162.554,166.446,169.822,172.065,173.725,175.735,177.799,180.043,182.738,184.293,184.994,185.849,185.867,185.488,185.839,185.891,186.11,187.374,189.136,191.195,192.421,193.577,195.605,197.603,197.383,194.549,189.596,183.575,179.542,178.154,178.414,179.322,180.093,180.407,180.469,180.431,180.624,180.991,181.287,181.433,181.556,181.504,181.251,180.862,180.171,179.267,178.14,176.698,175.193,173.744,172.32,171.01,169.796,168.645,167.522,166.554,165.704,164.762,163.875,163.057,162.212,161.331,160.429,159.545,158.64,157.629,156.667,155.864,155.054,154.169,153.327,152.554,151.651,150.633,149.584,148.467,147.298,146.127,144.994,143.934,142.988,141.986,140.963,140.008,139.056,138.108
29.375,30.683,31.265,31.239,31.46,31.936,31.788,31.007,30.248,29.77,29.665,29.931,30.683,31.767,32.974,34.392,35.901,37.53,39.264,41.115,43.163,45.623,47.763,49.072,50.596,52.498,54.222,55.891,57.65,59.35,61.06,62.569,63.838,65.278,66.953,68.594,70.156,71.765,73.384,75.15,76.912,78.431,80.04,82.088,84.522,87.138,89.823,92.755,95.945,99.025,102.204,105.487,108.888,112.689,116.564,120.072,123.739,126.821,129.13,132.44,137.221,142.936,148.064,151.844,154.845,157.863,161.564,165.51,168.609,170.697,172.707,175.002,177.236,179.719,182.44,184.024,184.727,185.585,185.603,185.23,185.583,185.637,185.862,187.128,188.894,190.957,192.177,193.329,195.362,197.358,197.137,194.309,189.362,183.35,179.324,177.936,178.196,179.096,179.867,180.19,180.25,180.216,180.416,180.786,181.077,181.216,181.341,181.296,181.047,180.653,179.958,179.051,177.925,176.494,174.993,173.538,172.118,170.816,169.609,168.46,167.33,166.365,165.524,164.579,163.689,162.876,162.046,161.177,160.27,159.38,158.476,157.468,156.501,155.7,154.894,154.013,153.17,152.395,151.499,150.487,149.439,148.316,147.143,145.973,144.841,143.784,142.843,141.843,140.823,139.871,138.918
27.627,29.093,30.384,30.931,30.892,31.117,31.59,31.442,30.644,29.922,29.521,29.453,29.727,30.47,31.538,32.737,34.123,35.591,37.175,38.836,40.609,42.534,44.889,46.967,48.258,49.748,51.447,53.151,54.936,56.697,58.434,60.15,61.596,62.965,64.612,66.358,67.951,69.465,71.087,72.713,74.499,76.18,77.665,79.308,81.26,83.573,86.084,88.736,91.721,94.871,97.674,100.719,104.105,107.558,111.442,115.368,118.935,122.707,125.787,128.072,131.453,136.34,142.093,147.194,150.891,153.761,156.88,160.634,164.304,167.248,169.683,171.976,174.44,176.914,179.418,182.161,183.749,184.455,185.313,185.336,184.966,185.321,185.381,185.608,186.879,188.649,190.705,191.921,193.079,195.109,197.101,196.885,194.061,189.124,183.12,179.096,177.709,177.96,178.86,179.639,179.963,180.025,179.999,180.203,180.567,180.851,180.992,181.124,181.081,180.827,180.429,179.731,178.825,177.71,176.283,174.777,173.326,171.913,170.619,169.413,168.258,167.132,166.176,165.331,164.383,163.498,162.701,161.883,161.01,160.096,159.208,158.306,157.292,156.327,155.531,154.73,153.846,153.002,152.234,151.344,150.333,149.279,148.152,146.978,145.811,144.684,143.631,142.691,141.695,140.679,139.725
26.146,27.358,28.805,30.056,30.584,30.552,30.776,31.241,31.072,30.313,29.672,29.311,29.253,29.519,30.245,31.302,32.469,33.814,35.239,36.752,38.337,39.993,41.816,44.109,46.16,47.408,48.7,50.378,52.194,53.98,55.776,57.519,59.178,60.731,62.307,64.023,65.721,67.265,68.791,70.418,72.063,73.768,75.416,76.936,78.49,80.327,82.537,85.017,87.721,90.668,93.546,96.218,99.363,102.8,106.334,110.269,114.249,117.919,121.689,124.743,127.097,130.584,135.51,141.236,146.256,149.825,152.793,155.966,159.451,162.966,166.249,168.962,171.42,174.12,176.612,179.134,181.879,183.469,184.175,185.036,185.063,184.695,185.056,185.119,185.352,186.628,188.391,190.441,191.663,192.82,194.846,196.841,196.629,193.813,188.882,182.882,178.861,177.466,177.716,178.626,179.405,179.73,179.801,179.78,179.977,180.333,180.618,180.767,180.902,180.853,180.595,180.192,179.496,178.602,177.492,176.059,174.556,173.113,171.708,170.416,169.204,168.052,166.935,165.976,165.127,164.185,163.316,162.532,161.71,160.829,159.917,159.031,158.125,157.112,156.151,155.359,154.556,153.673,152.835,152.073,151.184,150.167,149.108,147.982,146.81,145.647,144.524,143.473,142.537,141.544,140.526
24.904,25.892,27.087,28.494,29.718,30.247,30.217,30.436,30.875,30.74,30.062,29.462,29.113,29.047,29.299,30.014,31.036,32.162,33.466,34.824,36.265,37.739,39.298,41.063,43.325,45.328,46.387,47.658,49.444,51.26,53.079,54.879,56.567,58.331,60.087,61.732,63.398,65.046,66.603,68.132,69.776,71.341,73.013,74.695,76.134,77.581,79.32,81.501,84.031,86.698,89.38,92.132,94.903,98.099,101.614,105.195,109.183,113.263,116.929,120.669,123.79,126.248,129.774,134.673,140.321,145.216,148.881,151.903,154.815,158.15,161.994,165.546,168.416,171.102,173.819,176.325,178.849,181.595,183.183,183.894,184.758,184.786,184.425,184.79,184.858,185.097,186.365,188.123,190.179,191.399,192.552,194.581,196.578,196.372,193.563,188.636,182.639,178.612,177.217,177.478,178.387,179.167,179.5,179.577,179.548,179.737,180.095,180.388,180.541,180.67,180.617,180.355,179.953,179.268,178.378,177.262,175.833,174.339,172.904,171.501,170.202,168.994,167.851,166.731,165.768,164.925,164,163.144,162.357,161.526,160.647,159.737,158.846,157.941,156.934,155.977,155.184,154.38,153.502,152.672,151.911,151.015,149.993,148.935,147.81,146.643,145.483,144.363,143.317,142.385,141.389
23.595,24.666,25.638,26.797,28.178,29.398,29.922,29.89,30.087,30.553,30.49,29.852,29.265,28.909,28.829,29.071,29.752,30.735,31.821,33.059,34.349,35.685,37.068,38.574,40.315,42.532,44.349,45.391,46.767,48.553,50.398,52.219,53.961,55.744,57.708,59.531,61.126,62.743,64.4,65.958,67.504,69.068,70.6,72.305,73.914,75.255,76.609,78.321,80.55,83.046,85.46,88.022,90.868,93.688,96.959,100.517,104.148,108.231,112.305,115.944,119.746,122.964,125.462,128.964,133.79,139.317,144.304,148.019,150.794,153.563,157.213,161.314,165.011,168.101,170.801,173.529,176.037,178.564,181.308,182.899,183.613,184.479,184.512,184.155,184.525,184.6,184.832,186.096,187.859,189.912,191.129,192.286,194.317,196.32,196.118,193.31,188.387,182.386,178.36,176.977,177.238,178.148,178.936,179.274,179.344,179.308,179.5,179.865,180.161,180.307,180.432,180.375,180.114,179.724,179.043,178.148,177.035,175.614,174.128,172.696,171.286,169.991,168.792,167.646,166.522,165.565,164.739,163.827,162.968,162.172,161.343,160.466,159.552,158.662,157.762,156.758,155.801,155.007,154.209,153.339,152.509,151.743,150.842,149.821,148.764,147.644,146.481,145.325,144.208,143.165,142.231
22.123,23.376,24.433,25.373,26.51,27.884,29.093,29.613,29.561,29.782,30.308,30.276,29.651,29.06,28.694,28.605,28.816,29.459,30.402,31.427,32.6,33.789,35.041,36.376,37.867,39.575,41.617,43.414,44.556,45.932,47.744,49.59,51.349,53.175,55.149,57.175,58.951,60.499,62.125,63.781,65.352,66.821,68.353,69.915,71.552,73.068,74.323,75.652,77.41,79.608,81.864,84.165,86.818,89.71,92.6,95.91,99.517,103.238,107.314,111.362,115.057,118.951,122.206,124.683,128.117,132.829,138.442,143.476,146.958,149.595,152.665,156.558,160.792,164.697,167.8,170.513,173.243,175.753,178.277,181.024,182.617,183.332,184.202,184.24,183.889,184.264,184.333,184.563,185.832,187.593,189.643,190.862,192.021,194.057,196.063,195.862,193.056,188.127,182.131,178.119,176.736,176.999,177.917,178.709,179.041,179.103,179.07,179.268,179.637,179.928,180.07,180.191,180.136,179.886,179.5,178.813,177.921,176.816,175.404,173.92,172.481,171.077,169.79,168.588,167.439,166.321,165.381,164.567,163.651,162.785,161.991,161.165,160.284,159.37,158.485,157.589,156.585,155.627,154.839,154.048,153.178,152.343,151.572,150.672,149.653,148.6,147.484,146.324,145.172,144.058,143.013
20.669,21.93,23.166,24.192,25.113,26.245,27.609,28.808,29.301,29.27,29.547,30.097,30.073,29.444,28.846,28.472,28.355,28.532,29.139,30.021,30.983,32.062,33.173,34.382,35.718,37.197,38.746,40.77,42.657,43.801,45.202,47.014,48.786,50.609,52.614,54.646,56.628,58.359,59.914,61.538,63.205,64.703,66.139,67.699,69.195,70.742,72.177,73.409,74.782,76.511,78.485,80.635,83.023,85.719,88.677,91.606,94.96,98.65,102.366,106.415,110.514,114.296,118.224,121.459,123.873,127.201,131.995,137.653,142.468,145.817,148.738,152.035,156.05,160.482,164.401,167.515,170.229,172.96,175.468,177.994,180.742,182.335,183.055,183.929,183.973,183.627,183.997,184.063,184.298,185.566,187.323,189.376,190.599,191.762,193.801,195.805,195.604,192.794,187.869,181.887,177.877,176.499,176.769,177.691,178.477,178.802,178.867,178.84,179.042,179.406,179.694,179.833,179.955,179.909,179.663,179.273,178.589,177.705,176.607,175.197,173.708,172.274,170.877,169.588,168.384,167.241,166.138,165.209,164.393,163.47,162.606,161.814,160.984,160.105,159.196,158.315,157.418,156.413,155.462,154.679,153.889,153.016,152.177,151.406,150.508,149.492,148.444,147.331,146.175,145.025,143.91
19.399,20.498,21.744,22.95,23.956,24.875,26,27.352,28.518,29.023,29.04,29.337,29.892,29.863,29.229,28.627,28.229,28.081,28.224,28.773,29.595,30.466,31.473,32.547,33.781,35.134,36.473,38.01,40.116,42.004,43.168,44.569,46.297,48.108,50.092,52.147,54.141,56.083,57.818,59.371,61.005,62.603,64.069,65.528,67.017,68.42,69.892,71.306,72.579,73.927,75.448,77.324,79.556,81.986,84.745,87.737,90.707,94.14,97.825,101.516,105.613,109.791,113.606,117.514,120.689,123.003,126.409,131.246,136.697,141.385,145,148.132,151.542,155.744,160.19,164.118,167.232,169.947,172.677,175.187,177.714,180.461,182.059,182.782,183.66,183.708,183.359,183.726,183.798,184.033,185.298,187.059,189.113,190.339,191.506,193.544,195.548,195.34,192.532,187.621,181.643,177.639,176.269,176.544,177.46,178.24,178.567,178.639,178.615,178.814,179.174,179.458,179.599,179.731,179.689,179.438,179.05,178.375,177.498,176.403,174.988,173.502,172.077,170.679,169.387,168.189,167.06,165.969,165.037,164.215,163.294,162.431,161.637,160.809,159.934,159.03,158.148,157.25,156.252,155.305,154.525,153.731,152.853,152.014,151.246,150.352,149.34,148.295,147.185,146.032,144.881
18.425,19.245,20.331,21.546,22.733,23.736,24.649,25.764,27.083,28.252,28.794,28.831,29.134,29.682,29.646,29.01,28.387,27.962,27.782,27.872,28.361,29.098,29.904,30.878,32.001,33.279,34.511,35.842,37.457,39.563,41.465,42.63,43.941,45.684,47.636,49.664,51.688,53.647,55.589,57.322,58.884,60.456,62.023,63.505,64.888,66.278,67.613,69.065,70.517,71.767,72.923,74.355,76.308,78.581,81.069,83.859,86.889,89.932,93.361,97.022,100.758,104.93,109.137,112.933,116.783,119.863,122.251,125.7,130.345,135.675,140.609,144.417,147.651,151.24,155.457,159.91,163.838,166.953,169.666,172.396,174.907,177.434,180.184,181.784,182.511,183.393,183.438,183.087,183.459,183.531,183.765,185.033,186.796,188.853,190.083,191.25,193.287,195.283,195.077,192.28,187.373,181.403,177.41,176.044,176.315,177.225,178.006,178.34,178.415,178.388,178.583,178.941,179.227,179.375,179.512,179.466,179.219,178.838,178.168,177.294,176.195,174.784,173.307,171.88,170.48,169.194,168.01,166.892,165.798,164.862,164.042,163.123,162.258,161.465,160.641,159.769,158.864,157.982,157.091,156.099,155.154,154.369,153.572,152.695,151.859,151.094,150.203,149.195,148.153,147.046,145.892
17.716,18.279,19.088,20.146,21.344,22.526,23.523,24.427,25.512,26.829,28.025,28.58,28.627,28.927,29.466,29.427,28.772,28.124,27.669,27.439,27.475,27.887,28.562,29.339,30.38,31.568,32.74,33.967,35.371,36.989,39.106,41.007,42.08,43.391,45.255,47.245,49.245,51.239,53.197,55.138,56.877,58.386,59.927,61.505,62.906,64.183,65.512,66.829,68.317,69.747,70.82,71.895,73.401,75.393,77.719,80.235,83.061,86.159,89.198,92.606,96.31,100.114,104.309,108.501,112.242,116.001,119.147,121.578,124.85,129.382,134.94,140.046,143.947,147.353,150.956,155.179,159.631,163.558,166.671,169.385,172.116,174.626,177.155,179.905,181.509,182.241,183.119,183.162,182.818,183.19,183.262,183.499,184.769,186.535,188.595,189.826,190.993,193.023,195.017,194.819,192.025,187.125,181.167,177.182,175.815,176.079,176.992,177.78,178.116,178.188,178.159,178.352,178.712,179.006,179.159,179.291,179.248,179.007,178.632,177.966,177.087,175.992,174.589,173.111,171.683,170.288,169.016,167.841,166.722,165.625,164.69,163.872,162.952,162.088,161.299,160.478,159.607,158.703,157.827,156.94,155.949,155.001,154.214,153.417,152.543,151.71,150.95,150.061,149.056,148.017,146.91
17.095,17.569,18.123,18.91,19.951,21.142,22.316,23.303,24.182,25.267,26.608,27.811,28.373,28.421,28.716,29.247,29.187,28.509,27.834,27.332,27.052,27.018,27.375,28.024,28.881,30.001,31.096,32.265,33.561,34.971,36.6,38.714,40.52,41.582,42.999,44.895,46.861,48.836,50.828,52.786,54.733,56.425,57.904,59.453,60.943,62.234,63.457,64.77,66.121,67.589,68.856,69.856,71,72.542,74.584,76.936,79.484,82.373,85.469,88.49,91.936,95.701,99.528,103.71,107.847,111.503,115.322,118.507,120.774,123.942,128.686,134.397,139.587,143.653,147.071,150.679,154.901,159.351,163.274,166.387,169.101,171.832,174.345,176.875,179.627,181.233,181.962,182.839,182.887,182.543,182.916,182.991,183.232,184.506,186.274,188.333,189.564,190.725,192.754,194.756,194.559,191.77,186.882,180.934,176.948,175.577,175.845,176.763,177.554,177.887,177.958,177.928,178.123,178.49,178.787,178.937,179.072,179.036,178.8,178.429,177.758,176.883,175.796,174.393,172.914,171.491,170.109,168.846,167.671,166.548,165.453,164.521,163.701,162.782,161.923,161.137,160.317,159.447,158.548,157.677,156.792,155.798,154.849,154.063,153.268,152.397,151.567,150.809,149.924,148.922,147.882
16.546,16.94,17.407,17.942,18.713,19.749,20.931,22.095,23.057,23.937,25.047,26.396,27.602,28.163,28.209,28.498,29.006,28.92,28.216,27.498,26.953,26.611,26.53,26.863,27.599,28.544,29.58,30.674,31.91,33.212,34.633,36.26,38.282,40.068,41.221,42.664,44.541,46.486,48.461,50.452,52.413,54.319,55.984,57.469,58.926,60.305,61.546,62.755,64.1,65.433,66.752,67.951,69.015,70.193,71.782,73.847,76.229,78.838,81.725,84.803,87.86,91.362,95.147,98.962,103.092,107.148,110.857,114.712,117.746,119.918,123.282,128.16,133.949,139.294,143.37,146.792,150.399,154.619,159.064,162.987,166.1,168.814,171.546,174.059,176.59,179.345,180.947,181.674,182.556,182.606,182.262,182.638,182.717,182.963,184.239,186.007,188.066,189.291,190.453,192.488,194.488,194.295,191.517,186.637,180.691,176.707,175.34,175.614,176.534,177.322,177.655,177.724,177.696,177.899,178.269,178.564,178.716,178.857,178.827,178.594,178.219,177.553,176.685,175.597,174.194,172.72,171.309,169.936,168.673,167.495,166.375,165.282,164.35,163.531,162.617,161.762,160.976,160.157,159.292,158.398,157.528,156.642,155.646,154.697,153.913,153.123,152.255,151.428,150.673,149.791,148.788
16.112,16.378,16.765,17.215,17.738,18.506,19.532,20.703,21.841,22.808,23.718,24.84,26.191,27.392,27.947,27.989,28.258,28.738,28.622,27.878,27.124,26.524,26.142,26.041,26.463,27.289,28.159,29.196,30.353,31.595,32.907,34.327,35.874,37.874,39.733,40.91,42.337,44.195,46.14,48.115,50.11,52.038,53.919,55.587,56.976,58.319,59.653,60.882,62.123,63.452,64.648,65.903,67.162,68.257,69.478,71.089,73.183,75.621,78.228,81.1,84.21,87.317,90.838,94.611,98.377,102.43,106.533,110.275,113.989,116.935,119.287,122.77,127.723,133.66,139.012,143.087,146.508,150.113,154.329,158.773,162.694,165.804,168.52,171.252,173.767,176.3,179.049,180.65,181.382,182.264,182.315,181.976,182.355,182.439,182.688,183.965,185.732,187.786,189.012,190.18,192.214,194.215,194.029,191.258,186.381,180.44,176.462,175.103,175.38,176.298,177.084,177.417,177.488,177.467,177.673,178.042,178.339,178.498,178.644,178.616,178.381,178.01,177.35,176.482,175.394,173.996,172.535,171.132,169.76,168.494,167.319,166.202,165.109,164.178,163.364,162.453,161.599,160.815,160,159.139,158.248,157.376,156.488,155.494,154.548,153.768,152.981,152.115,151.292,150.54,149.658
15.733,15.928,16.189,16.561,17,17.521,18.282,19.297,20.445,21.589,22.587,23.512,24.638,25.983,27.174,27.721,27.745,27.991,28.438,28.281,27.506,26.707,26.073,25.672,25.657,26.166,26.921,27.793,28.891,30.055,31.305,32.617,33.969,35.501,37.563,39.435,40.599,42.013,43.872,45.818,47.795,49.761,51.669,53.55,55.122,56.4,57.702,59.025,60.282,61.51,62.715,63.852,65.162,66.449,67.584,68.825,70.461,72.608,75.047,77.641,80.541,83.695,86.82,90.329,94.056,97.75,101.844,105.978,109.59,113.222,116.33,118.788,122.343,127.436,133.376,138.725,142.798,146.218,149.819,154.032,158.473,162.392,165.503,168.218,170.952,173.468,175.997,178.743,180.347,181.08,181.962,182.017,181.682,182.065,182.154,182.405,183.682,185.446,187.499,188.73,189.899,191.934,193.94,193.757,190.988,186.115,180.184,176.216,174.862,175.137,176.054,176.84,177.174,177.253,177.236,177.441,177.813,178.115,178.279,178.428,178.398,178.167,177.802,177.143,176.275,175.193,173.805,172.352,170.951,169.577,168.314,167.142,166.024,164.934,164.007,163.197,162.287,161.434,160.655,159.845,158.987,158.094,157.221,156.335,155.344,154.401,153.624,152.839,151.978,151.157,150.405
15.347,15.533,15.725,15.972,16.335,16.773,17.29,18.041,19.038,20.192,21.366,22.38,23.311,24.433,25.767,26.944,27.47,27.476,27.694,28.099,27.91,27.097,26.27,25.62,25.297,25.357,25.797,26.555,27.486,28.591,29.762,31.011,32.269,33.617,35.206,37.279,39.136,40.289,41.706,43.564,45.51,47.462,49.41,51.317,53.105,54.571,55.812,57.105,58.457,59.704,60.816,61.968,63.156,64.49,65.811,66.963,68.23,69.918,72.067,74.494,77.115,80.055,83.224,86.337,89.802,93.462,97.194,101.315,105.326,108.862,112.639,115.836,118.363,122.056,127.154,133.088,138.431,142.501,145.917,149.517,153.727,158.165,162.082,165.192,167.909,170.643,173.155,175.682,178.429,180.034,180.767,181.651,181.71,181.381,181.768,181.858,182.112,183.387,185.149,187.207,188.439,189.61,191.649,193.657,193.475,190.708,185.844,179.924,175.965,174.613,174.888,175.804,176.593,176.933,177.016,176.998,177.206,177.583,177.891,178.057,178.204,178.178,177.952,177.588,176.929,176.067,174.995,173.615,172.163,170.762,169.391,168.132,166.959,165.845,164.76,163.837,163.028,162.119,161.271,160.496,159.689,158.829,157.936,157.066,156.183,155.195,154.256,153.482,152.701,151.841,151.022
14.957,15.136,15.32,15.501,15.742,16.105,16.538,17.049,17.787,18.792,19.974,21.16,22.177,23.107,24.22,25.538,26.691,27.197,27.18,27.362,27.734,27.508,26.671,25.832,25.244,24.98,24.974,25.418,26.233,27.171,28.28,29.449,30.659,31.927,33.332,34.934,36.99,38.834,39.99,41.407,43.265,45.187,47.121,49.068,50.889,52.579,54.011,55.245,56.566,57.907,59.05,60.113,61.309,62.521,63.886,65.222,66.398,67.715,69.407,71.546,73.997,76.654,79.606,82.763,85.838,89.24,92.933,96.688,100.695,104.634,108.303,112.153,115.412,118.073,121.772,126.865,132.792,138.129,142.194,145.609,149.207,153.413,157.848,161.763,164.874,167.59,170.321,172.831,175.359,178.105,179.708,180.445,181.332,181.395,181.071,181.461,181.554,181.806,183.081,184.849,186.907,188.141,189.316,191.357,193.363,193.18,190.421,185.569,179.661,175.706,174.356,174.632,175.55,176.344,176.688,176.77,176.756,176.97,177.351,177.661,177.827,177.977,177.957,177.732,177.369,176.715,175.862,174.798,173.42,171.969,170.57,169.202,167.945,166.776,165.666,164.583,163.662,162.856,161.952,161.108,160.337,159.529,158.669,157.778,156.911,156.03,155.046,154.11,153.339,152.561,151.702
14.569,14.744,14.922,15.096,15.271,15.514,15.874,16.303,16.803,17.55,18.581,19.773,20.959,21.973,22.895,23.997,25.292,26.422,26.904,26.856,27.008,27.343,27.093,26.249,25.456,24.909,24.576,24.576,25.078,25.898,26.84,27.945,29.09,30.325,31.65,33.069,34.66,36.701,38.543,39.698,41.114,42.947,44.85,46.782,48.652,50.385,52.043,53.469,54.73,56.043,57.288,58.386,59.49,60.708,61.946,63.325,64.684,65.909,67.231,68.915,71.076,73.561,76.228,79.169,82.29,85.307,88.739,92.451,96.099,100.037,104.095,107.825,111.728,115.113,117.785,121.483,126.57,132.488,137.818,141.88,145.292,148.887,153.091,157.523,161.435,164.546,167.259,169.987,172.498,175.024,177.768,179.374,180.113,181.005,181.073,180.752,181.144,181.237,181.491,182.772,184.54,186.599,187.837,189.016,191.054,193.057,192.879,190.129,185.287,179.387,175.44,174.092,174.371,175.294,176.091,176.435,176.52,176.512,176.731,177.115,177.424,177.593,177.75,177.73,177.506,177.147,176.502,175.657,174.595,173.218,171.769,170.375,169.009,167.755,166.59,165.484,164.405,163.485,162.683,161.785,160.944,160.172,159.364,158.506,157.618,156.755,155.879,154.898,153.964,153.196,152.419
14.033,14.361,14.534,14.703,14.872,15.05,15.291,15.648,16.069,16.579,17.349,18.387,19.577,20.756,21.762,22.677,23.759,25.033,26.137,26.585,26.512,26.634,26.947,26.688,25.873,25.103,24.487,24.159,24.219,24.726,25.549,26.485,27.578,28.762,30.056,31.398,32.807,34.386,36.422,38.256,39.409,40.801,42.617,44.517,46.378,48.168,49.873,51.526,52.977,54.23,55.456,56.66,57.794,58.919,60.16,61.411,62.812,64.216,65.447,66.763,68.469,70.662,73.156,75.812,78.72,81.787,84.831,88.28,91.89,95.472,99.518,103.623,107.398,111.422,114.819,117.492,121.186,126.266,132.175,137.5,141.558,144.968,148.56,152.761,157.188,161.099,164.205,166.916,169.644,172.154,174.679,177.422,179.03,179.774,180.668,180.74,180.423,180.815,180.91,181.171,182.452,184.222,186.284,187.525,188.703,190.739,192.744,192.572,189.83,184.996,179.106,175.165,173.822,174.107,175.034,175.83,176.178,176.268,176.265,176.487,176.87,177.184,177.357,177.514,177.495,177.276,176.926,176.289,175.446,174.384,173.011,171.566,170.173,168.812,167.563,166.402,165.298,164.221,163.307,162.51,161.614,160.773,160.002,159.197,158.343,157.458,156.598,155.725,154.748,153.817,153.051
13.334,13.834,14.159,14.325,14.489,14.66,14.838,15.079,15.427,15.855,16.387,17.163,18.198,19.379,20.55,21.55,22.45,23.515,24.764,25.83,26.251,26.153,26.259,26.561,26.314,25.504,24.662,24.05,23.787,23.852,24.361,25.177,26.111,27.256,28.502,29.813,31.146,32.544,34.118,36.143,37.97,39.099,40.474,42.283,44.122,45.914,47.679,49.38,51.054,52.498,53.672,54.86,56.098,57.25,58.396,59.649,60.922,62.364,63.774,65.001,66.338,68.075,70.276,72.758,75.385,78.245,81.335,84.392,87.744,91.29,94.969,99.051,103.195,107.085,111.121,114.519,117.191,120.882,125.954,131.856,137.172,141.226,144.633,148.224,152.421,156.845,160.75,163.852,166.563,169.29,171.798,174.322,177.066,178.677,179.424,180.321,180.395,180.08,180.474,180.576,180.84,182.124,183.897,185.96,187.202,188.379,190.417,192.424,192.257,189.521,184.696,178.816,174.883,173.549,173.838,174.764,175.564,175.916,176.012,176.012,176.233,176.62,176.939,177.113,177.273,177.257,177.047,176.703,176.068,175.226,174.167,172.799,171.357,169.968,168.612,167.367,166.209,165.108,164.036,163.126,162.332,161.438,160.597,159.829,159.027,158.177,157.296,156.439,155.569,154.595,153.667
