X1950,X1951,X1952,X1953,X1954,X1955,X1956,X1957,X1958,X1959,X1960,X1961,X1962,X1963,X1964,X1965,X1966,X1967,X1968,X1969,X1970,X1971,X1972,X1973,X1974,X1975,X1976,X1977,X1978,X1979,X1980,X1981,X1982,X1983,X1984,X1985,X1986,X1987,X1988,X1989,X1990,X1991,X1992,X1993,X1994,X1995,X1996,X1997,X1998,X1999,X2000,X2001,X2002,X2003,X2004,X2005,X2006,X2007,X2008,X2009,X2010,X2011,X2012,X2013,X2014,X2015,X2016,X2017,X2018,X2019,X2020,X2021,X2022,X2023,X2024,X2025,X2026,X2027,X2028,X2029,X2030,X2031,X2032,X2033,X2034,X2035,X2036,X2037,X2038,X2039,X2040,X2041,X2042,X2043,X2044,X2045,X2046,X2047,X2048,X2049,X2050,X2051,X2052,X2053,X2054,X2055,X2056,X2057,X2058,X2059,X2060,X2061,X2062,X2063,X2064,X2065,X2066,X2067,X2068,X2069,X2070,X2071,X2072,X2073,X2074,X2075,X2076,X2077,X2078,X2079,X2080,X2081,X2082,X2083,X2084,X2085,X2086,X2087,X2088,X2089,X2090,X2091,X2092,X2093,X2094,X2095,X2096,X2097,X2098,X2099,X2100
204.799,211.077,220.881,231.468,232.814,224.881,216.231,206.267,198.024,203.858,225.823,252.401,279.043,307.82,326.091,326.527,320.844,314.735,310.09,316.69,337.7,364.479,391.449,419.584,441.127,450.781,455.852,461.375,465.602,474.611,491.988,511.977,530.836,550.187,565.327,573.137,578.602,584.803,590.751,599.236,612.658,628.879,646.319,665.844,686.533,707.414,729.625,753.447,778.135,804.957,834.731,865.666,897.043,928.962,959.485,987.393,1014.183,1040.946,1067.582,1095.457,1125.66,1156.379,1191.944,1233.486,1270.482,1298.129,1323.805,1355.937,1395.48,1442.23,1490.389,1521.537,1562.745,1626.124,1701.228,1886.329,2081.868,2189.327,2297.848,2410.838,2523.881,2628.959,2726.093,2821.641,2910.843,2996.95,3094.38,3197.515,3298.59,3399.036,3497.336,3587.331,3680.532,3793.579,3918.712,4035.71,4151.261,4291.922,4439.329,4588.731,4746.023,4881.399,5034.126,5187.066,5321.432,5498.914,5722.975,5942.04,6127.815,6316.968,6525.006,6714.966,6908.682,7076.932,7207.985,7347.735,7470.546,7606.386,7750.298,7877.658,8019.782,8176.38,8313.479,8437.29,8564.499,8690.908,8853.862,9033.312,9123.757,9132.869,9135.514,9107.898,9049.924,9016.368,9037.145,9122.487,9170.957,9166.082,9161.77,9115.012,8944.69,8866.403,8961.547,8898.594,8847.255,8838.516,8683.301,8583.974,8591.817,8619.259,8644.135
175.222,181.821,187.496,196.304,205.845,207.189,200.236,192.621,183.823,176.567,181.859,201.528,225.326,249.214,275.034,291.083,291.236,286.366,281.527,278.036,284.252,303.452,327.87,352.528,378.338,398.178,407.151,411.841,416.789,420.442,428.303,443.618,461.211,477.731,494.687,507.897,514.625,519.404,525.042,530.672,538.799,551.584,567.124,583.991,602.95,623.117,643.542,665.202,688.287,712.091,737.757,765.999,795.192,824.654,854.445,882.864,908.879,933.942,959.168,984.554,1011.366,1040.563,1070.403,1104.828,1144.845,1180.648,1207.728,1232.932,1264.091,1302.103,1341.683,1366.038,1401.233,1462.377,1523.274,1595.171,1769.7,1954.193,2056.09,2159.242,2266.885,2374.606,2474.978,2568.03,2659.727,2745.53,2828.457,2922.061,3021.191,3118.646,3215.655,3310.626,3397.747,3488.076,3597.353,3718.173,3831.442,3943.492,4079.47,4222.07,4366.743,4519.092,4650.739,4799.074,4947.764,5079.007,5251.679,5469.148,5682.082,5863.288,6047.913,6250.904,6436.835,6626.604,6792.061,6921.817,7060.191,7182.468,7317.25,7459.968,7586.761,7727.829,7882.98,8019.615,8143.6,8270.7,8397.105,8559.044,8736.952,8828.833,8842.032,8848.95,8826.476,8774.445,8745.976,8770.007,8856.551,8907.255,8906.186,8905.478,8863.497,8701.34,8628.608,8724.628,8666.645,8619.843,8614.415,8466.127,8372.171,8382.727,8412.261
150.988,153.978,159.867,164.942,172.806,181.335,182.619,176.574,169.94,162.263,155.944,160.687,178.144,199.281,220.534,243.166,257.19,257.556,253.875,250.233,247.441,253.31,270.767,292.926,315.393,338.868,356.886,365.031,369.193,373.465,376.47,383.156,396.442,411.716,426.02,440.744,452.222,458.073,462.376,467.651,473.126,481.029,493.307,508.259,524.596,542.956,562.484,582.266,603.125,625.199,647.837,672.047,698.493,725.681,752.965,780.476,806.75,830.917,854.411,878.338,902.701,928.605,956.865,985.804,1019.009,1057.367,1091.801,1118.121,1142.628,1172.564,1204.201,1221.299,1249.308,1303.331,1361.883,1420.275,1488.134,1651.909,1825.039,1921.344,2019.105,2121.091,2223.305,2318.8,2407.584,2495.193,2577.318,2656.734,2746.314,2841.354,2934.972,3028.166,3119.462,3203.532,3290.761,3395.936,3512.178,3621.442,3729.626,3860.644,3998.094,4137.685,4284.729,4412.291,4555.872,4700.043,4827.925,4995.458,5205.84,5412.025,5588.206,5767.935,5965.464,6146.943,6332.27,6494.364,6622.647,6759.358,6880.637,7014.086,7155.154,7281.008,7420.705,7574.228,7710.166,7833.788,7960.494,8086.74,8247.238,8423.225,8516.367,8533.641,8544.811,8527.472,8481.478,8458.005,8485.114,8572.674,8625.591,8628.219,8631.21,8594.261,8440.621,8373.689,8470.418,8417.469,8375.333,8373.263,8232.2,8143.924,8157.114
130.655,131.24,133.916,139.109,143.621,150.583,158.105,159.304,154.106,148.404,141.784,136.332,140.554,155.927,174.551,192.983,212.668,225.204,226.166,223.605,220.726,218.604,224.119,239.913,259.943,280.233,301.319,317.437,324.637,328.177,331.713,334.043,339.582,350.928,364.024,376.288,389.001,398.978,404.164,408.18,413.245,418.675,426.448,438.29,452.683,468.442,486.078,504.781,523.668,543.45,564.239,585.421,607.921,632.334,657.286,682.269,707.486,731.684,754.178,776.352,799.21,822.698,847.755,875.046,902.984,934.811,971.323,1004.179,1029.487,1053.017,1077.406,1087.919,1108.374,1154.237,1205.912,1261.915,1316.767,1380.493,1533.252,1694.975,1785.68,1877.766,1973.931,2070.473,2160.91,2245.195,2328.438,2406.559,2482.282,2567.761,2658.491,2747.892,2836.921,2924.35,3005.139,3088.955,3189.773,3301.144,3406.028,3510.096,3635.813,3767.753,3901.898,4043.233,4166.359,4304.903,4444.262,4568.497,4730.445,4933.087,5131.981,5302.745,5477.163,5668.736,5845.239,6025.464,6183.908,6310.394,6444.891,6564.877,6696.501,6835.46,6960.032,7098.162,7249.748,7384.365,7507.293,7633.398,7759.073,7917.726,8091.387,8185.567,8206.839,8222.153,8209.943,8169.895,8151.309,8181.4,8269.836,8324.704,8331.103,8337.942,8306.111,8161.408,8100.421,8197.565,8149.777,8112.417,8113.698,7980.277,7897.796
110.674,112.247,112.812,115.171,119.719,123.699,129.773,136.324,137.43,133.03,128.194,122.548,117.912,121.662,135.091,151.059,166.91,184.231,195.768,197.28,195.395,193.224,191.69,196.845,211.081,229.019,247.101,265.78,279.952,286.149,289.017,291.804,293.477,297.938,307.49,318.599,329.047,340.003,348.725,353.438,357.308,362.269,367.728,375.413,386.832,400.618,415.676,432.414,450.059,467.796,486.248,505.493,525,545.591,567.782,590.415,613.118,636.142,658.462,679.54,700.625,722.558,745.222,769.384,795.592,822.357,852.61,887.071,918.106,942.124,960.872,965.56,979.208,1016.667,1060.52,1109.893,1162.113,1213.358,1272.77,1414.543,1564.868,1649.727,1736.009,1826.221,1916.935,2002.101,2081.63,2160.194,2234.142,2306.113,2387.287,2473.338,2558.184,2642.859,2726.188,2803.387,2883.561,2979.747,3085.869,3186.124,3285.769,3405.836,3531.91,3660.218,3795.459,3913.885,4047.081,4181.301,4301.489,4457.262,4651.607,4842.749,5007.664,5176.286,5361.324,5532.165,5706.922,5861.279,5985.382,6117.294,6235.47,6364.771,6501.192,6624.275,6760.518,6909.444,7042.324,7164.301,7289.331,7414.047,7570.426,7741.297,7836.209,7861.297,7880.63,7873.33,7839.11,7825.378,7858.399,7947.313,8004.048,8014.333,8024.975,7998.38,7862.914,7807.898,7905.207,7862.681,7830.14,7834.847,7709.274
91.289,93.895,95.28,95.805,97.876,101.824,105.271,110.499,116.142,117.166,113.501,109.451,104.71,100.847,104.169,115.511,129.081,142.919,158.415,169.005,170.659,169.379,167.812,166.78,171.591,184.287,200.129,216.005,232.292,244.534,249.709,251.9,253.971,255.046,258.546,266.488,275.845,284.73,294.195,301.892,306.284,310.106,315.038,320.553,328.139,339.089,352.159,366.358,381.997,398.365,414.738,431.646,449.176,466.854,485.394,505.327,525.704,546.257,567.309,588.023,607.919,628.052,649.103,670.885,694.03,718.988,744.382,772.861,805.064,834.042,853.468,853.967,861.687,891.521,927.324,969.146,1014.863,1063.263,1110.755,1165.91,1296.785,1435.571,1514.5,1594.888,1679.028,1763.739,1843.412,1917.903,1991.643,2061.37,2129.404,2205.93,2286.985,2367.102,2447.204,2526.128,2599.515,2675.797,2767.001,2867.63,2962.954,3057.863,3171.943,3291.77,3413.872,3542.731,3656.158,3783.671,3912.314,4027.91,4177.015,4362.591,4545.492,4704.059,4866.315,5044.081,5208.868,5377.632,5527.207,5648.524,5777.257,5893.088,6019.593,6153.194,6274.45,6408.044,6553.792,6684.59,6805.081,6928.584,7051.918,7205.522,7373.042,7468.266,7496.959,7519.944,7517.297,7488.863,7479.989,7515.61,7604.786,7663.346,7677.411,7691.828,7670.453,7544.404,7495.434,7592.604,7555.367,7527.775,7535.744
74.526,76.407,78.627,79.822,80.317,82.121,85.485,88.427,92.874,97.692,98.636,95.626,92.299,88.399,85.251,87.933,97.433,109.143,121.445,135.228,144.608,146.361,145.574,144.511,143.923,148.329,159.463,173.235,186.941,200.907,211.275,215.458,217.012,218.439,219.011,221.698,228.256,236.117,243.698,251.925,258.791,262.973,266.817,271.75,277.303,284.728,295.104,307.33,320.499,334.861,349.791,364.635,379.877,395.594,411.351,427.846,445.622,463.902,482.543,501.906,521.253,540.102,559.318,579.428,600.206,622.173,645.701,669.547,696.077,725.85,749.943,752.114,755.583,778.701,807.146,841.152,879.604,921.662,966.14,1009.959,1060.929,1180.87,1308.178,1381.14,1455.566,1533.52,1612.061,1686.008,1755.358,1824.256,1889.605,1953.393,2024.99,2100.91,2176.11,2251.363,2325.68,2395.029,2467.103,2553.115,2647.97,2738.073,2827.948,2935.697,3048.936,3164.575,3286.742,3394.86,3516.26,3638.77,3749.337,3891.373,4067.708,4241.838,4393.496,4548.678,4718.748,4876.947,5038.963,5183.272,5301.188,5426.136,5539.126,5662.532,5792.913,5911.551,6041.951,6184.088,6312.185,6430.686,6552.176,6673.636,6823.87,6987.38,7082.47,7114.299,7140.532,7142.356,7119.69,7115.387,7153.479,7242.743,7302.842,7320.6,7338.614,7322.292,7205.878,7162.985,7259.636,7227.792,7205.022
60.623,61.465,63.046,64.903,65.933,66.399,67.933,70.755,73.237,76.986,81.056,81.914,79.498,76.835,73.7,70.974,73.14,81.272,91.549,102.407,114.337,122.586,124.36,123.963,123.337,123.067,126.972,136.56,148.323,159.946,171.702,180.3,183.565,184.559,185.449,185.644,187.694,193.105,199.731,206.251,213.456,219.645,223.696,227.584,232.506,238.024,245.173,254.859,266.1,278.096,291.061,304.44,317.68,331.206,345.065,358.943,373.518,389.319,405.752,422.765,440.678,458.799,476.637,494.877,513.932,533.556,554.182,576.135,598.286,622.734,647.378,654.91,659.817,677.757,699.683,726.495,757.538,792.648,830.986,871.662,911.9,958.596,1067.764,1183.755,1250.746,1319.158,1390.825,1463.041,1531.227,1595.463,1659.413,1720.127,1779.435,1846.01,1916.658,1986.715,2056.963,2126.487,2191.523,2259.221,2339.811,2428.648,2513.276,2597.827,2698.958,2805.405,2914.316,3029.512,3131.941,3246.713,3362.678,3467.885,3602.471,3769.088,3933.907,4077.99,4225.725,4387.568,4538.452,4693.224,4831.611,4945.52,5066.145,5175.999,5295.913,5422.234,5537.701,5664.47,5802.321,5927.159,6043.15,6162.087,6281.099,6427.301,6586.149,6680.409,6714.878,6744.041,6750.18,6732.958,6733.145,6773.621,6862.558,6923.931,6945.133,6966.416,6955.02,6848.395,6811.518,6907.343,6880.726
48.986,49.2,49.905,51.207,52.752,53.637,54.05,55.331,57.67,59.749,62.877,66.27,67.055,65.177,63.108,60.451,58.154,60.111,67.228,76.175,85.473,95.709,102.876,104.611,104.54,104.222,104.118,107.472,115.564,125.428,135.095,144.798,151.779,154.235,154.778,155.264,155.225,156.815,161.313,166.941,172.601,178.954,184.587,188.537,192.447,197.288,202.655,209.399,218.268,228.409,239.141,250.634,262.432,274.055,285.856,297.933,310.076,322.919,336.998,351.865,367.481,384.087,401.026,417.801,434.962,452.826,471.151,490.308,510.569,530.915,550.049,559.457,569.696,587.367,604.216,624.653,648.95,677.078,708.817,743.583,780.581,817.179,859.649,958.294,1063.198,1124.231,1186.594,1251.897,1317.827,1380.341,1439.412,1498.223,1554.128,1608.903,1670.372,1735.583,1800.398,1865.507,1930.02,1990.617,2053.751,2128.729,2211.354,2290.271,2369.264,2463.628,2563.073,2665.037,2772.937,2869.224,2977.012,3086.146,3185.677,3312.423,3468.858,3623.753,3759.938,3899.751,4052.677,4195.8,4342.69,4474.535,4583.91,4699.908,4806.252,4921.839,5043.516,5155.382,5277.858,5410.829,5531.85,5644.767,5760.547,5876.483,6018.014,6171.327,6264.069,6300.785,6332.6,6342.598,6330.717,6335.358,6377.87,6466.096,6528.335,6552.59,6576.863,6570.207,6473.417,6442.554,6537.002
38.754,39.054,39.241,39.819,40.888,42.162,42.898,43.258,44.318,46.242,47.968,50.543,53.349,54.079,52.672,50.931,48.735,47.035,48.965,55.142,62.692,70.575,79.249,85.404,87.08,87.216,87.063,87.024,89.812,96.501,104.609,112.487,120.341,125.891,127.677,127.899,128.124,127.984,129.276,133.065,137.886,142.837,148.476,153.623,157.458,161.315,165.968,171.052,177.256,185.204,194.183,203.602,213.625,223.862,233.892,244.065,254.52,265.119,276.471,289.095,302.615,316.968,332.318,348.042,363.666,379.627,396.174,413.087,430.675,449.16,463.613,469.651,482.375,503.072,519.269,534.717,553.096,574.938,600.144,628.673,660.01,693.319,726.345,764.672,853.093,947.191,1002.296,1058.596,1117.64,1177.442,1234.303,1288.089,1341.658,1392.757,1442.956,1499.208,1558.943,1618.436,1678.252,1737.687,1793.707,1852.126,1921.35,1997.596,2070.627,2143.959,2231.407,2323.699,2418.457,2518.683,2608.537,2709.118,2811.164,2904.687,3023.217,3168.951,3313.66,3441.53,3572.811,3716.429,3851.222,3989.64,4114.422,4218.987,4329.998,4432.023,4542.714,4659.308,4766.934,4884.546,5012.063,5128.681,5237.909,5349.893,5462.158,5598.166,5745.123,5835.803,5874.425,5908.331,5921.976,5915.38,5924.149,5968.375,6055.376,6117.947,6144.917,6171.849,6169.677,6082.808,6057.673
29.799,30.288,30.539,30.698,31.177,32.049,33.075,33.679,33.992,34.87,36.438,37.855,39.959,42.267,42.949,41.779,40.355,38.743,37.683,39.542,44.703,51.004,57.596,64.86,70.106,71.654,71.87,71.79,71.751,73.997,79.409,85.939,92.233,98.469,102.8,104.07,104.1,104.194,104.066,105.183,108.413,112.569,116.926,121.938,126.626,130.287,133.983,138.329,142.999,148.559,155.536,163.326,171.451,180.049,188.778,197.329,206.041,215.067,224.349,234.452,245.823,258.122,271.261,285.337,299.782,314.154,328.805,343.938,359.351,375.294,387.199,390.542,400.977,422.211,440.684,455.156,468.931,485.313,504.701,527.15,552.623,580.551,610.278,639.824,674.104,752.64,836.247,885.473,935.865,988.859,1042.626,1093.793,1142.253,1190.646,1236.951,1282.502,1333.543,1387.782,1441.862,1496.377,1550.66,1601.999,1655.594,1718.948,1788.711,1855.81,1923.363,2003.8,2088.747,2175.994,2268.34,2351.59,2444.769,2539.465,2626.653,2736.522,2871.373,3005.553,3124.568,3246.991,3380.806,3506.743,3636.208,3753.679,3853.107,3958.336,4055.494,4160.868,4271.748,4374.588,4486.787,4608.257,4719.843,4824.749,4932.341,5040.124,5169.816,5309.77,5397.921,5437.837,5473.533,5490.671,5488.992,5501.58,5547.052,5632.201,5694.636,5723.928,5753.141,5755.251,5678.087
22.409,22.779,23.168,23.372,23.519,23.917,24.611,25.425,25.92,26.202,26.927,28.19,29.348,31.058,32.944,33.432,32.489,31.497,30.492,29.927,31.538,35.798,40.98,46.423,52.451,56.844,58.192,58.414,58.35,58.282,60.035,64.32,69.477,74.41,79.278,82.612,83.511,83.463,83.527,83.478,84.492,87.269,90.865,94.698,99.13,103.35,106.75,110.175,114.106,118.266,123.124,129.115,135.752,142.641,149.885,157.238,164.478,171.917,179.732,187.912,196.94,207.174,218.301,230.214,242.972,256.068,269.099,282.359,296.007,309.853,319.05,321.343,329.671,347.48,366.075,382.197,394.933,407.096,421.488,438.585,458.43,480.887,505.536,531.812,557.981,588.322,657.344,730.818,774.372,819.101,866.196,913.973,959.489,1002.747,1046.043,1087.546,1128.484,1174.342,1223.064,1271.783,1320.985,1370.084,1416.685,1465.37,1522.8,1586.106,1647.214,1708.925,1782.226,1859.606,1939.209,2023.598,2100.104,2185.686,2272.793,2353.251,2454.328,2578.044,2701.266,2811.177,2924.331,3047.898,3164.565,3284.89,3394.775,3488.315,3587.247,3679.142,3778.603,3883.248,3980.779,4087,4201.803,4307.735,4407.738,4510.136,4612.694,4735.465,4867.88,4952.789,4993.649,5030.897,5051.056,5053.935,5069.872,5116.001,5198.746,5260.532,5291.713,5322.873,5328.782
16.56,16.709,17,17.305,17.482,17.621,17.944,18.489,19.129,19.539,19.795,20.389,21.399,22.345,23.726,25.134,25.483,24.864,24.335,23.788,23.457,24.828,28.288,32.492,36.944,41.865,45.454,46.577,46.762,46.69,46.586,47.913,51.239,55.235,59.036,62.785,65.332,65.987,65.939,66.032,66.086,67.029,69.426,72.528,75.876,79.745,83.465,86.525,89.588,93.032,96.635,100.773,105.819,111.375,117.109,123.136,129.285,135.395,141.762,148.561,155.793,163.843,172.988,182.945,193.608,205.007,216.699,228.336,240.151,252.268,259.591,260.502,267.728,282.505,297.856,313.79,327.75,338.836,349.401,361.959,376.909,394.204,413.793,435.317,458.286,481.195,507.719,567.644,631.514,669.689,708.955,750.271,792.196,832.264,870.463,908.734,945.535,981.923,1022.635,1065.961,1109.379,1153.31,1197.251,1239.088,1282.84,1334.419,1391.296,1446.425,1502.211,1568.243,1638.02,1709.98,1786.387,1856.02,1933.86,2013.1,2086.728,2178.82,2291.106,2403.26,2503.762,2607.291,2720.305,2827.605,2938.616,3040.265,3127.451,3219.74,3305.829,3398.91,3496.846,3588.544,3688.211,3795.771,3895.503,3989.832,4086.329,4183.115,4298.475,4422.614,4503.866,4545.381,4583.622,4606.337,4613.239,4631.925,4678.177,4757.931,4818.536,4851.204,4883.711
12.102,12.015,12.139,12.366,12.61,12.765,12.89,13.149,13.575,14.079,14.419,14.648,15.133,15.94,16.707,17.715,18.752,19.101,18.829,18.628,18.301,18.134,19.271,22.039,25.416,28.995,32.925,35.79,36.688,36.825,36.736,36.604,37.584,40.114,43.16,46.05,48.907,50.85,51.354,51.35,51.493,51.641,52.52,54.58,57.233,60.112,63.425,66.626,69.29,71.936,74.87,77.904,81.358,85.531,90.095,94.808,99.787,104.907,110.07,115.538,121.464,127.835,134.951,143.024,151.809,161.207,171.23,181.503,191.725,202.078,208.131,208.121,213.717,226.629,239.16,252.083,265.673,277.618,287.102,296.213,307.074,319.945,334.844,351.731,370.299,390.123,409.906,432.76,484.171,539.07,572.125,606.112,641.864,678.227,713.082,746.37,779.799,812.039,843.958,879.701,917.773,956.007,994.774,1033.624,1070.738,1109.659,1155.471,1206.034,1255.194,1304.973,1363.792,1426.064,1490.45,1558.89,1621.582,1691.513,1762.908,1829.551,1912.438,2013.335,2114.301,2205.157,2298.862,2401.363,2499.241,2600.43,2693.497,2774.046,2859.238,2939.116,3025.405,3116.175,3201.517,3294.122,3393.963,3486.785,3574.789,3664.887,3755.457,3862.735,3978.204,4055.475,4097.034,4135.727,4160.373,4170.63,4191.491,4237.285,4313.475,4372.401,4405.895
8.345,8.525,8.479,8.582,8.761,8.958,9.089,9.198,9.406,9.741,10.135,10.414,10.617,11.014,11.652,12.195,12.921,13.75,14.166,14.126,14.053,13.875,13.807,14.732,16.924,19.59,22.402,25.475,27.709,28.404,28.491,28.391,28.247,28.953,30.848,33.138,35.312,37.475,38.961,39.372,39.422,39.61,39.829,40.639,42.387,44.62,47.045,49.816,52.497,54.745,56.966,59.396,61.898,64.727,68.112,71.817,75.662,79.754,84.017,88.389,93.088,98.227,103.784,109.989,117.008,124.636,132.781,141.451,150.329,159.156,164.046,163.495,167.774,178.556,189.321,199.675,210.538,221.982,232.028,240.076,247.861,257.09,268.034,280.709,295.077,310.876,327.736,344.551,363.998,407.569,454.14,482.329,511.313,541.859,572.993,602.883,631.517,660.335,688.177,715.84,746.813,779.837,813.077,846.837,880.741,913.297,947.495,987.712,1032.09,1075.311,1119.185,1170.984,1225.93,1282.858,1343.432,1399.11,1461.264,1524.81,1584.297,1658.085,1747.655,1837.414,1918.565,2002.599,2094.709,2182.812,2274.001,2358.356,2431.903,2509.706,2583.032,2662.149,2745.333,2823.886,2909.031,3000.552,3085.905,3167.157,3250.472,3334.219,3433.094,3539.651,3612.352,3653.374,3691.843,3717.689,3730.651,3753.063,3797.82,3869.916,3926.466
5.939,5.697,5.833,5.814,5.901,6.045,6.199,6.308,6.403,6.572,6.832,7.136,7.362,7.542,7.862,8.303,8.683,9.257,9.976,10.404,10.434,10.437,10.351,10.344,11.091,12.796,14.849,17.01,19.36,21.064,21.585,21.634,21.532,21.392,21.893,23.293,24.994,26.617,28.247,29.387,29.737,29.833,30.052,30.311,31.038,32.495,34.334,36.329,38.59,40.777,42.621,44.434,46.407,48.434,50.705,53.419,56.403,59.525,62.883,66.434,70.132,74.145,78.553,83.331,88.657,94.663,101.174,108.118,115.495,123.041,127.025,126.033,129.311,138.286,147.103,155.815,164.386,173.395,182.86,191.226,197.984,204.508,212.249,221.431,232.061,244.107,257.341,271.441,285.544,301.892,338.302,377.209,400.868,425.248,450.988,477.24,502.514,526.798,551.264,574.995,598.634,625.1,653.347,681.835,710.819,740.043,768.215,797.881,832.696,871.058,908.549,946.74,991.792,1039.647,1089.327,1142.161,1191.023,1245.523,1301.241,1353.708,1418.523,1496.943,1575.686,1647.43,1722.035,1803.624,1881.929,1963.175,2038.663,2105.019,2175.235,2241.713,2313.334,2388.638,2460.093,2537.277,2620.068,2697.648,2771.843,2847.863,2924.523,3014.842,3112.064,3179.696,3219.497,3257.011,3283.376,3298.352,3321.684,3364.842,3432.186
4.76,3.922,3.773,3.874,3.877,3.951,4.061,4.179,4.268,4.351,4.486,4.684,4.917,5.099,5.252,5.465,5.766,6.07,6.562,7.163,7.516,7.581,7.619,7.588,7.622,8.211,9.502,11.049,12.673,14.434,15.704,16.084,16.106,16.012,15.888,16.241,17.265,18.517,19.722,20.946,21.82,22.122,22.248,22.478,22.75,23.38,24.567,26.048,27.647,29.448,31.19,32.665,34.116,35.69,37.298,39.102,41.264,43.653,46.181,48.937,51.886,54.992,58.381,62.108,66.15,70.648,75.701,81.171,86.996,93.175,96.465,95.307,97.715,105.141,112.331,119.305,126.401,133.398,140.731,148.476,155.359,160.923,166.316,172.719,180.307,189.085,199.017,209.906,221.536,233.217,246.756,276.697,308.69,328.264,348.474,369.815,391.626,412.682,432.949,453.433,473.36,493.257,515.539,539.337,563.384,587.939,612.76,636.806,662.154,691.801,724.489,756.577,789.38,828.015,869.115,911.792,957.274,999.524,1046.543,1094.763,1140.365,1196.431,1264.108,1332.402,1395.142,1460.341,1531.615,1600.34,1671.729,1738.408,1797.49,1859.993,1919.405,1983.368,2050.655,2114.624,2183.57,2257.51,2327.152,2393.91,2462.493,2531.977,2613.438,2701.072,2763.127,2801.01,2836.928,2863.142,2879.448,2903.06,2943.948
3.455,3.038,2.514,2.428,2.504,2.517,2.576,2.659,2.748,2.821,2.89,2.995,3.144,3.319,3.462,3.558,3.697,3.929,4.197,4.602,5.056,5.337,5.408,5.459,5.466,5.519,5.965,6.92,8.059,9.252,10.541,11.467,11.739,11.746,11.668,11.568,11.818,12.56,13.476,14.364,15.277,15.945,16.204,16.344,16.567,16.828,17.355,18.299,19.46,20.711,22.114,23.471,24.63,25.773,27.003,28.268,29.692,31.403,33.31,35.354,37.604,40.035,42.614,45.434,48.536,51.903,55.638,59.823,64.348,69.162,71.688,70.569,72.376,78.374,84.203,89.757,95.346,101.043,106.644,112.546,118.802,124.358,128.874,133.268,138.481,144.65,151.773,159.811,168.643,178.108,187.632,198.643,222.862,248.774,264.721,281.197,298.62,316.461,333.711,350.379,367.261,383.731,400.219,418.68,438.408,458.42,478.899,499.675,519.868,541.145,566.01,593.466,620.539,648.289,680.935,715.644,751.789,790.33,826.222,866.225,907.312,946.277,994.02,1051.707,1110.233,1164.174,1220.294,1281.705,1341.12,1402.97,1461.032,1512.839,1567.616,1619.924,1676.23,1735.329,1791.671,1852.392,1917.524,1979.055,2038.373,2099.57,2161.657,2234.142,2312.023,2368.073,2403.469,2437.218,2462.67,2479.618,2502.797
1.992,2.135,1.886,1.567,1.521,1.577,1.593,1.639,1.7,1.767,1.823,1.879,1.958,2.068,2.197,2.286,2.345,2.454,2.651,2.874,3.172,3.506,3.719,3.784,3.842,3.868,3.92,4.247,4.936,5.755,6.613,7.536,8.197,8.389,8.39,8.331,8.257,8.435,8.97,9.633,10.284,10.959,11.466,11.684,11.823,12.025,12.256,12.682,13.412,14.303,15.262,16.332,17.371,18.267,19.149,20.102,21.09,22.207,23.555,25.073,26.716,28.538,30.518,32.627,34.937,37.478,40.235,43.289,46.705,50.392,52.151,51.007,52.421,57.252,61.847,66.231,70.606,75.016,79.496,83.927,88.613,93.567,97.983,101.593,105.112,109.281,114.203,119.867,126.273,133.336,140.912,148.525,157.311,176.588,197.236,210,223.209,237.2,251.536,265.448,278.928,292.608,305.995,319.425,334.454,350.561,366.935,383.747,400.837,417.476,435.046,455.578,478.284,500.757,523.862,550.949,579.812,609.902,641.953,671.99,705.455,739.83,772.553,812.678,861.21,910.468,956.082,1003.662,1055.716,1106.296,1159.053,1208.781,1253.43,1300.665,1345.991,1394.619,1445.621,1494.479,1547.141,1603.549,1657.17,1709.238,1762.993,1817.635,1881.13,1949.252,1999.062,2031.508,2062.635,2086.754,2103.635
1.275,1.192,1.285,1.139,0.952,0.931,0.97,0.985,1.018,1.063,1.111,1.154,1.196,1.256,1.335,1.414,1.467,1.516,1.614,1.772,1.935,2.149,2.386,2.542,2.603,2.658,2.686,2.729,2.964,3.45,4.027,4.63,5.277,5.74,5.874,5.874,5.832,5.782,5.91,6.292,6.768,7.237,7.731,8.11,8.29,8.417,8.589,8.781,9.114,9.665,10.334,11.052,11.853,12.636,13.315,13.988,14.722,15.487,16.358,17.413,18.611,19.919,21.374,22.96,24.655,26.514,28.559,30.779,33.234,35.974,37.141,35.931,36.938,40.824,44.449,47.824,51.214,54.602,58.007,61.485,64.936,68.577,72.436,75.888,78.721,81.486,84.751,88.591,93.022,98.051,103.598,109.536,115.498,122.386,137.461,153.613,163.648,174.049,185.071,196.396,207.413,218.118,229.006,239.685,250.418,262.454,275.364,288.533,302.077,315.856,329.325,343.588,360.26,378.711,397.046,415.903,438.001,461.553,486.097,512.319,536.999,564.442,592.669,619.769,653.024,693.066,733.785,771.717,811.337,854.726,897.054,941.245,983.051,1020.856,1060.887,1099.335,1140.535,1183.812,1225.464,1270.303,1318.419,1364.515,1409.437,1455.873,1503.126,1557.778,1616.363,1659.867,1689.05,1717.16,1739.428
