1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
43.884,44.951,45.681,46.481,47.902,50.01,51.703,53.965,56.09,57.229,57.416,58.102,58.488,58.948,60.103,62.196,64.221,66.083,68.049,70.122,72.27,74.339,76.429,78.507,80.441,82.09,83.635,85.777,88.046,89.816,90.949,92.796,94.676,96.909,100.048,104.136,108.282,112.751,117.766,123.315,129.115,135.051,140.668,145.968,150.451,165.263,171.474,178.684,187.054,195.712,204.364,213.277,222.443,231.898,241.176,250.065,258.917,267.136,274.53,280.782,285.897,289.688,291.887,292.851,292.351,291.471,291.039,291.796,294.878,300.249,306.721,314.237,322.698,330.991
42.401,43.125,44.186,44.916,45.695,47.12,49.213,50.894,53.178,55.241,56.468,56.685,57.388,57.775,58.237,59.389,61.488,63.475,65.342,67.28,69.328,71.452,73.422,75.533,77.604,79.51,81.131,82.607,84.876,87.141,88.924,90.15,91.96,93.895,96.253,99.32,103.252,107.379,111.836,116.868,122.429,128.27,134.006,139.736,144.961,149.501,164.169,170.372,177.575,185.985,194.523,203.094,211.986,221.166,230.628,239.962,248.794,257.5,265.618,272.915,279.332,284.564,288.272,290.413,291.332,290.833,290.196,290.599,292.811,296.178,301.112,306.546,313.377,322.448
40.467,41.647,42.37,43.425,44.137,44.927,46.344,48.42,50.126,52.349,54.483,55.729,55.966,56.669,57.059,57.523,58.686,60.749,62.737,64.578,66.492,68.514,70.543,72.529,74.632,76.669,78.546,80.102,81.701,83.967,86.241,88.106,89.307,91.178,93.218,95.515,98.42,102.346,106.455,110.93,115.983,121.582,127.242,133.076,138.732,144.006,148.466,163.069,169.271,176.518,184.815,193.271,201.816,210.723,219.907,229.418,238.693,247.367,255.968,263.99,271.447,277.978,283.131,286.779,288.878,289.789,289.523,289.673,291.407,293.884,296.858,300.807,305.561,313.04
38.151,39.723,40.893,41.616,42.65,43.372,44.162,45.568,47.662,49.316,51.602,53.743,54.998,55.241,55.943,56.337,56.817,57.953,60.014,61.976,63.791,65.678,67.611,69.651,71.626,73.692,75.697,77.511,79.183,80.786,83.06,85.403,87.242,88.508,90.467,92.459,94.591,97.51,101.415,105.539,110.04,115.125,120.556,126.303,132.069,137.769,142.966,147.424,161.974,168.22,175.363,183.576,192.003,200.558,209.471,218.698,228.148,237.26,245.833,254.34,262.513,270.077,276.534,281.629,285.237,287.317,288.447,288.91,290.283,292.259,294.382,296.412,299.68,305.128
35.841,37.421,38.976,40.14,40.847,41.886,42.608,43.393,44.824,46.863,48.579,50.867,53.007,54.257,54.504,55.207,55.618,56.078,57.218,59.252,61.186,62.976,64.778,66.719,68.746,70.681,72.714,74.66,76.583,78.258,79.868,82.204,84.518,86.408,87.752,89.68,91.507,93.671,96.576,100.49,104.639,109.164,114.087,119.597,125.283,131.094,136.726,141.92,146.391,160.921,167.074,174.134,182.313,190.745,199.309,208.256,217.425,226.706,235.717,244.199,252.848,261.123,268.613,275.014,280.069,283.647,285.935,287.743,289.33,290.922,292.576,293.781,295.129,299.138
33.869,35.125,36.686,38.227,39.369,40.085,41.118,41.837,42.654,44.039,46.128,47.851,50.133,52.257,53.503,53.755,54.47,54.863,55.334,56.456,58.46,60.367,62.078,63.886,65.814,67.798,69.701,71.68,73.728,75.651,77.326,78.996,81.297,83.643,85.596,86.934,88.699,90.574,92.733,95.646,99.579,103.738,108.104,113.102,118.559,124.297,130.05,135.683,140.887,145.391,159.776,165.847,172.878,181.052,189.497,198.088,206.979,215.97,225.154,234.074,242.69,251.436,259.633,267.067,273.426,278.439,282.217,285.14,287.981,289.763,291.062,291.812,292.325,294.469
31.756,33.161,34.403,35.949,37.461,38.603,39.318,40.343,41.093,41.875,43.313,45.401,47.122,49.385,51.493,52.733,53.002,53.697,54.101,54.559,55.662,57.639,59.47,61.187,62.983,64.867,66.819,68.676,70.75,72.793,74.708,76.434,78.068,80.385,82.783,84.744,85.928,87.752,89.626,91.791,94.724,98.654,102.654,107.093,112.047,117.56,123.25,129.009,134.65,139.871,144.303,158.547,164.594,171.617,179.804,188.264,196.803,205.517,214.418,223.511,232.552,241.259,249.923,258.066,265.455,271.763,276.964,281.329,285.206,288.216,289.729,290.127,290.172,291.533
30.144,31.062,32.449,33.678,35.196,36.699,37.832,38.543,39.593,40.311,41.15,42.592,44.671,46.378,48.621,50.712,51.956,52.211,52.913,53.306,53.754,54.84,56.745,58.58,60.285,62.041,63.895,65.805,67.75,69.818,71.846,73.802,75.486,77.13,79.493,81.908,83.708,84.965,86.788,88.665,90.849,93.781,97.554,101.623,106.025,111.038,116.51,122.207,127.974,133.62,138.772,143.138,157.294,163.33,170.367,178.56,186.969,195.328,203.956,212.77,221.974,231.098,239.719,248.326,256.418,263.75,270.236,275.985,281.228,285.253,288.011,288.617,288.294,289.245
28.98,29.454,30.363,31.734,32.939,34.446,35.932,37.053,37.792,38.807,39.579,40.427,41.866,43.925,45.618,47.839,49.921,51.14,51.406,52.093,52.48,52.92,53.951,55.857,57.679,59.347,61.076,62.894,64.882,66.821,68.87,70.932,72.842,74.531,76.226,78.608,80.849,82.72,83.977,85.8,87.699,89.888,92.679,96.514,100.549,105.006,109.981,115.457,121.162,126.931,132.513,137.603,141.952,156.024,162.069,169.114,177.254,185.485,193.763,202.311,211.225,220.503,229.535,238.098,246.646,254.679,262.174,269.164,275.72,281.095,284.883,286.721,286.587,287.23
27.934,28.289,28.762,29.663,31.006,32.203,33.69,35.156,36.297,37.008,38.066,38.848,39.7,41.126,43.163,44.839,47.047,49.093,50.308,50.566,51.243,51.625,52.025,53.066,54.957,56.745,58.388,60.085,61.974,63.955,65.875,67.953,69.973,71.889,73.624,75.338,77.529,79.839,81.692,82.956,84.806,86.718,88.787,91.64,95.441,99.518,103.936,108.911,114.394,120.102,125.814,131.346,136.412,140.746,154.746,160.8,167.795,175.765,183.915,192.118,200.758,209.739,218.921,227.886,236.382,244.876,253.051,261.01,268.737,275.413,280.564,283.418,284.49,285.382
26.683,27.238,27.594,28.067,28.949,30.278,31.461,32.925,34.402,35.508,36.264,37.325,38.109,38.956,40.368,42.382,44.048,46.217,48.244,49.437,49.693,50.365,50.711,51.129,52.166,54.027,55.791,57.404,59.162,61.047,63.01,64.957,67.001,69.036,70.99,72.73,74.236,76.498,78.768,80.626,81.932,83.806,85.619,87.747,90.569,94.396,98.428,102.838,107.82,113.313,118.972,124.649,130.151,135.19,139.511,153.454,159.46,166.298,174.183,182.264,190.551,199.252,208.134,217.24,226.127,234.577,243.191,251.794,260.422,268.262,274.725,278.925,280.989,283.142
25.617,25.986,26.538,26.895,27.359,28.234,29.543,30.706,32.179,33.614,34.754,35.517,36.574,37.352,38.193,39.589,41.585,43.218,45.364,47.354,48.533,48.791,49.428,49.792,50.213,51.237,53.072,54.806,56.473,58.228,60.097,62.084,64.007,66.08,68.143,70.083,71.59,73.179,75.385,77.661,79.559,80.906,82.702,84.564,86.664,89.505,93.279,97.294,101.713,106.714,112.165,117.802,123.445,128.914,133.919,138.264,152.085,157.952,164.709,172.53,180.684,189.024,197.623,206.421,215.44,224.288,232.836,241.842,251.045,259.784,267.419,272.91,276.29,279.497
24.637,24.912,25.282,25.83,26.18,26.645,27.508,28.793,29.968,31.399,32.857,33.994,34.756,35.801,36.573,37.406,38.792,40.748,42.362,44.467,46.429,47.595,47.829,48.478,48.845,49.267,50.277,52.081,53.858,55.524,57.266,59.157,61.125,63.088,65.18,67.213,68.897,70.493,72.024,74.24,76.551,78.49,79.78,81.614,83.449,85.563,88.359,92.107,96.131,100.575,105.54,110.977,116.576,122.183,127.607,132.633,136.937,150.561,156.351,163.053,170.935,179.128,187.365,195.876,204.582,213.569,222.489,231.394,240.936,250.246,258.788,265.422,270.063,274.649
23.68,23.92,24.198,24.568,25.104,25.456,25.918,26.764,28.056,29.194,30.643,32.088,33.215,33.97,35.002,35.767,36.597,37.952,39.88,41.461,43.533,45.466,46.595,46.846,47.493,47.862,48.28,49.272,51.114,52.884,54.538,56.299,58.175,60.186,62.158,64.211,65.979,67.756,69.29,70.841,73.087,75.429,77.31,78.636,80.444,82.291,84.372,87.151,90.905,94.954,99.362,104.314,109.712,115.278,120.839,126.283,131.267,135.478,148.952,154.696,161.446,169.354,177.441,185.594,194.012,202.691,211.722,220.951,230.336,239.976,249.096,256.598,262.349,268.261
22.753,22.947,23.19,23.47,23.833,24.365,24.715,25.17,26.03,27.283,28.439,29.872,31.297,32.406,33.154,34.171,34.933,35.743,37.079,38.965,40.52,42.557,44.438,45.565,45.821,46.463,46.83,47.243,48.282,50.112,51.864,53.532,55.277,57.192,59.2,61.133,62.925,64.794,66.513,68.061,69.636,71.902,74.178,76.079,77.39,79.212,81.043,83.121,85.914,89.684,93.691,98.081,102.995,108.363,113.893,119.475,124.883,129.782,133.933,147.28,153.061,159.831,167.631,175.638,183.701,192.093,200.795,210.094,219.746,229.214,238.67,246.704,253.289,260.381
21.899,22,22.197,22.444,22.718,23.082,23.606,23.951,24.428,25.258,26.522,27.665,29.076,30.474,31.566,32.304,33.311,34.052,34.853,36.157,38.007,39.534,41.515,43.376,44.489,44.743,45.378,45.744,46.213,47.25,49.053,50.812,52.458,54.229,56.132,58.103,59.794,61.697,63.521,65.239,66.79,68.376,70.565,72.849,74.733,76.076,77.901,79.743,81.841,84.645,88.362,92.335,96.691,101.583,106.933,112.486,118.041,123.37,128.206,132.318,145.602,151.398,158.068,165.796,173.716,181.747,190.146,199.08,208.751,218.461,227.752,236.067,243.153,251.148
21.124,21.122,21.229,21.43,21.674,21.95,22.309,22.823,23.192,23.649,24.496,25.742,26.865,28.247,29.619,30.69,31.422,32.403,33.134,33.913,35.191,37.003,38.485,40.439,42.267,43.354,43.612,44.241,44.663,45.138,46.156,47.957,49.68,51.333,53.088,54.962,56.713,58.527,60.399,62.205,63.9,65.442,66.949,69.144,71.409,73.326,74.698,76.546,78.409,80.509,83.262,86.926,90.866,95.207,100.104,105.479,111.013,116.498,121.765,126.554,130.683,143.886,149.592,156.209,163.858,171.732,179.753,188.343,197.61,207.31,216.843,224.941,232.284,240.841
20.032,20.322,20.329,20.442,20.641,20.887,21.161,21.513,22.044,22.397,22.879,23.716,24.936,26.035,27.386,28.728,29.782,30.493,31.456,32.166,32.93,34.183,35.941,37.405,39.32,41.1,42.171,42.435,43.112,43.538,44.001,45.027,46.779,48.487,50.125,51.857,53.532,55.408,57.203,59.046,60.808,62.474,63.926,65.451,67.63,69.926,71.873,73.282,75.148,77.003,79.055,81.751,85.383,89.31,93.677,98.6,103.962,109.428,114.852,120.068,124.859,129.004,142.03,147.703,154.255,161.838,169.686,177.862,186.751,196.021,205.545,213.833,220.952,229.81
18.722,19.216,19.503,19.521,19.635,19.837,20.081,20.35,20.724,21.233,21.611,22.091,22.913,24.102,25.175,26.494,27.807,28.828,29.527,30.46,31.157,31.91,33.124,34.853,36.289,38.153,39.899,40.956,41.272,41.944,42.355,42.834,43.823,45.545,47.239,48.854,50.395,52.195,54.053,55.815,57.603,59.329,60.9,62.368,63.891,66.098,68.41,70.379,71.811,73.663,75.474,77.475,80.152,83.767,87.727,92.118,97.028,102.324,107.735,113.113,118.326,123.121,127.212,140.115,145.734,152.209,159.746,167.708,176.152,185.025,194.123,202.366,209.668,218.331
17.369,17.905,18.388,18.674,18.696,18.816,19.017,19.256,19.548,19.904,20.431,20.809,21.283,22.085,23.242,24.286,25.573,26.843,27.839,28.515,29.427,30.117,30.848,32.046,33.738,35.14,36.965,38.679,39.759,40.078,40.727,41.152,41.608,42.582,44.297,45.955,47.368,49.034,50.806,52.63,54.342,56.102,57.737,59.319,60.778,62.327,64.528,66.84,68.818,70.25,72.065,73.833,75.826,78.491,82.129,86.107,90.479,95.329,100.577,105.954,111.333,116.545,121.295,125.381,138.127,143.66,150.074,157.682,165.885,174.301,183.005,190.802,198.069,206.914
16.202,16.558,17.08,17.551,17.83,17.861,17.981,18.18,18.442,18.719,19.095,19.615,19.989,20.452,21.232,22.354,23.372,24.613,25.846,26.807,27.472,28.37,29.043,29.773,30.947,32.604,33.981,35.769,37.475,38.537,38.844,39.499,39.905,40.366,41.363,43.023,44.452,45.986,47.607,49.353,51.137,52.841,54.523,56.162,57.72,59.18,60.709,62.891,65.199,67.176,68.592,70.379,72.138,74.119,76.801,80.446,84.39,88.708,93.52,98.75,104.138,109.518,114.697,119.433,123.476,136.014,141.47,147.931,155.756,163.921,172.172,179.564,186.408,195.203
14.973,15.391,15.741,16.247,16.701,16.977,17.013,17.133,17.353,17.602,17.901,18.274,18.78,19.146,19.599,20.355,21.444,22.422,23.622,24.807,25.747,26.407,27.286,27.96,28.681,29.841,31.464,32.816,34.584,36.251,37.28,37.602,38.237,38.661,39.165,40.107,41.51,43.05,44.522,46.127,47.851,49.642,51.284,52.963,54.563,56.094,57.502,59.007,61.182,63.494,65.453,66.867,68.64,70.38,72.364,75.057,78.648,82.545,86.836,91.652,96.902,102.292,107.652,112.806,117.485,121.436,133.759,139.24,145.909,153.693,161.692,168.62,175.082,183.445
13.851,14.169,14.576,14.918,15.402,15.843,16.111,16.15,16.295,16.504,16.772,17.069,17.434,17.925,18.282,18.721,19.455,20.498,21.442,22.591,23.745,24.67,25.322,26.192,26.86,27.584,28.726,30.315,31.654,33.378,34.991,36.009,36.329,36.987,37.455,37.901,38.585,40.094,41.555,43.018,44.617,46.359,48.096,49.727,51.355,52.908,54.359,55.729,57.242,59.434,61.722,63.675,65.08,66.822,68.548,70.544,73.183,76.736,80.613,84.926,89.768,95.017,100.395,105.722,110.809,115.381,119.243,131.436,137.119,143.758,151.377,158.027,164.045,172.027
12.859,13.05,13.36,13.754,14.081,14.548,14.971,15.229,15.297,15.434,15.662,15.928,16.219,16.573,17.047,17.394,17.821,18.521,19.523,20.424,21.54,22.668,23.573,24.224,25.079,25.749,26.471,27.595,29.161,30.465,32.127,33.706,34.703,35.067,35.751,36.148,36.339,37.159,38.582,40.031,41.495,43.113,44.803,46.516,48.091,49.664,51.126,52.533,53.912,55.459,57.624,59.89,61.814,63.193,64.911,66.642,68.59,71.226,74.764,78.673,83.005,87.839,93.077,98.417,103.674,108.652,113.112,116.968,129.21,134.87,141.359,147.59,153.338,160.895
11.923,12.054,12.244,12.544,12.919,13.234,13.679,14.083,14.358,14.421,14.578,14.806,15.065,15.348,15.69,16.146,16.484,16.89,17.561,18.512,19.387,20.473,21.571,22.461,23.104,23.944,24.614,25.335,26.456,27.971,29.22,30.839,32.377,33.398,33.78,34.379,34.521,34.88,35.644,37.047,38.487,39.959,41.519,43.174,44.827,46.353,47.845,49.271,50.68,52.085,53.606,55.733,57.953,59.836,61.206,62.918,64.609,66.588,69.232,72.797,76.702,81.017,85.834,91.031,96.302,101.459,106.314,110.736,114.784,126.85,132.371,137.437,142.774,150.085
10.929,11.136,11.27,11.458,11.747,12.106,12.407,12.83,13.24,13.507,13.585,13.742,13.963,14.215,14.491,14.821,15.259,15.583,15.972,16.609,17.528,18.38,19.443,20.507,21.374,22,22.834,23.516,24.236,25.317,26.755,27.96,29.536,31.065,32.037,32.348,32.697,33.043,33.375,34.123,35.5,36.91,38.338,39.832,41.441,43.047,44.53,45.996,47.415,48.816,50.185,51.662,53.74,55.912,57.79,59.152,60.843,62.545,64.543,67.212,70.748,74.625,78.907,83.684,88.81,93.994,99.038,103.851,108.433,112.464,124.234,128.285,132.488,139.418
9.955,10.144,10.347,10.481,10.664,10.94,11.28,11.566,11.991,12.381,12.65,12.732,12.886,13.101,13.346,13.611,13.928,14.345,14.655,15.023,15.639,16.525,17.359,18.386,19.412,20.233,20.86,21.696,22.39,23.082,24.096,25.475,26.65,28.209,29.637,30.515,30.611,31.17,31.509,31.829,32.559,33.875,35.22,36.575,38.032,39.614,41.201,42.676,44.13,45.515,46.853,48.148,49.595,51.634,53.807,55.652,57.015,58.739,60.465,62.491,65.113,68.603,72.432,76.68,81.394,86.448,91.515,96.492,101.435,105.972,109.884,119.969,123.19,129.031
9.256,9.177,9.362,9.559,9.69,9.866,10.127,10.447,10.74,11.141,11.522,11.78,11.863,12.014,12.223,12.457,12.712,13.013,13.408,13.7,14.058,14.654,15.512,16.315,17.299,18.254,19.059,19.696,20.544,21.209,21.848,22.82,24.154,25.322,26.753,28.068,28.722,29.053,29.611,29.924,30.228,30.903,32.137,33.401,34.725,36.174,37.756,39.341,40.801,42.198,43.5,44.738,46.007,47.442,49.495,51.614,53.446,54.878,56.619,58.373,60.334,62.917,66.347,70.146,74.338,78.988,83.915,88.884,93.965,98.841,103.24,105.71,114.734,119.618
8.728,8.473,8.41,8.587,8.775,8.902,9.069,9.314,9.633,9.91,10.296,10.656,10.901,10.985,11.133,11.332,11.556,11.797,12.082,12.45,12.734,13.084,13.662,14.482,15.251,16.152,17.073,17.871,18.536,19.346,19.957,20.573,21.516,22.83,23.878,25.197,26.275,27.131,27.479,27.991,28.277,28.537,29.153,30.303,31.535,32.855,34.314,35.893,37.452,38.843,40.149,41.341,42.551,43.81,45.28,47.273,49.358,51.259,52.714,54.483,56.157,58.091,60.632,64.032,67.769,71.895,76.401,81.192,86.242,91.245,95.965,98.915,100.681,111.038
8.273,7.93,7.707,7.657,7.825,8.002,8.123,8.28,8.525,8.824,9.091,9.453,9.789,10.021,10.105,10.247,10.436,10.647,10.874,11.138,11.489,11.766,12.11,12.664,13.441,14.135,14.995,15.892,16.704,17.344,18.095,18.684,19.291,20.233,21.416,22.375,23.459,24.694,25.533,25.843,26.31,26.56,26.786,27.348,28.459,29.676,30.999,32.444,33.991,35.477,36.783,37.986,39.148,40.337,41.617,43.042,44.984,47.135,49.028,50.537,52.217,53.874,55.79,58.317,61.64,65.294,69.248,73.583,78.437,83.406,88.238,91.551,93.802,97.081
7.779,7.459,7.158,6.963,6.924,7.081,7.246,7.36,7.52,7.748,8.031,8.281,8.615,8.928,9.146,9.228,9.363,9.541,9.738,9.947,10.199,10.533,10.806,11.139,11.664,12.366,13.022,13.851,14.744,15.527,16.125,16.842,17.425,18.053,18.896,19.978,20.717,21.929,23.105,23.876,24.158,24.594,24.819,25.014,25.559,26.636,27.831,29.122,30.535,32.018,33.43,34.652,35.819,36.942,38.118,39.351,40.724,42.739,44.856,46.802,48.241,49.909,51.566,53.477,55.929,59.139,62.585,66.333,70.722,75.5,80.286,83.786,86.414,90.067
7.4,6.955,6.677,6.414,6.244,6.214,6.359,6.511,6.629,6.778,6.993,7.254,7.484,7.792,8.08,8.283,8.363,8.489,8.654,8.835,9.033,9.273,9.595,9.859,10.178,10.649,11.302,11.932,12.749,13.609,14.345,14.918,15.621,16.229,16.791,17.551,18.393,19.255,20.385,21.472,22.19,22.473,22.884,23.076,23.264,23.785,24.814,25.956,27.215,28.584,30.009,31.351,32.531,33.635,34.709,35.833,36.992,38.466,40.44,42.614,44.477,45.922,47.599,49.248,51.082,53.415,56.377,59.584,63.383,67.708,72.295,75.829,78.657,82.57
6.745,6.557,6.171,5.93,5.7,5.554,5.531,5.663,5.812,5.921,6.062,6.26,6.497,6.708,6.989,7.253,7.439,7.514,7.631,7.781,7.952,8.141,8.373,8.678,8.931,9.218,9.652,10.268,10.891,11.681,12.491,13.189,13.757,14.477,15.031,15.525,16.06,16.989,17.774,18.818,19.831,20.534,20.811,21.174,21.348,21.517,21.999,22.961,24.073,25.305,26.632,28,29.283,30.378,31.401,32.417,33.444,34.718,36.172,38.22,40.298,42.14,43.615,45.272,46.835,48.545,50.624,53.316,56.571,60.317,64.45,67.841,70.714,74.735
5.921,5.917,5.761,5.427,5.218,5.021,4.895,4.878,5.006,5.141,5.245,5.374,5.553,5.768,5.96,6.213,6.451,6.62,6.691,6.797,6.937,7.099,7.283,7.504,7.79,8.019,8.28,8.69,9.29,9.9,10.645,11.406,12.086,12.681,13.342,13.825,14.109,14.735,15.566,16.291,17.262,18.238,18.902,19.141,19.465,19.609,19.748,20.192,21.128,22.222,23.42,24.695,25.989,27.165,28.16,29.116,30.026,31.177,32.433,33.99,35.935,37.96,39.809,41.27,42.83,44.265,45.722,47.538,50.276,53.476,57.035,59.997,62.728,66.737
4.929,5.136,5.141,5.011,4.723,4.546,4.377,4.271,4.265,4.381,4.505,4.6,4.717,4.878,5.071,5.242,5.469,5.682,5.834,5.898,5.997,6.131,6.287,6.463,6.671,6.927,7.133,7.383,7.79,8.373,8.951,9.646,10.379,11.071,11.617,12.194,12.464,12.851,13.397,14.159,14.832,15.758,16.664,17.255,17.461,17.74,17.853,17.982,18.435,19.356,20.41,21.548,22.742,23.919,24.983,25.903,26.753,27.797,28.931,30.284,31.745,33.612,35.617,37.426,38.81,40.239,41.416,42.619,44.508,47.178,50.194,52.568,54.881,58.724
4.17,4.222,4.408,4.417,4.308,4.065,3.916,3.773,3.691,3.689,3.795,3.906,3.992,4.096,4.239,4.41,4.563,4.763,4.951,5.085,5.147,5.242,5.371,5.52,5.684,5.869,6.097,6.294,6.554,6.957,7.505,8.043,8.709,9.44,10.069,10.536,10.897,11.265,11.591,12.089,12.785,13.422,14.266,15.071,15.596,15.775,16.016,16.127,16.289,16.753,17.625,18.602,19.653,20.735,21.806,22.78,23.599,24.597,25.623,26.836,28.067,29.442,31.276,33.228,34.95,36.224,37.384,38.305,39.594,41.426,43.916,45.706,47.457,50.885
3.374,3.522,3.575,3.736,3.747,3.659,3.455,3.331,3.218,3.151,3.155,3.249,3.347,3.423,3.516,3.641,3.79,3.924,4.099,4.263,4.384,4.445,4.538,4.661,4.8,4.942,5.105,5.32,5.53,5.796,6.177,6.682,7.198,7.859,8.514,9.053,9.323,9.765,10.075,10.37,10.818,11.456,12.022,12.763,13.478,13.953,14.114,14.351,14.493,14.677,15.107,15.884,16.773,17.726,18.721,19.692,20.567,21.546,22.522,23.604,24.659,25.775,27.128,28.92,30.786,32.383,33.392,34.275,35.279,36.513,38.198,39.426,40.632,43.51
2.717,2.808,2.938,2.986,3.123,3.136,3.065,2.897,2.801,2.709,2.657,2.663,2.745,2.83,2.897,2.978,3.087,3.216,3.331,3.481,3.625,3.736,3.798,3.888,4.002,4.12,4.246,4.401,4.623,4.839,5.093,5.445,5.924,6.441,7.023,7.583,7.926,8.279,8.656,8.932,9.19,9.59,10.142,10.63,11.284,11.933,12.365,12.539,12.787,12.94,13.094,13.444,14.137,14.946,15.835,16.728,17.603,18.642,19.594,20.601,21.491,22.4,23.49,24.839,26.563,28.292,29.582,30.302,31.248,32.185,33.299,33.752,34.462,36.775
2.22,2.224,2.305,2.415,2.456,2.572,2.585,2.528,2.398,2.321,2.249,2.209,2.216,2.286,2.359,2.417,2.487,2.579,2.689,2.787,2.917,3.045,3.147,3.209,3.293,3.388,3.491,3.612,3.779,4,4.206,4.442,4.779,5.253,5.701,6.193,6.564,6.97,7.269,7.599,7.834,8.056,8.388,8.859,9.286,9.879,10.465,10.88,11.066,11.304,11.409,11.493,11.797,12.433,13.197,13.986,14.789,15.831,16.826,17.791,18.573,19.296,20.177,21.279,22.597,24.182,25.566,26.511,27.291,28.151,28.977,28.923,28.985,30.738
1.792,1.785,1.794,1.862,1.952,1.987,2.084,2.096,2.059,1.954,1.896,1.84,1.808,1.816,1.875,1.936,1.985,2.044,2.122,2.213,2.298,2.411,2.525,2.619,2.678,2.747,2.829,2.929,3.062,3.23,3.436,3.627,3.858,4.198,4.604,4.976,5.296,5.712,6.056,6.313,6.592,6.79,6.963,7.238,7.646,8.035,8.566,9.107,9.5,9.677,9.842,9.87,9.935,10.231,10.84,11.51,12.213,13.186,14.171,15.159,15.875,16.476,17.169,18.072,19.15,20.346,21.572,22.568,23.529,24.231,24.974,24.723,24.4,25.435
1.331,1.414,1.414,1.422,1.477,1.551,1.581,1.659,1.677,1.648,1.569,1.524,1.48,1.455,1.463,1.511,1.562,1.603,1.652,1.715,1.793,1.867,1.967,2.067,2.151,2.198,2.258,2.338,2.448,2.583,2.741,2.929,3.116,3.357,3.643,3.976,4.201,4.558,4.906,5.2,5.414,5.648,5.799,5.936,6.171,6.535,6.881,7.363,7.857,8.209,8.314,8.387,8.4,8.491,8.799,9.326,9.912,10.788,11.699,12.668,13.383,13.91,14.481,15.2,16.073,17.024,17.878,18.703,19.69,20.547,21.138,20.921,20.494,21.03
0.919,1.03,1.099,1.1,1.107,1.151,1.21,1.235,1.303,1.318,1.299,1.238,1.203,1.169,1.151,1.158,1.197,1.238,1.272,1.311,1.365,1.431,1.497,1.583,1.669,1.736,1.778,1.836,1.924,2.037,2.164,2.307,2.487,2.684,2.883,3.113,3.313,3.574,3.867,4.161,4.405,4.583,4.767,4.885,4.998,5.207,5.521,5.834,6.267,6.703,6.953,6.975,7.023,7.069,7.196,7.459,7.909,8.672,9.484,10.38,11.065,11.581,12.075,12.668,13.354,14.094,14.709,15.188,16.008,16.884,17.597,17.378,17.041,17.32
0.633,0.697,0.785,0.839,0.839,0.846,0.881,0.927,0.952,1.006,1.02,1.007,0.96,0.933,0.908,0.894,0.9,0.931,0.964,0.99,1.023,1.069,1.126,1.183,1.255,1.324,1.38,1.421,1.487,1.578,1.683,1.797,1.935,2.119,2.28,2.436,2.557,2.782,2.992,3.237,3.479,3.682,3.82,3.964,4.059,4.16,4.336,4.613,4.894,5.274,5.592,5.739,5.743,5.816,5.897,6.003,6.22,6.854,7.556,8.356,8.971,9.453,9.929,10.437,10.989,11.543,11.96,12.223,12.736,13.466,14.18,14.187,13.901,14.1
0.46,0.471,0.522,0.588,0.627,0.629,0.634,0.661,0.701,0.721,0.764,0.776,0.766,0.731,0.711,0.692,0.682,0.686,0.711,0.736,0.758,0.786,0.826,0.874,0.921,0.978,1.033,1.083,1.131,1.2,1.284,1.378,1.488,1.63,1.78,1.903,1.97,2.119,2.297,2.469,2.669,2.869,3.028,3.133,3.247,3.328,3.41,3.566,3.81,4.058,4.33,4.537,4.642,4.675,4.771,4.836,4.917,5.338,5.919,6.611,7.141,7.559,7.996,8.47,8.933,9.357,9.616,9.715,10.038,10.505,11.084,11.2,11.132,11.242
0.358,0.336,0.346,0.383,0.431,0.46,0.462,0.467,0.491,0.521,0.537,0.57,0.579,0.572,0.546,0.531,0.517,0.51,0.514,0.532,0.553,0.572,0.596,0.628,0.667,0.704,0.748,0.795,0.847,0.898,0.962,1.036,1.125,1.238,1.352,1.465,1.515,1.61,1.723,1.868,2.006,2.168,2.324,2.445,2.526,2.62,2.684,2.759,2.898,3.11,3.276,3.449,3.601,3.709,3.766,3.84,3.887,4.175,4.57,5.14,5.581,5.928,6.301,6.727,7.146,7.49,7.65,7.636,7.816,8.117,8.474,8.566,8.607,8.778
0.245,0.256,0.241,0.248,0.275,0.309,0.331,0.333,0.34,0.357,0.381,0.393,0.417,0.424,0.419,0.4,0.39,0.379,0.374,0.377,0.392,0.409,0.425,0.445,0.471,0.5,0.527,0.564,0.61,0.66,0.707,0.763,0.833,0.923,1.013,1.097,1.146,1.219,1.289,1.379,1.493,1.604,1.727,1.844,1.937,2.003,2.076,2.134,2.205,2.326,2.465,2.559,2.683,2.821,2.932,2.973,3.026,3.262,3.539,3.939,4.285,4.558,4.864,5.223,5.593,5.901,6.01,5.938,6.02,6.198,6.417,6.398,6.437,6.601
