"1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025","2026","2027","2028","2029","2030","2031","2032","2033","2034","2035","2036","2037","2038","2039","2040","2041","2042","2043","2044","2045","2046","2047","2048","2049","2050","2051","2052","2053","2054","2055","2056","2057","2058","2059","2060","2061","2062","2063","2064","2065","2066","2067","2068","2069","2070","2071","2072","2073","2074","2075","2076","2077","2078","2079","2080","2081","2082","2083","2084","2085","2086","2087","2088","2089","2090","2091","2092","2093","2094","2095","2096","2097","2098","2099","2100"
31.359,31.669,32.008,32.541,32.98,33.37,33.786,34.041,34.299,34.638,35.233,36.05,37.047,38.375,39.76,41.185,42.736,44.468,46.282,48.538,50.736,51.974,53.389,55.365,57.306,59.121,60.66,62.02,63.337,64.341,65.102,65.906,66.344,66.911,68.279,70.034,71.885,73.924,76.002,77.911,79.877,81.98,84.379,87.035,89.901,93.197,96.732,100.286,104.335,108.493,112.278,116.288,120.376,124.192,128.323,131.641,134.17,137.791,142.549,147.96,152.87,156.712,159.9,163.192,166.938,170.573,173.804,176.394,178.284,180.036,181.986,184.233,186.77,188.328,188.876,189.524,189.392,188.969,189.417,189.582,189.889,191.266,193.194,195.385,196.702,198.087,200.353,202.53,202.484,199.703,194.728,188.68,184.665,183.341,183.713,184.782,185.677,186.037,186.124,186.125,186.357,186.769,187.094,187.257,187.404,187.372,187.145,186.781,186.123,185.239,184.117,182.655,181.115,179.655,178.224,176.882,175.632,174.48,173.361,172.415,171.583,170.626,169.741,168.944,168.105,167.197,166.269,165.385,164.505,163.509,162.531,161.734,160.917,160.02,159.168,158.38,157.483,156.452,155.369,154.22,153.025,151.834,150.687,149.609,148.645,147.616,146.569,145.59,144.61,143.647,142.61
30.416,31.148,31.447,31.759,32.276,32.715,33.105,33.517,33.745,34.025,34.425,35.047,35.867,36.852,38.166,39.535,40.913,42.411,44.09,45.811,47.969,50.038,51.173,52.549,54.534,56.459,58.096,59.608,61.033,62.306,63.25,63.871,64.111,64.621,65.86,67.354,69.038,70.826,72.894,74.981,76.905,78.735,80.772,83.219,85.922,88.816,92.014,95.512,99.106,103.116,107.015,110.671,114.76,118.88,122.748,126.901,130.269,132.904,136.522,141.246,146.716,151.731,155.623,158.792,161.995,165.599,169.316,172.597,174.955,176.712,178.81,181.033,183.405,186.153,187.732,188.306,188.96,188.835,188.417,188.873,189.043,189.356,190.738,192.669,194.864,196.187,197.569,199.833,202.014,201.972,199.2,194.242,188.214,184.214,182.9,183.276,184.347,185.237,185.601,185.699,185.705,185.941,186.364,186.697,186.859,187.003,186.978,186.762,186.405,185.748,184.865,183.745,182.291,180.766,179.315,177.884,176.55,175.311,174.17,173.056,172.109,171.286,170.339,169.454,168.657,167.827,166.936,166.022,165.139,164.256,163.264,162.292,161.494,160.681,159.79,158.944,158.157,157.263,156.239,155.164,154.019,152.821,151.63,150.485,149.411,148.452,147.429,146.385,145.411,144.435,143.472
29.094,30.208,30.926,31.197,31.492,32.01,32.447,32.832,33.215,33.467,33.811,34.238,34.864,35.674,36.648,37.945,39.262,40.586,42.032,43.617,45.241,47.267,49.224,50.316,51.704,53.672,55.42,57.032,58.606,59.983,61.185,61.978,62.079,62.431,63.602,64.96,66.388,68.015,69.832,71.907,74.008,75.803,77.569,79.651,82.116,84.812,87.606,90.766,94.304,97.857,101.601,105.37,109.114,113.24,117.413,121.307,125.508,128.977,131.611,135.198,139.987,145.565,150.629,154.501,157.583,160.647,164.337,168.108,171.143,173.357,175.458,177.825,180.185,182.787,185.553,187.153,187.733,188.393,188.271,187.863,188.324,188.5,188.821,190.208,192.143,194.342,195.661,197.042,199.31,201.491,201.451,198.692,193.751,187.744,183.759,182.453,182.831,183.897,184.788,185.165,185.267,185.279,185.526,185.957,186.286,186.446,186.596,186.582,186.372,186.016,185.36,184.48,183.365,181.926,180.411,178.96,177.537,176.215,174.988,173.853,172.738,171.798,170.986,170.041,169.156,168.368,167.556,166.679,165.765,164.878,164,163.013,162.04,161.245,160.44,159.555,158.71,157.925,157.04,156.024,154.952,153.804,152.606,151.417,150.275,149.207,148.254,147.234,146.196,145.227,144.251
27.892,28.891,29.988,30.674,30.927,31.226,31.741,32.173,32.529,32.934,33.251,33.624,34.057,34.675,35.472,36.428,37.673,38.935,40.206,41.56,43.052,44.547,46.462,48.368,49.469,50.839,52.63,54.351,56.023,57.549,58.849,59.896,60.225,60.477,61.465,62.748,64.045,65.421,67.075,68.899,70.986,72.965,74.699,76.508,78.578,81.001,83.596,86.352,89.552,93.047,96.334,99.95,103.809,107.594,111.775,115.973,119.912,124.209,127.674,130.28,133.936,138.837,144.463,149.508,153.297,156.242,159.396,163.141,166.66,169.544,172.099,174.462,176.971,179.572,182.189,184.967,186.571,187.157,187.819,187.706,187.305,187.772,187.956,188.284,189.677,191.617,193.81,195.126,196.515,198.782,200.96,200.929,198.183,193.261,187.273,183.299,181.999,182.371,183.439,184.343,184.722,184.83,184.855,185.11,185.537,185.863,186.029,186.19,186.182,185.972,185.615,184.961,184.087,182.988,181.559,180.043,178.601,177.19,175.881,174.66,173.523,172.415,171.487,170.675,169.731,168.856,168.087,167.29,166.413,165.495,164.612,163.738,162.75,161.781,160.994,160.195,159.313,158.47,157.694,156.816,155.804,154.728,153.578,152.382,151.197,150.061,148.999,148.05,147.037,146.003,145.034
27.074,27.692,28.674,29.736,30.403,30.66,30.956,31.465,31.869,32.246,32.717,33.063,33.444,33.87,34.474,35.254,36.158,37.348,38.556,39.74,41.005,42.373,43.765,45.629,47.541,48.627,49.827,51.592,53.37,54.993,56.438,57.584,58.213,58.717,59.576,60.667,61.894,63.142,64.544,66.204,68.037,70.012,71.933,73.705,75.474,77.472,79.796,82.353,85.149,88.306,91.537,94.699,98.408,102.311,106.151,110.354,114.593,118.623,122.909,126.339,129.018,132.794,137.748,143.357,148.321,151.977,155.013,158.22,161.71,165.078,168.301,171.106,173.611,176.366,178.98,181.604,184.383,185.99,186.578,187.246,187.141,186.747,187.221,187.413,187.75,189.148,191.083,193.271,194.595,195.983,198.248,200.43,200.405,197.674,192.771,186.798,182.835,181.532,181.908,182.988,183.893,184.278,184.398,184.431,184.683,185.106,185.438,185.614,185.782,185.774,185.564,185.208,184.559,183.701,182.612,181.182,179.674,178.245,176.847,175.544,174.321,173.191,172.096,171.169,170.357,169.422,168.567,167.815,167.017,166.136,165.221,164.344,163.469,162.486,161.524,160.744,159.946,159.064,158.23,157.463,156.589,155.573,154.495,153.348,152.156,150.977,149.848,148.79,147.847,146.838,145.804
26.353,26.872,27.478,28.427,29.467,30.134,30.389,30.68,31.162,31.587,32.029,32.529,32.886,33.258,33.668,34.255,34.984,35.836,36.973,38.097,39.199,40.349,41.619,42.962,44.831,46.725,47.648,48.824,50.642,52.371,53.914,55.21,55.984,56.803,57.879,58.836,59.875,61.056,62.328,63.733,65.4,67.131,69.051,71.004,72.715,74.389,76.291,78.579,81.175,83.928,86.826,89.936,93.192,96.945,100.901,104.761,109.001,113.323,117.34,121.585,125.084,127.888,131.721,136.663,142.196,147.032,150.775,153.863,156.821,160.165,163.865,167.325,170.266,173.017,175.78,178.396,181.021,183.8,185.407,186.002,186.677,186.577,186.192,186.674,186.874,187.219,188.612,190.542,192.738,194.061,195.448,197.716,199.901,199.887,197.17,192.28,186.321,182.362,181.065,181.453,182.534,183.445,183.841,183.97,184,184.248,184.677,185.02,185.203,185.369,185.36,185.15,184.8,184.167,183.319,182.228,180.806,179.313,177.896,176.505,175.2,173.984,172.868,171.774,170.847,170.044,169.13,168.292,167.537,166.736,165.858,164.95,164.071,163.201,162.224,161.269,160.49,159.694,158.821,157.996,157.233,156.356,155.338,154.262,153.119,151.933,150.76,149.636,148.584,147.645,146.637
25.238,26.149,26.657,27.233,28.162,29.199,29.861,30.113,30.38,30.881,31.368,31.84,32.349,32.697,33.053,33.447,33.986,34.665,35.467,36.523,37.571,38.564,39.623,40.847,42.198,44.048,45.779,46.68,47.91,49.681,51.333,52.733,53.696,54.671,56.028,57.191,58.1,59.1,60.3,61.573,62.983,64.555,66.236,68.183,70.055,71.653,73.237,75.106,77.433,79.987,82.492,85.273,88.474,91.775,95.578,99.55,103.445,107.761,112.064,116.039,120.347,123.966,126.833,130.661,135.536,140.946,145.865,149.655,152.501,155.321,158.989,162.913,166.5,169.681,172.438,175.2,177.817,180.443,183.219,184.83,185.431,186.109,186.018,185.643,186.132,186.341,186.684,188.075,190.012,192.204,193.528,194.919,197.19,199.381,199.375,196.667,191.791,185.839,181.89,180.609,181.001,182.087,183.008,183.412,183.537,183.564,183.818,184.257,184.607,184.789,184.955,184.946,184.742,184.407,183.784,182.933,181.851,180.443,178.962,177.552,176.159,174.862,173.66,172.544,171.451,170.534,169.751,168.852,168.013,167.255,166.458,165.586,164.677,163.802,162.939,161.969,161.016,160.239,159.452,158.588,157.767,156.999,156.119,155.104,154.034,152.897,151.716,150.549,149.43,148.383,147.445
23.773,25.035,25.933,26.413,26.971,27.898,28.929,29.584,29.812,30.099,30.66,31.177,31.659,32.158,32.49,32.83,33.178,33.669,34.301,35.029,36.014,36.959,37.868,38.883,40.12,41.461,43.156,44.859,45.813,47.002,48.699,50.215,51.316,52.478,53.953,55.389,56.509,57.383,58.399,59.598,60.871,62.196,63.72,65.423,67.275,69.022,70.534,72.088,73.997,76.285,78.6,80.994,83.864,87.106,90.456,94.274,98.278,102.246,106.54,110.799,114.834,119.254,122.933,125.799,129.568,134.329,139.821,144.783,148.342,151.056,154.188,158.067,162.109,165.928,169.113,171.865,174.628,177.245,179.868,182.644,184.259,184.864,185.55,185.468,185.102,185.599,185.806,186.148,187.546,189.482,191.672,193,194.397,196.673,198.867,198.865,196.167,191.297,185.361,181.433,180.158,180.555,181.65,182.578,182.98,183.102,183.135,183.4,183.846,184.195,184.376,184.542,184.539,184.35,184.024,183.399,182.555,181.487,180.09,178.617,177.206,175.821,174.536,173.336,172.222,171.138,170.24,169.474,168.575,167.732,166.979,166.186,165.314,164.409,163.542,162.685,161.718,160.767,159.999,159.22,158.361,157.536,156.766,155.889,154.878,153.813,152.683,151.507,150.345,149.232,148.185
22.334,23.575,24.82,25.688,26.153,26.712,27.634,28.655,29.285,29.532,29.878,30.466,30.992,31.464,31.946,32.263,32.56,32.865,33.313,33.875,34.535,35.422,36.288,37.157,38.2,39.446,40.649,42.319,44.063,44.98,46.103,47.675,48.913,50.195,51.816,53.361,54.757,55.844,56.731,57.743,58.94,60.135,61.414,62.956,64.555,66.27,67.934,69.421,71.016,72.891,74.954,77.164,79.641,82.549,85.838,89.204,93.052,97.124,101.071,105.322,109.634,113.775,118.249,121.925,124.737,128.405,133.248,138.782,143.524,146.956,149.965,153.298,157.286,161.548,165.369,168.547,171.3,174.063,176.677,179.3,182.077,183.694,184.306,184.998,184.924,184.569,185.064,185.272,185.623,187.02,188.954,191.147,192.48,193.883,196.162,198.357,198.36,195.665,190.806,184.895,180.98,179.713,180.121,181.223,182.148,182.546,182.675,182.719,182.99,183.435,183.784,183.966,184.138,184.149,183.967,183.639,183.022,182.192,181.135,179.746,178.272,176.869,175.498,174.215,173.016,171.911,170.846,169.964,169.197,168.296,167.458,166.709,165.917,165.049,164.151,163.291,162.436,161.471,160.529,159.768,158.994,158.132,157.305,156.538,155.666,154.661,153.602,152.476,151.307,150.149,149.037
21.151,22.142,23.365,24.579,25.43,25.896,26.454,27.366,28.36,29.005,29.308,29.68,30.275,30.791,31.247,31.715,31.994,32.252,32.517,32.898,33.394,33.962,34.773,35.602,36.523,37.603,38.727,39.91,41.617,43.322,44.179,45.19,46.503,47.9,49.593,51.275,52.786,54.151,55.247,56.128,57.134,58.261,59.414,60.705,62.128,63.578,65.218,66.861,68.387,69.953,71.617,73.579,75.868,78.381,81.336,84.642,88.038,91.951,96.002,99.909,104.207,108.614,112.805,117.272,120.894,123.614,127.365,132.256,137.585,142.202,145.907,149.103,152.538,156.738,161.001,164.811,167.988,170.74,173.5,176.115,178.739,181.514,183.135,183.754,184.453,184.388,184.033,184.529,184.745,185.099,186.496,188.434,190.629,191.969,193.376,195.656,197.851,197.851,195.165,190.33,184.435,180.532,179.28,179.696,180.794,181.715,182.119,182.258,182.31,182.582,183.026,183.376,183.564,183.749,183.767,183.584,183.264,182.659,181.84,180.79,179.401,177.935,176.545,175.176,173.896,172.707,171.62,170.57,169.689,168.919,168.022,167.19,166.442,165.654,164.793,163.902,163.044,162.192,161.236,160.302,159.546,158.768,157.905,157.082,156.32,155.452,154.452,153.399,152.28,151.115,149.958
20.256,20.963,21.939,23.132,24.326,25.174,25.639,26.192,27.078,28.083,28.776,29.103,29.482,30.067,30.57,31.014,31.446,31.688,31.907,32.109,32.428,32.837,33.336,34.114,35.014,35.997,36.972,38.078,39.297,40.969,42.61,43.364,44.143,45.593,47.355,49.099,50.752,52.237,53.605,54.691,55.565,56.509,57.596,58.755,59.916,61.179,62.561,64.183,65.862,67.363,68.734,70.306,72.341,74.662,77.222,80.195,83.531,86.992,90.887,94.9,98.849,103.231,107.683,111.865,116.276,119.808,122.612,126.418,131.123,136.329,141.196,145.071,148.362,152,156.202,160.452,164.259,167.434,170.183,172.941,175.556,178.18,180.958,182.582,183.207,183.912,183.848,183.495,184,184.22,184.575,185.976,187.917,190.117,191.461,192.871,195.149,197.338,197.343,194.675,189.856,183.978,180.095,178.853,179.267,180.363,181.289,181.702,181.849,181.9,182.174,182.62,182.975,183.175,183.367,183.386,183.21,182.901,182.306,181.494,180.445,179.065,177.611,176.225,174.858,173.588,172.415,171.343,170.294,169.411,168.647,167.756,166.924,166.18,165.399,164.546,163.657,162.802,161.958,161.01,160.08,159.322,158.545,157.685,156.865,156.108,155.247,154.252,153.204,152.089,150.927
19.511,20.07,20.765,21.713,22.887,24.075,24.918,25.378,25.91,26.806,27.852,28.565,28.899,29.269,29.842,30.334,30.745,31.141,31.347,31.507,31.649,31.886,32.23,32.702,33.566,34.545,35.434,36.395,37.535,38.726,40.334,41.871,42.417,43.323,45.098,46.901,48.621,50.251,51.736,53.093,54.167,54.986,55.894,56.98,58,58.993,60.197,61.565,63.221,64.876,66.195,67.481,69.124,71.192,73.558,76.136,79.14,82.537,85.984,89.844,93.894,97.919,102.34,106.78,110.907,115.229,118.84,121.704,125.341,129.931,135.365,140.383,144.345,147.833,151.472,155.66,159.905,163.707,166.877,169.626,172.384,174.998,177.622,180.399,182.028,182.66,183.365,183.304,182.962,183.468,183.69,184.053,185.458,187.403,189.606,190.952,192.363,194.637,196.826,196.844,194.186,189.383,183.529,179.661,178.422,178.835,179.935,180.87,181.291,181.438,181.492,181.767,182.219,182.585,182.792,182.984,183.01,182.845,182.547,181.958,181.147,180.106,178.738,177.287,175.904,174.547,173.293,172.136,171.065,170.017,169.138,168.38,167.49,166.663,165.927,165.152,164.301,163.416,162.569,161.733,160.788,159.857,159.1,158.326,157.47,156.656,155.905,155.048,154.06,153.017,151.903
18.827,19.324,19.874,20.546,21.477,22.645,23.823,24.658,25.099,25.642,26.578,27.639,28.355,28.681,29.041,29.602,30.064,30.441,30.802,30.951,31.054,31.121,31.299,31.622,32.189,33.142,34.038,34.914,35.91,37.025,38.159,39.668,40.999,41.661,42.87,44.678,46.459,48.158,49.786,51.258,52.6,53.626,54.411,55.315,56.258,57.108,58.047,59.239,60.638,62.272,63.758,65.001,66.355,68.03,70.139,72.525,75.135,78.197,81.581,84.997,88.891,93.008,97.068,101.475,105.859,109.903,114.296,117.961,120.674,124.207,129.008,134.576,139.671,143.819,147.306,150.931,155.113,159.352,163.148,166.316,169.064,171.821,174.435,177.06,179.838,181.47,182.103,182.809,182.756,182.419,182.929,183.159,183.528,184.939,186.886,189.089,190.438,191.846,194.119,196.315,196.339,193.695,188.912,183.079,179.22,177.984,178.404,179.511,180.452,180.874,181.024,181.081,181.361,181.824,182.197,182.406,182.605,182.64,182.486,182.194,181.607,180.803,179.773,178.409,176.963,175.589,174.25,173.01,171.854,170.784,169.74,168.869,168.112,167.226,166.407,165.678,164.906,164.059,163.181,162.341,161.51,160.565,159.636,158.881,158.112,157.261,156.453,155.707,154.856,153.871,152.83
18.197,18.64,19.128,19.657,20.315,21.242,22.4,23.567,24.38,24.834,25.415,26.366,27.428,28.134,28.45,28.799,29.331,29.758,30.102,30.407,30.503,30.538,30.555,30.716,31.141,31.807,32.684,33.569,34.481,35.456,36.515,37.557,38.87,40.297,41.24,42.48,44.265,46.026,47.721,49.338,50.795,52.092,53.084,53.862,54.622,55.395,56.197,57.125,58.344,59.724,61.2,62.617,63.926,65.313,67.031,69.159,71.572,74.237,77.289,80.645,84.094,88.049,92.196,96.243,100.597,104.897,109.004,113.445,116.969,119.588,123.32,128.24,133.878,139.149,143.292,146.762,150.382,154.557,158.788,162.58,165.746,168.491,171.248,173.863,176.488,179.267,180.897,181.531,182.244,182.197,181.865,182.381,182.618,182.995,184.411,186.359,188.563,189.909,191.319,193.6,195.797,195.827,193.201,188.438,182.618,178.768,177.542,177.97,179.084,180.025,180.45,180.603,180.667,180.958,181.428,181.804,182.019,182.227,182.272,182.125,181.833,181.254,180.462,179.436,178.077,176.641,175.284,173.957,172.72,171.566,170.502,169.465,168.595,167.844,166.966,166.154,165.427,164.66,163.82,162.95,162.115,161.284,160.341,159.415,158.665,157.901,157.056,156.254,155.512,154.666,153.684
17.52,18.008,18.443,18.913,19.43,20.085,21.005,22.151,23.294,24.114,24.605,25.204,26.157,27.206,27.898,28.203,28.526,29.023,29.418,29.709,29.965,30.002,29.995,29.997,30.264,30.791,31.389,32.258,33.18,34.075,34.993,35.964,36.826,38.224,39.901,40.871,42.09,43.856,45.614,47.3,48.9,50.316,51.579,52.56,53.197,53.791,54.52,55.31,56.264,57.464,58.699,60.114,61.593,62.934,64.362,66.098,68.251,70.715,73.372,76.4,79.787,83.294,87.275,91.407,95.405,99.677,104.031,108.18,112.487,115.923,118.73,122.567,127.555,133.36,138.619,142.741,146.206,149.821,153.987,158.212,161.998,165.16,167.905,170.661,173.277,175.904,178.677,180.306,180.948,181.665,181.623,181.3,181.822,182.067,182.452,183.869,185.819,188.018,189.367,190.786,193.067,195.267,195.309,192.696,187.947,182.143,178.31,177.096,177.532,178.647,179.59,180.018,180.178,180.252,180.552,181.024,181.405,181.631,181.848,181.899,181.754,181.47,180.901,180.114,179.094,177.744,176.324,174.98,173.657,172.423,171.275,170.219,169.185,168.321,167.577,166.706,165.897,165.174,164.415,163.583,162.718,161.884,161.054,160.116,159.195,158.451,157.692,156.853,156.055,155.319,154.475
16.814,17.328,17.808,18.227,18.685,19.201,19.852,20.762,21.886,23.032,23.884,24.395,25,25.939,26.97,27.648,27.927,28.217,28.681,29.026,29.274,29.477,29.479,29.459,29.565,29.931,30.395,30.988,31.897,32.803,33.642,34.475,35.275,36.221,37.853,39.546,40.496,41.701,43.465,45.214,46.883,48.447,49.83,51.079,51.922,52.398,52.952,53.669,54.481,55.417,56.485,57.666,59.139,60.649,62.028,63.472,65.231,67.432,69.889,72.525,75.584,79.024,82.554,86.522,90.606,94.526,98.843,103.231,107.254,111.48,115.088,117.986,121.891,127.042,132.832,138.061,142.175,145.635,149.242,153.402,157.619,161.4,164.56,167.304,170.06,172.675,175.298,178.067,179.702,180.347,181.067,181.034,180.72,181.25,181.502,181.892,183.313,185.259,187.459,188.816,190.238,192.522,194.727,194.778,192.177,187.442,181.66,177.846,176.643,177.082,178.199,179.145,179.579,179.75,179.833,180.135,180.613,181.005,181.239,181.463,181.517,181.379,181.106,180.542,179.76,178.749,177.415,176.008,174.669,173.35,172.123,170.982,169.929,168.901,168.045,167.308,166.442,165.637,164.923,164.171,163.344,162.481,161.649,160.824,159.891,158.975,158.237,157.483,156.65,155.857,155.124
16.189,16.622,17.128,17.59,17.999,18.456,18.968,19.613,20.504,21.631,22.805,23.673,24.189,24.785,25.706,26.72,27.367,27.615,27.876,28.293,28.598,28.8,28.973,28.962,29.038,29.235,29.54,30.003,30.64,31.533,32.384,33.14,33.814,34.695,35.864,37.511,39.181,40.118,41.325,43.08,44.812,46.446,47.975,49.344,50.462,51.154,51.593,52.136,52.874,53.668,54.483,55.502,56.737,58.239,59.781,61.175,62.641,64.445,66.643,69.082,71.747,74.856,78.315,81.834,85.757,89.766,93.724,98.07,102.338,106.287,110.668,114.345,117.309,121.379,126.516,132.272,137.489,141.595,145.047,148.649,152.8,157.01,160.786,163.944,166.687,169.442,172.054,174.673,177.443,179.078,179.728,180.454,180.429,180.126,180.662,180.922,181.317,182.737,184.685,186.891,188.251,189.678,191.966,194.176,194.232,191.641,186.927,181.169,177.373,176.178,176.621,177.741,178.692,179.137,179.316,179.403,179.712,180.2,180.6,180.841,181.068,181.129,181.001,180.733,180.175,179.403,178.406,177.085,175.685,174.349,173.037,171.817,170.681,169.636,168.617,167.768,167.035,166.173,165.377,164.67,163.923,163.099,162.238,161.412,160.593,159.665,158.756,158.023,157.275,156.447,155.657
15.604,15.993,16.418,16.908,17.361,17.768,18.224,18.73,19.36,20.258,21.41,22.595,23.465,23.973,24.554,25.46,26.44,27.055,27.274,27.491,27.872,28.137,28.313,28.474,28.544,28.695,28.832,29.14,29.648,30.273,31.111,31.882,32.491,33.248,34.344,35.532,37.157,38.807,39.748,40.947,42.685,44.382,45.983,47.498,48.747,49.726,50.381,50.81,51.374,52.096,52.779,53.547,54.615,55.878,57.408,58.962,60.377,61.887,63.691,65.871,68.338,71.05,74.175,77.623,81.101,84.954,88.995,92.978,97.209,101.409,105.498,109.924,113.662,116.795,120.854,125.959,131.7,136.904,140.998,144.445,148.041,152.184,156.387,160.157,163.312,166.054,168.804,171.413,174.033,176.801,178.437,179.094,179.826,179.811,179.518,180.06,180.326,180.724,182.147,184.101,186.308,187.673,189.108,191.4,193.609,193.67,191.095,186.404,180.67,176.889,175.703,176.151,177.275,178.237,178.689,178.872,178.966,179.285,179.781,180.189,180.433,180.667,180.738,180.615,180.353,179.804,179.046,178.062,176.748,175.351,174.024,172.72,171.506,170.378,169.34,168.328,167.485,166.757,165.905,165.117,164.415,163.671,162.85,161.994,161.173,160.36,159.439,158.535,157.809,157.066,156.241
15.044,15.405,15.786,16.197,16.677,17.128,17.534,17.985,18.48,19.119,20.043,21.203,22.384,23.245,23.742,24.311,25.185,26.131,26.715,26.893,27.078,27.421,27.662,27.828,28.052,28.183,28.276,28.419,28.773,29.268,29.845,30.608,31.244,31.937,32.9,34.018,35.191,36.796,38.441,39.375,40.561,42.262,43.925,45.512,46.919,48.043,48.984,49.629,50.081,50.633,51.252,51.889,52.7,53.791,55.079,56.62,58.194,59.65,61.163,62.953,65.159,67.668,70.395,73.508,76.917,80.332,84.213,88.278,92.155,96.319,100.638,104.755,109.237,113.141,116.27,120.302,125.392,131.115,136.304,140.39,143.831,147.419,151.555,155.75,159.515,162.667,165.405,168.152,170.761,173.377,176.143,177.783,178.446,179.186,179.18,178.896,179.445,179.714,180.119,181.549,183.506,185.714,187.088,188.528,190.82,193.029,193.099,190.542,185.873,180.161,176.395,175.219,175.673,176.807,177.774,178.231,178.422,178.526,178.855,179.357,179.768,180.02,180.264,180.34,180.223,179.97,179.435,178.688,177.71,176.402,175.014,173.696,172.399,171.192,170.072,169.042,168.036,167.198,166.48,165.635,164.852,164.154,163.413,162.597,161.749,160.934,160.126,159.212,158.314,157.593,156.854
14.425,14.841,15.194,15.563,15.966,16.444,16.893,17.295,17.737,18.244,18.91,19.841,20.997,22.165,23.012,23.5,24.041,24.886,25.798,26.337,26.485,26.637,26.957,27.188,27.404,27.676,27.75,27.849,28.04,28.38,28.831,29.34,29.982,30.702,31.591,32.58,33.687,34.845,36.444,38.074,38.993,40.145,41.813,43.462,44.953,46.246,47.334,48.266,48.933,49.377,49.834,50.405,51.077,51.906,53.02,54.321,55.881,57.493,58.954,60.456,62.27,64.514,67.036,69.752,72.829,76.179,79.623,83.527,87.491,91.305,95.566,99.892,104.067,108.712,112.612,115.719,119.739,124.814,130.519,135.694,139.771,143.204,146.787,150.916,155.102,158.862,162.007,164.742,167.488,170.094,172.709,175.474,177.117,177.788,178.535,178.537,178.262,178.814,179.09,179.506,180.94,182.899,185.113,186.493,187.935,190.227,192.44,192.521,189.982,185.332,179.642,175.893,174.728,175.193,176.333,177.304,177.768,177.969,178.083,178.418,178.925,179.343,179.604,179.853,179.935,179.827,179.587,179.063,178.323,177.351,176.051,174.673,173.361,172.071,170.875,169.763,168.739,167.739,166.911,166.2,165.361,164.583,163.888,163.154,162.344,161.501,160.693,159.892,158.983,158.091,157.374
13.699,14.221,14.63,14.972,15.333,15.735,16.21,16.655,17.05,17.503,18.037,18.712,19.639,20.781,21.934,22.769,23.233,23.75,24.564,25.43,25.936,26.053,26.185,26.494,26.762,27.016,27.23,27.311,27.458,27.634,27.937,28.328,28.727,29.451,30.356,31.274,32.257,33.351,34.502,36.082,37.69,38.577,39.701,41.356,42.919,44.308,45.566,46.646,47.601,48.262,48.617,49.028,49.626,50.31,51.161,52.288,53.611,55.209,56.824,58.275,59.798,61.647,63.903,66.415,69.097,72.121,75.499,78.967,82.778,86.677,90.569,94.822,99.201,103.537,108.181,112.059,115.159,119.168,124.227,129.914,135.073,139.14,142.568,146.144,150.264,154.443,158.194,161.333,164.067,166.81,169.414,172.029,174.792,176.44,177.119,177.871,177.882,177.613,178.172,178.459,178.881,180.321,182.286,184.503,185.885,187.331,189.625,191.843,191.935,189.411,184.782,179.115,175.385,174.233,174.707,175.85,176.827,177.3,177.511,177.633,177.972,178.487,178.914,179.181,179.436,179.526,179.43,179.201,178.685,177.95,176.987,175.696,174.325,173.022,171.742,170.554,169.449,168.432,167.441,166.62,165.916,165.082,164.308,163.619,162.891,162.088,161.251,160.45,159.655,158.751,157.864
13.052,13.496,14.01,14.408,14.743,15.104,15.504,15.976,16.413,16.82,17.298,17.84,18.512,19.427,20.555,21.694,22.503,22.945,23.438,24.208,25.039,25.512,25.611,25.735,26.073,26.371,26.567,26.788,26.916,27.049,27.192,27.441,27.728,28.204,29.105,30.04,30.954,31.924,33.009,34.142,35.699,37.267,38.129,39.246,40.827,42.303,43.659,44.91,46.011,46.96,47.536,47.847,48.279,48.887,49.593,50.457,51.605,52.964,54.565,56.169,57.639,59.194,61.056,63.302,65.782,68.418,71.469,74.869,78.251,81.999,85.957,89.826,94.128,98.668,103.01,107.631,111.497,114.588,118.585,123.628,129.298,134.441,138.499,141.919,145.489,149.6,153.768,157.51,160.648,163.377,166.118,168.721,171.335,174.099,175.75,176.435,177.193,177.209,176.951,177.519,177.815,178.245,179.691,181.661,183.879,185.263,186.714,189.014,191.237,191.337,188.828,184.221,178.578,174.87,173.732,174.21,175.358,176.344,176.827,177.045,177.173,177.52,178.043,178.476,178.749,179.012,179.114,179.03,178.807,178.296,177.57,176.615,175.333,173.97,172.678,171.407,170.226,169.128,168.12,167.139,166.326,165.625,164.796,164.029,163.346,162.625,161.828,160.999,160.203,159.414,158.517
