Location,Sex,year,age,px
Colombia,Male,1968,3,0.9939737
Colombia,Male,1968,4,0.9956678
Colombia,Male,1968,5,0.99684462
Colombia,Male,1968,6,0.99763089
Colombia,Male,1968,7,0.99811285
Colombia,Male,1968,8,0.99837673
Colombia,Male,1968,9,0.99850876
Colombia,Male,1968,10,0.99859617
Colombia,Male,1968,11,0.99860944
Colombia,Male,1968,12,0.99855866
Colombia,Male,1968,13,0.99844735
Colombia,Male,1968,14,0.99827913
Colombia,Male,1968,15,0.99805954
Colombia,Male,1968,16,0.99780117
Colombia,Male,1968,17,0.9975252
Colombia,Male,1968,18,0.99725575
Colombia,Male,1968,19,0.99702119
Colombia,Male,1968,20,0.99684204
Colombia,Male,1968,21,0.99673162
Colombia,Male,1968,22,0.99668944
Colombia,Male,1968,23,0.99670513
Colombia,Male,1968,24,0.99675867
Colombia,Male,1968,25,0.99682853
Colombia,Male,1968,26,0.99689419
Colombia,Male,1968,27,0.9969382
Colombia,Male,1968,28,0.99695212
Colombia,Male,1968,29,0.9969311
Colombia,Male,1968,30,0.9968769
Colombia,Male,1968,31,0.99679341
Colombia,Male,1968,32,0.99668496
Colombia,Male,1968,33,0.99655598
Colombia,Male,1968,34,0.99640831
Colombia,Male,1968,35,0.99624239
Colombia,Male,1968,36,0.9960568
Colombia,Male,1968,37,0.99584902
Colombia,Male,1968,38,0.9956166
Colombia,Male,1968,39,0.99535705
Colombia,Male,1968,40,0.99506821
Colombia,Male,1968,41,0.99474803999999994
Colombia,Male,1968,42,0.99439394
Colombia,Male,1968,43,0.99400278
Colombia,Male,1968,44,0.99356998
Colombia,Male,1968,45,0.99308965
Colombia,Male,1968,46,0.99255522
Colombia,Male,1968,47,0.99195957
Colombia,Male,1968,48,0.99129765
Colombia,Male,1968,49,0.99056649
Colombia,Male,1968,50,0.98976633
Colombia,Male,1968,51,0.98890076
Colombia,Male,1968,52,0.98797117
Colombia,Male,1968,53,0.98697608
Colombia,Male,1968,54,0.98590501
Colombia,Male,1968,55,0.98473689
Colombia,Male,1968,56,0.98344455
Colombia,Male,1968,57,0.98199422
Colombia,Male,1968,58,0.98035858
Colombia,Male,1968,59,0.97852017
Colombia,Male,1968,60,0.97647516
Colombia,Male,1968,61,0.97423854
Colombia,Male,1968,62,0.97182528
Colombia,Male,1968,63,0.96924604
Colombia,Male,1968,64,0.96649216
Colombia,Male,1968,65,0.96352416
Colombia,Male,1968,66,0.96028533
Colombia,Male,1968,67,0.95669871
Colombia,Male,1968,68,0.95269211
Colombia,Male,1968,69,0.9482114
Colombia,Male,1968,70,0.94322151
Colombia,Male,1968,71,0.93772262
Colombia,Male,1968,72,0.93172679
Colombia,Male,1968,73,0.9252553
Colombia,Male,1968,74,0.91832928
Colombia,Male,1968,75,0.91095643
Colombia,Male,1968,76,0.9031318
Colombia,Male,1968,77,0.89482181
Colombia,Male,1968,78,0.88596523
Colombia,Male,1968,79,0.87645562
Colombia,Male,1968,80,0.86616326
Colombia,Male,1968,81,0.85493984
Colombia,Male,1968,82,0.84267533
Colombia,Male,1968,83,0.82938019
Colombia,Male,1968,84,0.81517117
Colombia,Male,1968,85,0.80035604
Colombia,Male,1968,86,0.78528886
Colombia,Male,1968,87,0.77025975
Colombia,Male,1968,88,0.75544764
Colombia,Male,1968,89,0.74071622
Colombia,Male,1968,90,0.72580692
Colombia,Male,1968,91,0.71034147
Colombia,Male,1968,92,0.69400133
Colombia,Male,1968,93,0.67679482
Colombia,Male,1968,94,0.65889603
Colombia,Male,1968,95,0.64307336
Colombia,Male,1968,96,0.62674324
Colombia,Male,1968,97,0.61060444
Colombia,Male,1968,98,0.59472991
Colombia,Male,1968,99,0.57918814
Colombia,Male,1968,100,0
Colombia,Male,1969,0,0.9200581
Colombia,Male,1969,1,0.98844807
Colombia,Male,1969,2,0.99189639
Colombia,Male,1969,3,0.99427085
Colombia,Male,1969,4,0.99587993
Colombia,Male,1969,5,0.99699752
Colombia,Male,1969,6,0.99774409
Colombia,Male,1969,7,0.99820148
Colombia,Male,1969,8,0.99845151
Colombia,Male,1969,9,0.99857603
Colombia,Male,1969,10,0.99865781
Colombia,Male,1969,11,0.99866943
Colombia,Male,1969,12,0.99862048
Colombia,Male,1969,13,0.99851421
Colombia,Male,1969,14,0.99835371
Colombia,Male,1969,15,0.99814382
Colombia,Male,1969,16,0.99789555
Colombia,Male,1969,17,0.99762762
Colombia,Male,1969,18,0.99736118
Colombia,Male,1969,19,0.99712191
Colombia,Male,1969,20,0.9969297
Colombia,Male,1969,21,0.99679868
Colombia,Male,1969,22,0.9967312
Colombia,Male,1969,23,0.99672013
Colombia,Male,1969,24,0.99674907
Colombia,Male,1969,25,0.99679985
Colombia,Male,1969,26,0.99685395
Colombia,Male,1969,27,0.99689468
Colombia,Male,1969,28,0.99691223
Colombia,Male,1969,29,0.99689954
Colombia,Male,1969,30,0.99685472
Colombia,Male,1969,31,0.99677759
Colombia,Male,1969,32,0.99666969
Colombia,Male,1969,33,0.99653334
Colombia,Male,1969,34,0.99637151
Colombia,Male,1969,35,0.99618771
Colombia,Male,1969,36,0.99598553
Colombia,Male,1969,37,0.99576875
Colombia,Male,1969,38,0.99553836
Colombia,Male,1969,39,0.9952932
Colombia,Male,1969,40,0.99502807
Colombia,Male,1969,41,0.99473498
Colombia,Male,1969,42,0.99440567
Colombia,Male,1969,43,0.99403136
Colombia,Male,1969,44,0.99360526
Colombia,Male,1969,45,0.99312175
Colombia,Male,1969,46,0.99257713
Colombia,Male,1969,47,0.99196971
Colombia,Male,1969,48,0.99129935
Colombia,Male,1969,49,0.99056767
Colombia,Male,1969,50,0.98977739
Colombia,Male,1969,51,0.98893245
Colombia,Male,1969,52,0.98803304
Colombia,Male,1969,53,0.98707488
Colombia,Male,1969,54,0.98604385
Colombia,Male,1969,55,0.98491437
Colombia,Male,1969,56,0.98365516
Colombia,Male,1969,57,0.98222874
Colombia,Male,1969,58,0.98060672
Colombia,Male,1969,59,0.97877405
Colombia,Male,1969,60,0.97673368
Colombia,Male,1969,61,0.97451323
Colombia,Male,1969,62,0.97213988
Colombia,Male,1969,63,0.9696338
Colombia,Male,1969,64,0.96698768
Colombia,Male,1969,65,0.96415137
Colombia,Male,1969,66,0.9610519
Colombia,Male,1969,67,0.95759007
Colombia,Male,1969,68,0.95367487
Colombia,Male,1969,69,0.94924144
Colombia,Male,1969,70,0.94425184
Colombia,Male,1969,71,0.93871834
Colombia,Male,1969,72,0.93266974
Colombia,Male,1969,73,0.92614624
Colombia,Male,1969,74,0.91918526
Colombia,Male,1969,75,0.91179948
Colombia,Male,1969,76,0.90398446
Colombia,Male,1969,77,0.89570045
Colombia,Male,1969,78,0.88688111
Colombia,Male,1969,79,0.87742151
Colombia,Male,1969,80,0.86719703
Colombia,Male,1969,81,0.8560703
Colombia,Male,1969,82,0.84393957
Colombia,Male,1969,83,0.83081302
Colombia,Male,1969,84,0.81679536
Colombia,Male,1969,85,0.80216436
Colombia,Male,1969,86,0.78724073
Colombia,Male,1969,87,0.7722899
Colombia,Male,1969,88,0.75747929
Colombia,Male,1969,89,0.74269461
Colombia,Male,1969,90,0.72771202
Colombia,Male,1969,91,0.7121985
Colombia,Male,1969,92,0.69587347
Colombia,Male,1969,93,0.67874748
Colombia,Male,1969,94,0.66097942
Colombia,Male,1969,95,0.64506742
Colombia,Male,1969,96,0.62870493
Colombia,Male,1969,97,0.61252463
Colombia,Male,1969,98,0.59660014
Colombia,Male,1969,99,0.5810008
Colombia,Male,1969,100,0
Colombia,Male,1970,0,0.9223709
Colombia,Male,1970,1,0.98894481
Colombia,Male,1970,2,0.99227663
Colombia,Male,1970,3,0.99454135
Colombia,Male,1970,4,0.99607016
Colombia,Male,1970,5,0.997132
Colombia,Male,1970,6,0.99784151
Colombia,Male,1970,7,0.99827673
Colombia,Male,1970,8,0.99851543
Colombia,Male,1970,9,0.99863487
Colombia,Male,1970,10,0.99871325
Colombia,Male,1970,11,0.9987251
Colombia,Male,1970,12,0.99867944
Colombia,Male,1970,13,0.99857951
Colombia,Male,1970,14,0.9984282
Colombia,Male,1970,15,0.99822958
Colombia,Male,1970,16,0.99799283
Colombia,Male,1970,17,0.99773384
Colombia,Male,1970,18,0.99747027
Colombia,Male,1970,19,0.99722476
Colombia,Male,1970,20,0.9970166
Colombia,Male,1970,21,0.99686106
Colombia,Male,1970,22,0.99676381
Colombia,Male,1970,23,0.99672138
Colombia,Male,1970,24,0.9967214
Colombia,Male,1970,25,0.99674984
Colombia,Male,1970,26,0.99679062
Colombia,Male,1970,27,0.99682819
Colombia,Male,1970,28,0.99685093
Colombia,Male,1970,29,0.99684901
Colombia,Male,1970,30,0.99681583
Colombia,Male,1970,31,0.99674609
Colombia,Male,1970,32,0.9966378
Colombia,Male,1970,33,0.99649061
Colombia,Male,1970,34,0.9963089
Colombia,Male,1970,35,0.99610011
Colombia,Male,1970,36,0.99587434
Colombia,Male,1970,37,0.99564369
Colombia,Male,1970,38,0.99541375
Colombia,Male,1970,39,0.99518516
Colombia,Male,1970,40,0.99494862
Colombia,Male,1970,41,0.99468828
Colombia,Male,1970,42,0.99438854
Colombia,Male,1970,43,0.99403323
Colombia,Male,1970,44,0.99361274
Colombia,Male,1970,45,0.99312217
Colombia,Male,1970,46,0.99256195
Colombia,Male,1970,47,0.99193787
Colombia,Male,1970,48,0.99125624
Colombia,Male,1970,49,0.99052443
Colombia,Male,1970,50,0.989748
Colombia,Male,1970,51,0.98893044
Colombia,Male,1970,52,0.98806966
Colombia,Male,1970,53,0.98715683
Colombia,Male,1970,54,0.98617287
Colombia,Male,1970,55,0.98508728
Colombia,Male,1970,56,0.98386466
Colombia,Male,1970,57,0.98246444
Colombia,Male,1970,58,0.9808579
Colombia,Male,1970,59,0.97903346
Colombia,Male,1970,60,0.97700219
Colombia,Male,1970,61,0.974806
Colombia,Male,1970,62,0.97248567
Colombia,Male,1970,63,0.97007154
Colombia,Male,1970,64,0.9675574
Colombia,Male,1970,65,0.96488109
Colombia,Male,1970,66,0.96195163
Colombia,Male,1970,67,0.95864529
Colombia,Male,1970,68,0.95484962
Colombia,Male,1970,69,0.95048761
Colombia,Male,1970,70,0.94551845
Colombia,Male,1970,71,0.93996772
Colombia,Male,1970,72,0.93388246
Colombia,Male,1970,73,0.92732257
Colombia,Male,1970,74,0.92034212
Colombia,Male,1970,75,0.91295993
Colombia,Male,1970,76,0.90517333
Colombia,Male,1970,77,0.89693728
Colombia,Male,1970,78,0.88817948
Colombia,Male,1970,79,0.87879643
Colombia,Male,1970,80,0.86867056
Colombia,Male,1970,81,0.85767714
Colombia,Male,1970,82,0.84572368
Colombia,Male,1970,83,0.83281459
Colombia,Male,1970,84,0.81903938
Colombia,Male,1970,85,0.80464204
Colombia,Male,1970,86,0.78990563
Colombia,Male,1970,87,0.77506723
Colombia,Male,1970,88,0.76027954
Colombia,Male,1970,89,0.74544995
Colombia,Male,1970,90,0.7303908
Colombia,Male,1970,91,0.71481754
Colombia,Male,1970,92,0.69849134
Colombia,Male,1970,93,0.68142965
Colombia,Male,1970,94,0.66378048
Colombia,Male,1970,95,0.64776168
Colombia,Male,1970,96,0.63134359
Colombia,Male,1970,97,0.61509182
Colombia,Male,1970,98,0.59907874
Colombia,Male,1970,99,0.58337419
Colombia,Male,1970,100,0
Colombia,Male,1971,0,0.92506812
Colombia,Male,1971,1,0.98961677
Colombia,Male,1971,2,0.99271639
Colombia,Male,1971,3,0.9948451
Colombia,Male,1971,4,0.99628661
Colombia,Male,1971,5,0.99728801
Colombia,Male,1971,6,0.99795723
Colombia,Male,1971,7,0.99836759
Colombia,Male,1971,8,0.99859234
Colombia,Male,1971,9,0.99870456
Colombia,Male,1971,10,0.99877817
Colombia,Male,1971,11,0.99878967
Colombia,Male,1971,12,0.99874775
Colombia,Male,1971,13,0.9986558
Colombia,Male,1971,14,0.99851633
Colombia,Male,1971,15,0.99833231
Colombia,Male,1971,16,0.99811075
Colombia,Male,1971,17,0.99786416
Colombia,Male,1971,18,0.99760756
Colombia,Male,1971,19,0.99736056
Colombia,Male,1971,20,0.99714025
Colombia,Male,1971,21,0.99696153
Colombia,Male,1971,22,0.99683226
Colombia,Male,1971,23,0.99675397
Colombia,Male,1971,24,0.99672087
Colombia,Male,1971,25,0.9967238
Colombia,Male,1971,26,0.99674969
Colombia,Male,1971,27,0.9967844
Colombia,Male,1971,28,0.99681398
Colombia,Male,1971,29,0.99682507
Colombia,Male,1971,30,0.99680555
Colombia,Male,1971,31,0.99674396
Colombia,Male,1971,32,0.99663428
Colombia,Male,1971,33,0.99647283
Colombia,Male,1971,34,0.99626551
Colombia,Male,1971,35,0.99602459
Colombia,Male,1971,36,0.99576826
Colombia,Male,1971,37,0.99551918
Colombia,Male,1971,38,0.99528882
Colombia,Male,1971,39,0.99507994
Colombia,Male,1971,40,0.99487797
Colombia,Male,1971,41,0.99465708
Colombia,Male,1971,42,0.99439253
Colombia,Male,1971,43,0.99405948
Colombia,Male,1971,44,0.99364514
Colombia,Male,1971,45,0.99314547
Colombia,Male,1971,46,0.9925659
Colombia,Male,1971,47,0.99192149
Colombia,Male,1971,48,0.9912268
Colombia,Male,1971,49,0.99049649
Colombia,Male,1971,50,0.9897392
Colombia,Male,1971,51,0.98895703
Colombia,Male,1971,52,0.98814428
Colombia,Male,1971,53,0.98728653
Colombia,Male,1971,54,0.986359
Colombia,Male,1971,55,0.98532543
Colombia,Male,1971,56,0.98414599
Colombia,Male,1971,57,0.98277724
Colombia,Male,1971,58,0.98119077
Colombia,Male,1971,59,0.97937975
Colombia,Male,1971,60,0.97736491
Colombia,Male,1971,61,0.97520431
Colombia,Male,1971,62,0.97295393
Colombia,Male,1971,63,0.97065549
Colombia,Male,1971,64,0.96830376
Colombia,Male,1971,65,0.96582273
Colombia,Male,1971,66,0.96310094
Colombia,Male,1971,67,0.95998726
Colombia,Male,1971,68,0.95634664
Colombia,Male,1971,69,0.9520888
Colombia,Male,1971,70,0.94716801
Colombia,Male,1971,71,0.94162266
Colombia,Male,1971,72,0.93551799
Colombia,Male,1971,73,0.92893594
Colombia,Male,1971,74,0.9219504
Colombia,Male,1971,75,0.91458669
Colombia,Male,1971,76,0.90684394
Colombia,Male,1971,77,0.89867162
Colombia,Male,1971,78,0.88999504
Colombia,Male,1971,79,0.88071625
Colombia,Male,1971,80,0.87072625
Colombia,Male,1971,81,0.85991578
Colombia,Male,1971,82,0.84820321
Colombia,Male,1971,83,0.83558843
Colombia,Male,1971,84,0.82214213
Colombia,Male,1971,85,0.80806182
Colombia,Male,1971,86,0.7935791
Colombia,Male,1971,87,0.77889282
Colombia,Male,1971,88,0.76413794
Colombia,Male,1971,89,0.74925501
Colombia,Male,1971,90,0.73410852
Colombia,Male,1971,91,0.71848261
Colombia,Male,1971,92,0.70219623
Colombia,Male,1971,93,0.6852702
Colombia,Male,1971,94,0.66783055
Colombia,Male,1971,95,0.65186342
Colombia,Male,1971,96,0.63541354
Colombia,Male,1971,97,0.61911373
Colombia,Male,1971,98,0.60303967
Colombia,Male,1971,99,0.58726329
Colombia,Male,1971,100,0
Colombia,Male,1972,0,0.92774648
Colombia,Male,1972,1,0.99028884
Colombia,Male,1972,2,0.99314412
Colombia,Male,1972,3,0.99512179
Colombia,Male,1972,4,0.99647042
Colombia,Male,1972,5,0.99741178
Colombia,Male,1972,6,0.99804436
Colombia,Male,1972,7,0.99843553
Colombia,Male,1972,8,0.99865267
Colombia,Male,1972,9,0.9987631
Colombia,Male,1972,10,0.99883491
Colombia,Male,1972,11,0.99884709
Colombia,Male,1972,12,0.99880773
Colombia,Male,1972,13,0.99871963
Colombia,Male,1972,14,0.9985848
Colombia,Male,1972,15,0.99840584
Colombia,Male,1972,16,0.99818938
Colombia,Male,1972,17,0.99794753
Colombia,Male,1972,18,0.99769477
Colombia,Male,1972,19,0.99744996
Colombia,Male,1972,20,0.99722905
Colombia,Male,1972,21,0.99704585
Colombia,Male,1972,22,0.99690796
Colombia,Male,1972,23,0.99681756
Colombia,Male,1972,24,0.99677124
Colombia,Male,1972,25,0.99676259
Colombia,Male,1972,26,0.99678112
Colombia,Male,1972,27,0.99681451
Colombia,Male,1972,28,0.99684815
Colombia,Male,1972,29,0.99686706
Colombia,Male,1972,30,0.99685586
Colombia,Male,1972,31,0.99679955
Colombia,Male,1972,32,0.9966897
Colombia,Male,1972,33,0.99652055
Colombia,Male,1972,34,0.9962986
Colombia,Male,1972,35,0.9960386
Colombia,Male,1972,36,0.99576352
Colombia,Male,1972,37,0.99550265
Colombia,Male,1972,38,0.99527128
Colombia,Male,1972,39,0.99507339
Colombia,Male,1972,40,0.99489077
Colombia,Male,1972,41,0.99469116
Colombia,Male,1972,42,0.99444443
Colombia,Male,1972,43,0.99412104
Colombia,Male,1972,44,0.99370702
Colombia,Male,1972,45,0.99319944
Colombia,Male,1972,46,0.99260721
Colombia,Male,1972,47,0.99195164
Colombia,Male,1972,48,0.9912525
Colombia,Male,1972,49,0.99052845
Colombia,Male,1972,50,0.98978854
Colombia,Male,1972,51,0.98903153
Colombia,Male,1972,52,0.98824745
Colombia,Male,1972,53,0.98741689
Colombia,Male,1972,54,0.98651197
Colombia,Male,1972,55,0.98549551
Colombia,Male,1972,56,0.98432848
Colombia,Male,1972,57,0.98297013
Colombia,Male,1972,58,0.98139503
Colombia,Male,1972,59,0.97959984
Colombia,Male,1972,60,0.97760902
Colombia,Male,1972,61,0.97548428
Colombia,Male,1972,62,0.97328447
Colombia,Male,1972,63,0.97105255
Colombia,Male,1972,64,0.9687824
Colombia,Male,1972,65,0.96639478
Colombia,Male,1972,66,0.9637743
Colombia,Male,1972,67,0.96076533
Colombia,Male,1972,68,0.95722915
Colombia,Male,1972,69,0.95307238
Colombia,Male,1972,70,0.94824638000000006
Colombia,Male,1972,71,0.94278805
Colombia,Male,1972,72,0.93676193
Colombia,Male,1972,73,0.9302513
Colombia,Male,1972,74,0.92333296
Colombia,Male,1972,75,0.91603623
Colombia,Male,1972,76,0.90836531
Colombia,Male,1972,77,0.90027517
Colombia,Male,1972,78,0.89169767
Colombia,Male,1972,79,0.88254061
Colombia,Male,1972,80,0.87269909
Colombia,Male,1972,81,0.86206559
Colombia,Male,1972,82,0.85055678
Colombia,Male,1972,83,0.83816434
Colombia,Male,1972,84,0.82494491
Colombia,Male,1972,85,0.81107288
Colombia,Male,1972,86,0.79675611
Colombia,Male,1972,87,0.78217832
Colombia,Male,1972,88,0.7674696
Colombia,Male,1972,89,0.75258895
Colombia,Male,1972,90,0.73742808
Colombia,Male,1972,91,0.72180515
Colombia,Male,1972,92,0.70556773
Colombia,Male,1972,93,0.68873894
Colombia,Male,1972,94,0.67143473
Colombia,Male,1972,95,0.65515035
Colombia,Male,1972,96,0.63863812
Colombia,Male,1972,97,0.62226265
Colombia,Male,1972,98,0.60610164
Colombia,Male,1972,99,0.59022877
Colombia,Male,1972,100,0
Colombia,Male,1973,0,0.93044389
Colombia,Male,1973,1,0.99092023
Colombia,Male,1973,2,0.99354971
Colombia,Male,1973,3,0.99538092
Colombia,Male,1973,4,0.99663805
Colombia,Male,1973,5,0.99752011
Colombia,Male,1973,6,0.99811641
Colombia,Male,1973,7,0.9984887
Colombia,Male,1973,8,0.99869866
Colombia,Male,1973,9,0.99880787
Colombia,Male,1973,10,0.99887861
Colombia,Male,1973,11,0.99889192
Colombia,Male,1973,12,0.99885524
Colombia,Male,1973,13,0.99876984
Colombia,Male,1973,14,0.99863677
Colombia,Male,1973,15,0.99845872
Colombia,Male,1973,16,0.99824249
Colombia,Male,1973,17,0.99800031
Colombia,Male,1973,18,0.99774412
Colombia,Male,1973,19,0.99749143
Colombia,Male,1973,20,0.99725964
Colombia,Male,1973,21,0.99706406
Colombia,Male,1973,22,0.99691453
Colombia,Male,1973,23,0.99681232
Colombia,Male,1973,24,0.99675308
Colombia,Male,1973,25,0.99673315
Colombia,Male,1973,26,0.99674467
Colombia,Male,1973,27,0.99677717
Colombia,Male,1973,28,0.99681573
Colombia,Male,1973,29,0.99684382
Colombia,Male,1973,30,0.99684254
Colombia,Male,1973,31,0.9967931
Colombia,Male,1973,32,0.99668447
Colombia,Male,1973,33,0.99650878
Colombia,Male,1973,34,0.99627318
Colombia,Male,1973,35,0.99599472
Colombia,Male,1973,36,0.99570114
Colombia,Male,1973,37,0.9954287
Colombia,Male,1973,38,0.99519687
Colombia,Male,1973,39,0.99501097
Colombia,Male,1973,40,0.99484878
Colombia,Male,1973,41,0.99467124
Colombia,Male,1973,42,0.99444263
Colombia,Male,1973,43,0.99412871
Colombia,Male,1973,44,0.99371445
Colombia,Male,1973,45,0.99319809
Colombia,Male,1973,46,0.99259214
Colombia,Male,1973,47,0.99192432
Colombia,Male,1973,48,0.99121993
Colombia,Male,1973,49,0.99050175
Colombia,Male,1973,50,0.989779
Colombia,Male,1973,51,0.9890468
Colombia,Male,1973,52,0.98829054
Colombia,Male,1973,53,0.98748543
Colombia,Male,1973,54,0.98660058
Colombia,Male,1973,55,0.98559833
Colombia,Male,1973,56,0.98444083
Colombia,Male,1973,57,0.98309041
Colombia,Male,1973,58,0.98152443
Colombia,Male,1973,59,0.97974258
Colombia,Male,1973,60,0.97777309
Colombia,Male,1973,61,0.9756814
Colombia,Male,1973,62,0.97352923
Colombia,Male,1973,63,0.97136033
Colombia,Male,1973,64,0.96916732
Colombia,Male,1973,65,0.96686785
Colombia,Male,1973,66,0.96434272
Colombia,Male,1973,67,0.961432
Colombia,Male,1973,68,0.95799291
Colombia,Male,1973,69,0.95392898
Colombia,Male,1973,70,0.94918936
Colombia,Male,1973,71,0.94381028
Colombia,Male,1973,72,0.93785637
Colombia,Male,1973,73,0.93141239
Colombia,Male,1973,74,0.92455734
Colombia,Male,1973,75,0.9173234
Colombia,Male,1973,76,0.9097186
Colombia,Male,1973,77,0.90170226
Colombia,Male,1973,78,0.89321031
Colombia,Male,1973,79,0.88415608
Colombia,Male,1973,80,0.87444133
Colombia,Male,1973,81,0.86396357
Colombia,Male,1973,82,0.85264072
Colombia,Male,1973,83,0.84045587
Colombia,Male,1973,84,0.82744948
Colombia,Male,1973,85,0.81376954
Colombia,Male,1973,86,0.79959659
Colombia,Male,1973,87,0.78509675
Colombia,Male,1973,88,0.7703945
Colombia,Male,1973,89,0.75547185
Colombia,Male,1973,90,0.74025487
Colombia,Male,1973,91,0.72460439
Colombia,Male,1973,92,0.70840307
Colombia,Male,1973,93,0.69167324
Colombia,Male,1973,94,0.67451253
Colombia,Male,1973,95,0.65811261
Colombia,Male,1973,96,0.64153376
Colombia,Male,1973,97,0.62507684
Colombia,Male,1973,98,0.60882038
Colombia,Male,1973,99,0.59283904
Colombia,Male,1973,100,0
Colombia,Male,1974,0,0.93321109
Colombia,Male,1974,1,0.99146089
Colombia,Male,1974,2,0.99394779
Colombia,Male,1974,3,0.99567324
Colombia,Male,1974,4,0.99685409
Colombia,Male,1974,5,0.99768085
Colombia,Male,1974,6,0.99823846
Colombia,Male,1974,7,0.99858547
Colombia,Male,1974,8,0.99878035
Colombia,Male,1974,9,0.99888138
Colombia,Male,1974,10,0.99894749
Colombia,Male,1974,11,0.99896083
Colombia,Male,1974,12,0.99892848
Colombia,Male,1974,13,0.99885298
Colombia,Male,1974,14,0.99873585
Colombia,Male,1974,15,0.99857838
Colombia,Male,1974,16,0.99838481
Colombia,Male,1974,17,0.99816352
Colombia,Male,1974,18,0.99792472
Colombia,Male,1974,19,0.99768276
Colombia,Male,1974,20,0.99745087
Colombia,Male,1974,21,0.99724194
Colombia,Male,1974,22,0.99706579
Colombia,Male,1974,23,0.9969292
Colombia,Male,1974,24,0.99683565
Colombia,Male,1974,25,0.99678629
Colombia,Male,1974,26,0.99677642
Colombia,Male,1974,27,0.99679708
Colombia,Male,1974,28,0.99683124
Colombia,Male,1974,29,0.99685896
Colombia,Male,1974,30,0.99685675
Colombia,Male,1974,31,0.99680093
Colombia,Male,1974,32,0.99667753
Colombia,Male,1974,33,0.99647598
Colombia,Male,1974,34,0.99620507
Colombia,Male,1974,35,0.99588767
Colombia,Male,1974,36,0.99556202
Colombia,Male,1974,37,0.99527835
Colombia,Male,1974,38,0.99506263
Colombia,Male,1974,39,0.9949196
Colombia,Male,1974,40,0.99481634
Colombia,Male,1974,41,0.99469937
Colombia,Male,1974,42,0.99452258
Colombia,Male,1974,43,0.99424319
Colombia,Male,1974,44,0.99384235
Colombia,Male,1974,45,0.99331651
Colombia,Male,1974,46,0.99267907
Colombia,Male,1974,47,0.99196265
Colombia,Male,1974,48,0.99120051
Colombia,Male,1974,49,0.99042774
Colombia,Male,1974,50,0.98966782
Colombia,Male,1974,51,0.98893035
Colombia,Male,1974,52,0.98820873
Colombia,Male,1974,53,0.9874788
Colombia,Male,1974,54,0.98669827
Colombia,Male,1974,55,0.98580714
Colombia,Male,1974,56,0.98474376
Colombia,Male,1974,57,0.98344364
Colombia,Male,1974,58,0.98186987
Colombia,Male,1974,59,0.98002377
Colombia,Male,1974,60,0.97795749
Colombia,Male,1974,61,0.9757958
Colombia,Male,1974,62,0.97365959
Colombia,Male,1974,63,0.97163487
Colombia,Male,1974,64,0.9697069
Colombia,Male,1974,65,0.9677229
Colombia,Male,1974,66,0.96547808
Colombia,Male,1974,67,0.96271197
Colombia,Male,1974,68,0.95920626
Colombia,Male,1974,69,0.95483167
Colombia,Male,1974,70,0.94954947
Colombia,Male,1974,71,0.94351813
Colombia,Male,1974,72,0.93697359
Colombia,Male,1974,73,0.93017948
Colombia,Male,1974,74,0.92333065
Colombia,Male,1974,75,0.91640389
Colombia,Male,1974,76,0.90927632
Colombia,Male,1974,77,0.90170934
Colombia,Male,1974,78,0.89347361
Colombia,Male,1974,79,0.88443091
Colombia,Male,1974,80,0.87449638
Colombia,Male,1974,81,0.86370632
Colombia,Male,1974,82,0.85213428
Colombia,Male,1974,83,0.83987062
Colombia,Male,1974,84,0.82700927
Colombia,Male,1974,85,0.81361131
Colombia,Male,1974,86,0.79973147
Colombia,Male,1974,87,0.78540225
Colombia,Male,1974,88,0.77064964
Colombia,Male,1974,89,0.75548646
Colombia,Male,1974,90,0.73992207
Colombia,Male,1974,91,0.7239667
Colombia,Male,1974,92,0.70764076
Colombia,Male,1974,93,0.69099433
Colombia,Male,1974,94,0.67409479
Colombia,Male,1974,95,0.65761629
Colombia,Male,1974,96,0.6409958
Colombia,Male,1974,97,0.6245001
Colombia,Male,1974,98,0.60820786
Colombia,Male,1974,99,0.59219425
Colombia,Male,1974,100,0
Colombia,Male,1975,0,0.93608508
Colombia,Male,1975,1,0.992075
Colombia,Male,1975,2,0.99436649
Colombia,Male,1975,3,0.99596504
Colombia,Male,1975,4,0.99706293
Colombia,Male,1975,5,0.99783305
Colombia,Male,1975,6,0.99835344
Colombia,Male,1975,7,0.99867814
Colombia,Male,1975,8,0.99886119
Colombia,Male,1975,9,0.99895662
Colombia,Male,1975,10,0.99901906
Colombia,Male,1975,11,0.99903203
Colombia,Male,1975,12,0.99900223
Colombia,Male,1975,13,0.99893179
Colombia,Male,1975,14,0.99882176
Colombia,Male,1975,15,0.99867299
Colombia,Male,1975,16,0.99848877
Colombia,Male,1975,17,0.99827597
Colombia,Male,1975,18,0.9980429
Colombia,Male,1975,19,0.9978013
Colombia,Male,1975,20,0.99756142
Colombia,Male,1975,21,0.99733353
Colombia,Male,1975,22,0.99712683
Colombia,Male,1975,23,0.9969498
Colombia,Male,1975,24,0.99681208
Colombia,Male,1975,25,0.99672296
Colombia,Male,1975,26,0.99668632
Colombia,Male,1975,27,0.99669976
Colombia,Male,1975,28,0.9967448
Colombia,Male,1975,29,0.99679609
Colombia,Male,1975,30,0.99682025
Colombia,Male,1975,31,0.99678399
Colombia,Male,1975,32,0.99666747
