1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
54.306,56.189,58.745,61.103,62.424,62.59,63.263,63.602,64.019,65.1,67.279,69.387,71.392,73.492,75.727,78.074,80.392,82.814,85.228,87.45,89.331,91.094,93.333,95.587,97.321,98.36,99.972,101.566,103.704,106.639,110.621,114.958,119.575,124.817,130.722,136.924,143.123,149.256,155.036,160.178,173.261,181.076,188.991,198.289,207.718,217.333,227.229,237.336,247.608,257.873,267.552,277.075,286.041,294.216,301.136,306.702,310.679,313.028,314.283,313.997,313.251,312.722,312.385,312.594,314.242,317.139,322.165,329.863,338.846,345.255,355.176,365.652,375.173,384.893
51.346,53.622,55.499,58.033,60.345,61.675,61.845,62.515,62.864,63.216,64.393,66.585,68.701,70.69,72.774,74.997,77.356,79.623,82.058,84.444,86.643,88.504,90.141,92.418,94.677,96.37,97.39,98.921,100.733,102.888,105.862,109.967,114.258,118.949,124.343,130.238,136.296,142.485,148.655,154.497,159.668,172.81,180.355,188.471,197.669,207.185,216.686,226.604,236.734,247.096,257.25,266.885,276.394,285.38,293.512,300.486,305.96,309.912,312.186,313.347,313.186,312.546,311.93,311.533,311.681,313.302,316.395,322.38,332.121,341.49,347.279,356.013,366.114,375.783
49.033,50.693,52.957,54.819,57.309,59.621,60.945,61.117,61.797,62.087,62.532,63.727,65.925,68.024,69.998,72.072,74.304,76.616,78.894,81.303,83.667,85.849,87.595,89.271,91.554,93.776,95.45,96.398,98.127,99.954,102.145,105.233,109.291,113.643,118.475,123.854,129.627,135.676,141.902,148.127,153.992,159.233,172.115,179.843,187.867,197.143,206.554,216.073,226.008,236.219,246.473,256.581,266.2,275.729,284.678,292.858,299.751,305.199,309.079,311.26,312.533,312.474,311.757,311.087,310.632,310.756,312.562,316.536,324.39,334.479,343.277,347.975,356.313,366.596
47.347,48.406,50.058,52.305,54.129,56.616,58.914,60.232,60.419,61.043,61.421,61.886,63.091,65.271,67.355,69.32,71.402,73.591,75.911,78.165,80.554,82.9,84.978,86.759,88.444,90.695,92.896,94.502,95.632,97.376,99.235,101.532,104.578,108.69,113.169,117.983,123.252,129.02,135.104,141.38,147.625,153.552,158.576,171.609,179.252,187.346,196.525,205.95,215.481,225.487,235.593,245.802,255.893,265.533,275.028,284.02,292.127,298.996,304.375,308.167,310.447,311.814,311.687,310.923,310.197,309.721,310.015,312.628,318.31,326.482,336.045,343.833,348.124,356.678
45.802,46.739,47.797,49.435,51.643,53.467,55.939,58.223,59.548,59.688,60.392,60.789,61.268,62.462,64.626,66.699,68.671,70.713,72.91,75.206,77.441,79.813,82.06,84.168,85.958,87.615,89.844,91.981,93.748,94.897,96.671,98.627,100.891,103.992,108.215,112.674,117.379,122.651,128.449,134.58,140.875,147.178,152.909,158.087,171.028,178.729,186.734,195.923,205.356,214.951,224.858,234.92,245.112,255.221,264.829,274.363,283.289,291.374,298.177,303.471,307.353,309.719,311.026,310.856,310.04,309.296,308.971,310.002,314.174,320.148,327.841,336.469,343.842,348.38
43.937,45.212,46.148,47.198,48.805,51.008,52.821,55.277,57.56,58.835,59.051,59.772,60.182,60.654,61.838,63.992,66.069,68.003,70.053,72.227,74.503,76.72,78.999,81.272,83.384,85.145,86.78,88.948,91.231,93.016,94.196,96.06,97.991,100.315,103.515,107.717,112.058,116.777,122.072,127.913,134.067,140.418,146.546,152.413,157.524,170.499,178.116,186.129,195.324,204.814,214.315,224.183,234.229,244.435,254.512,264.154,273.626,282.531,290.554,297.276,302.655,306.614,308.925,310.192,309.973,309.139,308.528,308.879,311.328,315.768,321.31,328.141,336.363,343.988
42.299,43.367,44.636,45.566,46.59,48.196,50.384,52.186,54.639,56.869,58.206,58.442,59.172,59.576,60.045,61.223,63.379,65.42,67.359,69.388,71.541,73.797,75.925,78.225,80.498,82.577,84.315,85.894,88.196,90.495,92.306,93.573,95.419,97.416,99.828,103.01,107.08,111.446,116.181,121.518,127.387,133.594,139.789,146.038,151.844,156.999,169.879,177.501,185.522,194.768,204.169,213.638,223.488,233.546,243.718,253.825,263.408,272.857,281.703,289.654,296.455,301.898,305.808,308.083,309.302,309.065,308.348,308.352,309.991,312.689,316.74,321.48,327.932,336.412
40.887,41.742,42.806,44.066,44.973,45.999,47.595,49.768,51.571,53.972,56.252,57.599,57.846,58.571,58.972,59.44,60.624,62.746,64.789,66.708,68.715,70.848,73.018,75.163,77.459,79.695,81.747,83.431,85.136,87.454,89.774,91.663,92.921,94.834,96.909,99.307,102.348,106.453,110.828,115.604,120.972,126.894,132.964,139.265,145.458,151.297,156.384,169.25,176.88,184.949,194.111,203.484,212.936,222.794,232.818,243.017,253.066,262.619,272.013,280.792,288.818,295.673,301.07,304.944,307.174,308.374,308.239,308.089,309.261,311.132,313.48,316.779,321.166,327.891
39.588,40.336,41.189,42.245,43.483,44.391,45.413,46.996,49.168,50.927,53.371,55.652,57.001,57.246,57.965,58.366,58.844,60.002,62.124,64.148,66.045,68.03,70.082,72.264,74.404,76.663,78.867,80.866,82.665,84.387,86.721,89.111,90.989,92.311,94.298,96.361,98.614,101.703,105.811,110.226,115.034,120.453,126.251,132.416,138.666,144.884,150.661,155.758,168.615,176.287,184.281,193.419,202.773,212.228,222.053,232.102,242.241,252.263,261.765,271.101,279.945,288.012,294.826,300.192,304.024,306.233,307.516,307.895,308.806,310.194,311.752,313.386,316.349,321.037
38.353,39.041,39.786,40.634,41.669,42.905,43.81,44.824,46.411,48.537,50.339,52.781,55.055,56.393,56.637,57.354,57.766,58.224,59.387,61.489,63.49,65.367,67.276,69.339,71.513,73.617,75.845,77.999,80.098,81.908,83.645,86.041,88.413,90.337,91.738,93.712,95.635,97.945,101.041,105.184,109.629,114.485,119.79,125.674,131.792,138.063,144.227,150.015,155.128,168.001,175.604,183.578,192.693,202.046,211.472,221.32,231.309,241.422,251.395,260.844,270.235,279.11,287.138,293.924,299.251,303.059,305.339,307.09,308.434,309.547,310.653,311.521,312.824,316.125
37.178,37.803,38.488,39.231,40.061,41.097,42.324,43.223,44.245,45.794,47.954,49.758,52.189,54.445,55.774,56.019,56.743,57.138,57.606,58.756,60.836,62.816,64.624,66.542,68.598,70.739,72.814,74.995,77.235,79.337,81.155,82.949,85.319,87.715,89.72,91.108,92.955,94.937,97.261,100.391,104.559,109.047,113.796,119.182,125.02,131.158,137.385,143.562,149.362,154.514,167.303,174.885,182.837,191.946,201.274,210.72,220.509,230.475,240.542,250.466,259.957,269.37,278.208,286.213,292.963,298.262,302.13,304.834,307.465,308.996,309.854,310.284,310.808,312.503
36.144,36.623,37.245,37.928,38.658,39.489,40.517,41.736,42.644,43.635,45.219,47.375,49.173,51.584,53.821,55.143,55.399,56.105,56.509,56.971,58.108,60.167,62.084,63.9,65.813,67.84,69.954,71.988,74.241,76.477,78.577,80.443,82.206,84.578,87.057,89.041,90.324,92.229,94.23,96.587,99.741,103.945,108.33,113.154,118.496,124.357,130.459,136.703,142.889,148.721,153.822,166.567,174.122,182.069,191.158,200.5,209.892,219.671,229.595,239.62,249.566,259.069,268.45,277.273,285.246,291.963,297.307,301.549,305.059,307.861,309.159,309.35,309.407,310.384
34.797,35.582,36.06,36.682,37.352,38.083,38.91,39.931,41.154,42.034,43.063,44.646,46.793,48.575,50.965,53.186,54.507,54.75,55.464,55.863,56.319,57.444,59.444,61.37,63.182,65.07,67.074,69.149,71.245,73.489,75.716,77.855,79.684,81.437,83.892,86.342,88.232,89.573,91.498,93.53,95.909,99.099,103.203,107.659,112.439,117.806,123.637,129.759,136.01,142.223,148.006,153.092,165.786,173.332,181.264,190.365,199.655,209.04,218.78,228.665,238.698,248.65,258.125,267.493,276.286,284.222,290.975,296.652,301.631,305.297,307.884,308.521,308.299,308.877
33.224,34.232,35.012,35.492,36.103,36.776,37.503,38.324,39.351,40.544,41.46,42.493,44.071,46.197,47.964,50.334,52.544,53.844,54.098,54.804,55.2,55.653,56.734,58.739,60.66,62.451,64.318,66.287,68.415,70.499,72.731,74.99,77.089,78.905,80.738,83.159,85.516,87.455,88.817,90.771,92.825,95.24,98.34,102.51,106.92,111.727,117.067,122.918,129.046,135.321,141.489,147.254,152.319,164.975,172.508,180.45,189.501,198.789,208.138,217.842,227.725,237.761,247.685,257.148,266.484,275.238,283.2,290.25,296.599,301.716,305.184,307.117,307.294,307.66
31.65,32.661,33.661,34.439,34.911,35.524,36.194,36.915,37.745,38.746,39.969,40.888,41.921,43.483,45.59,47.341,49.698,51.878,53.176,53.428,54.128,54.522,54.941,56.037,58.036,59.936,61.707,63.541,65.557,67.673,69.745,72.005,74.23,76.323,78.2,80.002,82.321,84.722,86.668,88.062,90.039,92.131,94.468,97.633,101.755,106.188,110.966,116.325,122.182,128.333,134.569,140.717,146.46,151.518,164.13,171.669,179.568,188.619,197.872,207.186,216.886,226.773,236.778,246.686,256.114,265.41,274.181,282.404,290.064,296.535,301.466,304.292,305.719,306.54
30.252,31.09,32.093,33.086,33.853,34.329,34.939,35.603,36.335,37.141,38.172,39.394,40.312,41.336,42.883,44.971,46.713,49.037,51.205,52.49,52.741,53.436,53.8,54.24,55.337,57.314,59.193,60.931,62.81,64.814,66.92,69.019,71.256,73.493,75.62,77.467,79.151,81.515,83.906,85.88,87.305,89.321,91.345,93.745,96.865,101.004,105.402,110.198,115.563,121.444,127.562,133.781,139.906,145.635,150.679,163.266,170.765,178.664,187.68,196.898,206.21,215.917,225.769,235.751,245.616,255.004,264.312,273.316,282.087,289.851,296.148,300.454,302.73,304.845
28.724,29.692,30.522,31.519,32.499,33.263,33.738,34.344,35.019,35.73,36.564,37.595,38.813,39.722,40.736,42.269,44.342,46.058,48.367,50.51,51.783,52.033,52.697,53.081,53.531,54.612,56.566,58.411,60.191,62.062,64.059,66.191,68.279,70.547,72.793,74.891,76.592,78.333,80.674,83.088,85.093,86.561,88.518,90.597,92.957,96.095,100.191,104.602,109.406,114.796,120.649,126.753,132.952,139.057,144.762,149.817,162.339,169.836,177.703,186.685,195.904,205.226,214.892,224.715,234.646,244.472,253.864,263.377,272.871,281.728,289.326,295.014,298.73,301.733
27.577,28.161,29.12,29.947,30.928,31.902,32.661,33.133,33.75,34.406,35.144,35.981,37.008,38.213,39.114,40.12,41.642,43.685,45.389,47.671,49.79,51.05,51.276,51.955,52.349,52.79,53.857,55.774,57.657,59.431,61.297,63.32,65.448,67.582,69.84,72.06,73.986,75.754,77.467,79.829,82.27,84.31,85.731,87.735,89.777,92.153,95.25,99.354,103.774,108.604,113.971,119.812,125.9,132.078,138.152,143.862,148.894,161.383,168.848,176.687,185.671,194.899,204.175,213.805,223.571,233.463,243.285,252.858,262.807,272.37,281.071,288.071,293.127,297.607
26.753,27.002,27.583,28.534,29.349,30.323,31.288,32.038,32.523,33.123,33.805,34.546,35.382,36.397,37.589,38.483,39.484,40.981,43.007,44.691,46.944,49.036,50.261,50.507,51.193,51.577,52.012,53.052,55.004,56.878,58.649,60.539,62.562,64.737,66.853,69.089,71.12,73.124,74.86,76.595,78.98,81.443,83.433,84.897,86.866,88.925,91.265,94.375,98.489,102.931,107.738,113.094,118.926,124.993,131.137,137.217,142.903,147.949,160.372,167.814,175.655,184.645,193.821,203.059,212.629,222.357,232.234,242.207,252.166,262.171,271.585,279.69,286.012,291.878
25.96,26.153,26.405,26.985,27.922,28.732,29.694,30.646,31.405,31.876,32.501,33.186,33.926,34.752,35.756,36.936,37.826,38.809,40.295,42.294,43.955,46.178,48.224,49.454,49.712,50.384,50.764,51.182,52.263,54.203,56.07,57.861,59.749,61.809,63.966,66.065,68.108,70.23,72.203,73.951,75.705,78.101,80.506,82.527,83.964,85.951,87.982,90.342,93.471,97.597,102.012,106.809,112.164,117.978,124.015,130.167,136.223,141.921,146.943,159.31,166.748,174.596,183.527,192.662,201.84,211.372,221.078,231.085,241.397,251.401,261.264,270.073,277.45,284.638
25.006,25.33,25.526,25.784,26.358,27.286,28.085,29.034,29.99,30.73,31.226,31.855,32.539,33.271,34.089,35.081,36.251,37.124,38.102,39.568,41.538,43.177,45.352,47.389,48.615,48.866,49.533,49.9,50.363,51.44,53.367,55.247,57.026,58.929,60.979,63.123,65.037,67.186,69.286,71.255,73.008,74.765,77.098,79.521,81.514,82.976,84.946,87.002,89.387,92.522,96.617,101.018,105.822,111.164,116.957,123.007,129.14,135.207,140.873,145.885,158.204,165.645,173.435,182.325,191.401,200.538,210.041,219.86,230.167,240.511,250.38,259.615,267.648,275.953
24.242,24.345,24.669,24.873,25.131,25.702,26.617,27.404,28.357,29.289,30.047,30.549,31.177,31.854,32.578,33.387,34.371,35.519,36.387,37.352,38.797,40.739,42.34,44.5,46.52,47.727,47.98,48.633,49.04,49.506,50.574,52.506,54.357,56.125,58.034,60.074,62.045,64.079,66.217,68.299,70.256,71.999,73.694,76.037,78.429,80.441,81.905,83.901,85.985,88.371,91.477,95.551,99.965,104.764,110.098,115.909,121.942,128.092,134.123,139.779,144.779,157.055,164.44,172.199,181.033,190.06,199.16,208.754,218.839,229.17,239.382,248.596,257.01,266.035
23.084,23.544,23.653,23.982,24.188,24.45,25.015,25.913,26.706,27.634,28.58,29.337,29.839,30.46,31.13,31.846,32.647,33.613,34.749,35.606,36.559,37.984,39.884,41.478,43.617,45.605,46.798,47.05,47.733,48.141,48.602,49.681,51.569,53.379,55.167,57.069,58.947,61.047,63.081,65.192,67.25,69.184,70.862,72.571,74.883,77.282,79.295,80.792,82.813,84.892,87.249,90.34,94.431,98.846,103.648,109.004,114.801,120.849,126.96,132.98,138.61,143.617,155.799,163.158,170.868,179.645,188.627,197.804,207.637,217.738,227.94,237.464,245.828,255.287
21.613,22.362,22.818,22.938,23.265,23.476,23.739,24.296,25.196,25.967,26.906,27.843,28.594,29.09,29.706,30.368,31.077,31.862,32.818,33.935,34.783,35.727,37.122,39.008,40.59,42.695,44.655,45.833,46.115,46.793,47.191,47.669,48.711,50.539,52.376,54.156,55.899,57.912,60.011,62.017,64.1,66.134,68.004,69.691,71.374,73.681,76.071,78.102,79.628,81.64,83.69,86.04,89.159,93.252,97.675,102.502,107.845,113.655,119.664,125.766,131.756,137.388,142.362,154.48,161.79,169.438,178.161,187.203,196.598,206.439,216.413,225.902,234.561,244.002
20.089,20.881,21.617,22.072,22.196,22.524,22.738,23.001,23.567,24.441,25.223,26.152,27.076,27.815,28.307,28.915,29.569,30.264,31.041,31.981,33.083,33.925,34.853,36.244,38.11,39.672,41.743,43.674,44.86,45.145,45.802,46.217,46.669,47.669,49.517,51.338,52.948,54.828,56.833,58.907,60.893,62.962,64.939,66.812,68.466,70.132,72.415,74.804,76.851,78.376,80.362,82.413,84.795,87.925,92.025,96.47,101.283,106.639,112.414,118.418,124.494,130.486,136.088,141.06,153.081,160.319,167.91,176.671,185.911,195.306,205.023,214.266,222.899,232.632
18.8,19.355,20.13,20.854,21.302,21.433,21.759,21.974,22.254,22.803,23.683,24.456,25.37,26.275,27.002,27.488,28.089,28.729,29.416,30.18,31.109,32.2,33.031,33.965,35.347,37.187,38.724,40.764,42.683,43.855,44.125,44.791,45.19,45.629,46.65,48.472,50.098,51.843,53.701,55.69,57.757,59.746,61.773,63.748,65.573,67.187,68.817,71.084,73.475,75.519,77.031,79.023,81.105,83.503,86.642,90.756,95.183,100.007,105.335,111.112,117.101,123.183,129.151,134.747,139.681,151.571,158.74,166.36,175.301,184.529,193.803,202.78,211.19,220.875
17.412,18.058,18.603,19.363,20.069,20.512,20.646,20.969,21.202,21.474,22.036,22.902,23.663,24.555,25.441,26.153,26.635,27.221,27.853,28.528,29.286,30.209,31.284,32.125,33.063,34.43,36.236,37.754,39.774,41.664,42.8,43.087,43.744,44.155,44.608,45.61,47.21,48.962,50.668,52.521,54.52,56.603,58.565,60.586,62.502,64.263,65.82,67.429,69.692,72.081,74.108,75.637,77.653,79.746,82.154,85.305,89.394,93.831,98.637,103.976,109.751,115.752,121.821,127.781,133.326,138.188,149.945,157.125,164.916,173.835,182.94,191.468,199.636,209.073
16.162,16.667,17.299,17.836,18.574,19.261,19.696,19.833,20.171,20.397,20.689,21.245,22.093,22.834,23.705,24.569,25.267,25.737,26.316,26.935,27.607,28.365,29.279,30.357,31.205,32.139,33.482,35.261,36.771,38.758,40.593,41.726,42.025,42.71,43.122,43.554,44.333,46.05,47.745,49.453,51.33,53.356,55.418,57.371,59.326,61.165,62.849,64.374,65.987,68.255,70.621,72.654,74.204,76.224,78.323,80.738,83.87,87.963,92.389,97.213,102.566,108.358,114.353,120.412,126.311,131.775,136.57,148.268,155.603,163.369,172.163,180.514,188.251,197.427
15.067,15.408,15.904,16.521,17.042,17.759,18.425,18.849,19.01,19.334,19.581,19.876,20.423,21.246,21.968,22.814,23.656,24.333,24.797,25.364,25.982,26.657,27.414,28.335,29.412,30.259,31.182,32.511,34.273,35.759,37.689,39.501,40.632,40.981,41.653,42.029,42.244,43.155,44.805,46.5,48.234,50.139,52.145,54.191,56.078,57.956,59.715,61.361,62.888,64.518,66.76,69.113,71.145,72.701,74.723,76.821,79.22,82.369,86.456,90.902,95.745,101.12,106.914,112.9,118.893,124.709,130.092,134.894,146.667,153.967,161.617,169.644,177.2,185.951
14.03,14.297,14.634,15.118,15.714,16.22,16.912,17.555,17.989,18.144,18.484,18.734,19.027,19.559,20.356,21.058,21.879,22.691,23.353,23.807,24.375,24.999,25.679,26.447,27.371,28.439,29.281,30.202,31.523,33.25,34.691,36.593,38.383,39.547,39.893,40.506,40.668,41.031,41.897,43.535,45.245,46.998,48.877,50.861,52.842,54.666,56.476,58.203,59.846,61.382,62.99,65.199,67.532,69.553,71.122,73.134,75.215,77.642,80.796,84.901,89.364,94.231,99.613,105.398,111.317,117.233,122.961,128.337,133.278,144.942,152.128,159.003,166.216,174.806
12.925,13.257,13.524,13.857,14.327,14.9,15.39,16.054,16.695,17.117,17.287,17.625,17.873,18.161,18.678,19.448,20.126,20.919,21.706,22.35,22.813,23.39,24.032,24.72,25.494,26.415,27.477,28.327,29.238,30.531,32.203,33.616,35.489,37.276,38.411,38.694,39.102,39.429,39.768,40.623,42.253,43.952,45.685,47.522,49.456,51.389,53.178,54.965,56.683,58.31,59.819,61.385,63.566,65.872,67.908,69.466,71.464,73.536,75.969,79.14,83.258,87.746,92.617,97.988,103.705,109.556,115.399,121.129,126.616,131.532,143.011,149.405,155.452,163.731
11.866,12.136,12.464,12.729,13.054,13.505,14.054,14.524,15.181,15.796,16.218,16.393,16.722,16.967,17.25,17.75,18.489,19.142,19.907,20.666,21.31,21.788,22.386,23.036,23.731,24.507,25.431,26.492,27.334,28.225,29.476,31.109,32.5,34.347,36.099,37.132,37.243,37.812,38.13,38.458,39.303,40.898,42.555,44.244,46.042,47.954,49.872,51.655,53.433,55.118,56.699,58.142,59.686,61.838,64.157,66.165,67.713,69.713,71.789,74.245,77.421,81.554,86.043,90.91,96.221,101.882,107.658,113.49,119.307,124.753,129.582,140.183,145.721,152.883
11.045,11.068,11.336,11.655,11.913,12.226,12.657,13.179,13.648,14.275,14.875,15.285,15.459,15.779,16.02,16.296,16.775,17.482,18.109,18.843,19.596,20.246,20.749,21.355,22.011,22.711,23.498,24.426,25.471,26.291,27.153,28.377,29.969,31.332,33.152,34.769,35.625,35.912,36.476,36.768,37.081,37.897,39.433,41.044,42.701,44.497,46.412,48.331,50.104,51.838,53.462,54.955,56.371,57.898,60.068,62.346,64.324,65.898,67.892,69.994,72.444,75.637,79.767,84.254,89.069,94.336,99.917,105.664,111.566,117.333,122.679,126.764,136.392,143.059
10.397,10.23,10.268,10.528,10.835,11.082,11.38,11.789,12.302,12.748,13.353,13.927,14.321,14.492,14.802,15.036,15.302,15.76,16.434,17.034,17.759,18.51,19.177,19.689,20.299,20.962,21.677,22.474,23.387,24.399,25.193,26.042,27.234,28.779,30.134,31.812,33.243,34.243,34.544,35.061,35.327,35.621,36.397,37.886,39.464,41.126,42.928,44.844,46.75,48.477,50.141,51.669,53.125,54.522,56.078,58.204,60.434,62.436,64.004,66.024,68.105,70.575,73.774,77.904,82.34,87.116,92.295,97.824,103.636,109.485,115.139,119.754,123.04,133.637
9.769,9.561,9.423,9.468,9.718,10.008,10.244,10.527,10.928,11.411,11.842,12.415,12.957,13.332,13.501,13.797,14.022,14.277,14.714,15.353,15.95,16.672,17.43,18.093,18.611,19.231,19.909,20.636,21.419,22.304,23.28,24.064,24.896,26.053,27.576,28.81,30.303,31.842,32.826,33.087,33.567,33.818,34.097,34.853,36.304,37.872,39.527,41.325,43.225,45.087,46.746,48.32,49.803,51.231,52.64,54.166,56.236,58.487,60.458,62.069,64.053,66.151,68.634,71.848,75.923,80.311,84.986,90.089,95.687,101.447,107.173,112.137,115.96,120.287
9.146,8.916,8.742,8.626,8.675,8.911,9.183,9.406,9.686,10.062,10.522,10.929,11.466,11.974,12.329,12.493,12.773,12.988,13.234,13.648,14.277,14.874,15.601,16.344,16.999,17.533,18.166,18.857,19.569,20.33,21.183,22.14,22.914,23.732,24.871,26.272,27.334,28.914,30.401,31.32,31.563,32.032,32.281,32.561,33.296,34.712,36.242,37.88,39.663,41.533,43.328,44.915,46.437,47.879,49.29,50.669,52.146,54.244,56.445,58.451,60.027,62.022,64.133,66.642,69.81,73.817,78.081,82.654,87.836,93.388,99.019,104.113,108.315,113.066
8.588,8.283,8.09,7.941,7.843,7.894,8.114,8.368,8.589,8.85,9.207,9.636,10.016,10.514,10.989,11.321,11.477,11.741,11.947,12.181,12.598,13.22,13.825,14.532,15.257,15.919,16.465,17.112,17.783,18.479,19.214,20.053,20.996,21.769,22.57,23.613,24.815,25.97,27.48,28.884,29.765,30.027,30.498,30.748,31.014,31.712,33.056,34.552,36.175,37.947,39.759,41.496,43.026,44.493,45.889,47.262,48.585,50.118,52.164,54.397,56.341,57.933,59.933,62.074,64.54,67.634,71.489,75.619,80.284,85.428,90.842,95.899,100.274,105.279
7.957,7.713,7.454,7.289,7.161,7.078,7.13,7.334,7.579,7.783,8.031,8.362,8.758,9.109,9.569,10.007,10.315,10.463,10.711,10.906,11.155,11.577,12.2,12.788,13.472,14.196,14.854,15.418,16.042,16.701,17.372,18.099,18.935,19.878,20.62,21.349,22.193,23.469,24.558,25.987,27.339,28.221,28.507,28.964,29.188,29.41,30.039,31.337,32.818,34.446,36.17,37.938,39.608,41.069,42.463,43.813,45.12,46.515,48.015,50.102,52.248,54.178,55.781,57.808,59.904,62.285,65.217,68.903,73.132,77.763,82.763,87.646,92.022,97.094
7.238,7.081,6.88,6.656,6.514,6.405,6.336,6.386,6.583,6.807,7.001,7.23,7.532,7.894,8.217,8.638,9.038,9.321,9.461,9.692,9.903,10.168,10.6,11.198,11.767,12.449,13.157,13.822,14.363,14.977,15.612,16.277,17.009,17.858,18.749,19.424,19.956,20.886,22.075,23.109,24.487,25.817,26.693,26.968,27.379,27.544,27.703,28.311,29.596,31.088,32.675,34.362,36.055,37.638,39.012,40.352,41.63,43.016,44.381,45.942,47.928,50.03,51.95,53.588,55.56,57.557,59.77,62.526,66.306,70.495,74.978,79.462,83.692,88.691
6.512,6.376,6.254,6.083,5.89,5.769,5.676,5.619,5.676,5.855,6.063,6.241,6.45,6.725,7.053,7.346,7.727,8.088,8.348,8.48,8.72,8.947,9.232,9.651,10.222,10.791,11.453,12.158,12.788,13.324,13.915,14.544,15.218,15.971,16.764,17.578,18.049,18.681,19.535,20.66,21.665,23.01,24.298,25.121,25.357,25.694,25.795,25.958,26.586,27.881,29.332,30.877,32.488,34.083,35.567,36.879,38.144,39.511,40.865,42.288,43.748,45.67,47.744,49.676,51.269,53.126,54.944,56.977,59.832,63.558,67.592,71.542,75.386,80.205
5.896,5.673,5.57,5.47,5.325,5.16,5.057,4.979,4.941,4.994,5.16,5.348,5.509,5.698,5.945,6.24,6.503,6.843,7.169,7.405,7.553,7.803,8.049,8.33,8.734,9.298,9.85,10.505,11.168,11.783,12.298,12.883,13.52,14.215,14.915,15.631,16.229,16.801,17.372,18.178,19.259,20.237,21.521,22.717,23.466,23.646,23.918,24.031,24.239,24.898,26.149,27.542,29.013,30.521,32.02,33.427,34.664,36.031,37.365,38.764,40.061,41.454,43.346,45.417,47.284,48.768,50.426,52.052,54.177,56.983,60.546,64,67.315,71.754
5.316,5.073,4.896,4.814,4.731,4.608,4.468,4.383,4.327,4.296,4.35,4.499,4.667,4.811,4.98,5.2,5.461,5.694,5.997,6.288,6.524,6.688,6.95,7.194,7.468,7.873,8.414,8.962,9.575,10.213,10.798,11.309,11.9,12.555,13.2,13.821,14.333,15.015,15.53,16.065,16.839,17.866,18.785,19.961,21.056,21.729,21.872,22.151,22.31,22.557,23.197,24.372,25.69,27.061,28.487,29.897,31.223,32.575,33.906,35.268,36.507,37.716,39.101,40.991,42.986,44.721,46.004,47.448,49.143,51.219,53.883,56.808,59.623,63.563
4.593,4.513,4.322,4.176,4.109,4.041,3.939,3.822,3.76,3.714,3.695,3.746,3.877,4.025,4.153,4.302,4.494,4.722,4.929,5.195,5.474,5.711,5.893,6.147,6.385,6.668,7.06,7.589,8.1,8.686,9.288,9.858,10.374,10.98,11.586,12.149,12.58,13.174,13.79,14.265,14.779,15.502,16.447,17.272,18.345,19.349,19.962,20.13,20.438,20.622,20.861,21.438,22.541,23.766,25.072,26.405,27.729,29.172,30.482,31.827,32.997,34.122,35.324,36.732,38.552,40.398,41.894,42.958,44.44,46.078,48.03,50.039,52.33,55.79
3.721,3.843,3.791,3.636,3.516,3.462,3.406,3.322,3.234,3.183,3.151,3.139,3.184,3.298,3.427,3.539,3.668,3.835,4.033,4.213,4.464,4.733,4.974,5.154,5.396,5.641,5.919,6.307,6.798,7.285,7.834,8.412,8.976,9.507,10.066,10.587,10.971,11.482,12.015,12.575,13.026,13.497,14.147,14.985,15.733,16.721,17.643,18.243,18.446,18.754,18.917,19.099,19.639,20.664,21.839,23.05,24.292,25.733,27.117,28.43,29.557,30.593,31.703,32.933,34.296,35.968,37.545,38.779,39.876,41.288,42.811,44.116,45.543,48.476
2.891,3.064,3.18,3.142,3.016,2.918,2.874,2.83,2.77,2.698,2.662,2.638,2.63,2.67,2.768,2.879,2.975,3.085,3.228,3.398,3.57,3.809,4.071,4.297,4.472,4.714,4.954,5.234,5.594,6.056,6.511,7.035,7.599,8.167,8.654,9.129,9.477,9.936,10.39,10.871,11.393,11.799,12.212,12.774,13.528,14.217,15.119,15.995,16.587,16.792,17.05,17.142,17.313,17.825,18.815,19.894,21.012,22.368,23.737,25.105,26.182,27.162,28.17,29.307,30.494,31.729,33.122,34.405,35.639,36.678,37.973,38.879,39.662,41.726
2.119,2.341,2.496,2.595,2.566,2.464,2.385,2.351,2.323,2.275,2.222,2.195,2.177,2.172,2.207,2.29,2.383,2.463,2.557,2.678,2.837,3.003,3.232,3.471,3.682,3.86,4.092,4.332,4.592,4.933,5.36,5.794,6.302,6.864,7.379,7.787,8.094,8.513,8.916,9.321,9.767,10.234,10.585,10.931,11.43,12.114,12.737,13.583,14.415,14.971,15.117,15.282,15.363,15.546,16.066,16.966,17.949,19.178,20.453,21.798,22.91,23.831,24.768,25.8,26.884,27.942,28.914,30.005,31.272,32.427,33.365,34.095,34.53,35.906
